participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_weight,best_obj_weight,best_nll,AIC,BIC
89,"[2.690041764769755, 0.4340304437787395, 0.9568332709174662, 3.664800410046477]",[4.99990000e+00 2.38415220e-04 9.53698613e-01 3.99990000e+00],[-0.129308   -0.13827168 -0.13465027 -0.14077515],[0.49169711 0.1747787  0.27246206 0.06106213],[],[],243.89559198831282,495.79118397662563,511.75704216505756
90,"[0.24397880983126988, 0.8387653917883082, 0.04315776758904238, 0.08169463274352357]",[0.52386456 0.0106383  0.9999     0.16722855],[ 0.11368087  0.04153149  0.07353564 -0.00371328],[0.27410053 0.35323806 0.20276706 0.16989435],[],[],276.212886421536,560.425772843072,576.391631031504
91,"[1.8469274661999906, 0.9753032247498523, 0.41387123802760883, 3.997199355408152]",[1.00725408 0.32803366 0.36012867 3.99609671],[0.5356017  0.1735212  0.62645196 0.18289733],[8.32878258e-05 1.57821742e-01 1.83943709e-04 8.41911026e-01],[],[],235.1658838193071,478.3317676386142,494.29762582704615
92,"[1.8770695667466182, 0.7027540099766453, 0.6402666236117284, 3.182527894701356]",[1.50922910e+00 1.55853811e-03 9.99900000e-01 3.80634742e+00],[-0.35364153 -0.35604554 -0.38600136 -0.3710878 ],[0.28192322 0.37721564 0.0905507  0.25031043],[],[],272.4315447958236,552.8630895916472,568.8289477800791
93,"[0.7502330855951943, 0.09985533285506426, 0.7689066512588095, 2.8632925241873965]",[1.33974506 0.02829758 0.92047738 1.28094858],[0.63525581 0.45752609 0.67954651 0.45886416],[0.56404682 0.08961867 0.15734442 0.18899009],[],[],241.0478432483765,490.095686496753,506.0615446851849
94,"[1.382837988500252, 0.21425567089138034, 0.021418492245413846, 1.0294731208008214]",[0.52841145 0.9999     0.9999     1.31667056],[0.97618952 0.57113815 0.78692298 0.62221757],[1.e+00 1.e-32 1.e-28 1.e-20],[],[],262.5635433426945,533.127086685389,549.092944873821
95,"[1.9865578138795161, 0.7207233867872225, 0.41794678956072273, 3.3101730139553696]",[1.28859304 0.15892197 0.99891682 3.7282543 ],[0.23002142 0.33198901 0.42190268 0.17421428],[3.35058323e-10 7.73662442e-01 3.41046938e-07 2.26337217e-01],[],[],210.37691643396744,428.7538328679349,444.7196910563668
96,"[0.8769204341340359, 0.6363416338850189, 0.15827925156495326, 0.5570657009130661]",[1.31715629e+00 1.00000000e-04 9.99142353e-01 9.84363789e-01],[0.48918387 0.48747108 0.48922977 0.48856446],[0.20406393 0.3889672  0.31441784 0.09255102],[],[],257.53060690382245,523.0612138076449,539.0270719960769
97,"[3.1783990282327905, 0.7645558844501401, 0.5496623842350351, 1.8105828343538166]",[6.71815922e-01 4.76537069e-01 1.00000000e-04 3.99990000e+00],[0.39659276 0.24223754 0.75274744 0.17350484],[7.85671175e-01 1.87092772e-01 2.66870318e-02 5.49020979e-04],[],[],260.8011606123157,529.6023212246314,545.5681794130634
98,"[2.0358225095607274, 0.19749125388495153, 0.6999731719504192, 2.264755330133951]",[1.76853826 0.07266995 0.9999     2.40867437],[0.67274    0.67663302 0.81180436 0.84789847],[6.50905908e-01 1.96749113e-03 3.47107781e-01 1.88193517e-05],[],[],160.2942950957424,328.5885901914848,344.5544483799167
99,"[4.84727335685499, 0.7106973695187043, 0.813529642248985, 3.148314289178973]",[1.66020153 0.00388816 0.99975366 2.83194791],[0.26763056 0.25137183 0.30487608 0.23618439],[0.28159052 0.32787449 0.37189032 0.01864466],[],[],247.45107716091695,502.9021543218339,518.8680125102659
100,"[2.4432253763676153, 0.8285975525561915, 0.49428210234513115, 0.3014486268350625]",[2.56385610e+00 1.00000000e-04 9.63453337e-01 8.15621407e-01],[0.05404046 0.05030435 0.0500723  0.05060196],[0.63551569 0.10414879 0.03126502 0.2290705 ],[],[],212.22029158829147,432.44058317658295,448.40644136501487
101,"[2.8891157557109173, 0.387527286220849, 0.008599556351187832, 1.2551568087149643]",[3.64632839e+00 1.00000000e-04 1.87029771e-01 1.00000000e-04],[0.39776808 0.39679408 0.39760824 0.39691853],[0.31994378 0.34660483 0.28021949 0.05323191],[],[],260.61520135460205,529.2304027092041,545.1962608976361
102,"[2.272493244863207, 0.7277697402459312, 0.226056778244328, 1.5656020001310307]",[2.62108430e+00 1.00000000e-04 5.21579927e-01 1.00000000e-04],[-0.34812835 -0.34407228 -0.34532872 -0.3489413 ],[0.09017605 0.57380945 0.27867291 0.05734158],[],[],178.81689275031533,365.63378550063067,381.5996436890626
103,"[3.7394443373749016, 0.9774369546128702, 0.31960592829719464, 0.44943930263993537]",[2.70299288e+00 1.00000000e-04 1.17713500e-01 1.00000000e-04],[0.41507747 0.41464661 0.415773   0.41433163],[0.40499985 0.20266172 0.30384643 0.088492  ],[],[],270.64878423605205,549.2975684721041,565.2634266605361
104,"[0.8048527159180634, 0.5286672963884058, 0.9936796853808261, 2.977311101058885]",[0.65431977 0.13862351 0.69381022 2.99409011],[0.70498279 0.15972775 0.59384198 0.25909507],[0.63425311 0.1479152  0.20612126 0.01171042],[],[],271.4839092705226,550.9678185410452,566.9336767294772
105,"[0.43248421832195966, 0.3328614168273466, 0.32325261500168223, 0.19205612801686703]",[1.23154878 0.00547548 0.9999     0.17695381],[1.23862252 1.19712038 1.33037656 1.26765705],[0.3007206  0.31265559 0.29224491 0.0943789 ],[],[],258.2947545590828,524.5895091181656,540.5553673065975
106,"[0.26993145275179015, 0.8534422828742597, 0.9165619178891388, 1.7878542191979663]",[5.90155782e-01 2.22972597e-01 3.11311492e-04 3.99990000e+00],[0.63957169 0.41450727 0.57749065 0.05570624],[0.49519676 0.24488818 0.0314746  0.22844046],[],[],269.157053323057,546.314106646114,562.279964834546
107,"[0.18603066799859785, 0.5706371386741905, 0.4011572521862889, 0.8631793643771608]",[4.99990000e+00 7.80402015e-04 9.27685807e-01 9.48628503e-01],[0.57101682 0.56622116 0.57046452 0.56423715],[0.44352512 0.23829755 0.25818447 0.05999287],[],[],214.24206297292832,436.48412594585665,452.44998413428857
108,"[0.8576627240507545, 0.18669234012243832, 0.6703126340181155, 0.33015857163712115]",[2.88564085e+00 1.11941708e-03 9.38612730e-01 1.84943356e-01],[1.03202941 1.05529719 1.05245484 1.05360157],[0.56011581 0.06300277 0.31763585 0.05924557],[],[],127.25607022001785,262.5121404400357,278.4779986284676
109,"[4.409251346233282, 0.9939476640536323, 0.14420878901300158, 1.9038838902619029]",[2.10455153 0.0726021  0.94169673 3.9999    ],[0.59486704 0.33827353 0.70092494 0.33930846],[6.20039791e-01 2.06170377e-02 3.59284870e-01 5.83009225e-05],[],[],135.9986495958559,279.9972991917118,295.96315738014374
110,"[4.313738746498655, 0.21015201409412923, 0.30665546712646835, 2.689444990814526]",[1.2143372  0.02439156 0.99982097 3.9999    ],[0.34954648 0.22877585 0.43377293 0.21247092],[0.20725403 0.39533659 0.2560543  0.14135508],[],[],262.20922270350854,532.4184454070171,548.3843035954491
111,"[2.242294602602554, 0.09491151099952809, 0.798340061005777, 0.21812288412116052]",[4.90532441e+00 1.00000000e-04 9.99441567e-01 2.24612611e+00],[0.5806109  0.57934625 0.58035251 0.57918746],[0.61442714 0.10500891 0.17512853 0.10543542],[],[],251.50262712585305,511.0052542517061,526.9711124401381
112,"[1.1205013789533877, 0.7231103935368521, 0.9608711421812071, 0.42506849743083475]",[1.48311343 0.08045767 0.91960795 3.24027191],[0.53190959 0.31396471 0.73008137 0.33238363],[0.40328886 0.15897581 0.16291307 0.27482227],[],[],224.50646583703286,457.0129316740657,472.97878986249765
113,"[3.763630604124253, 0.27988415485045864, 0.06969361030233188, 3.2298104238150467]",[1.11415853 0.15767086 0.97178947 3.98761914],[0.62019981 0.28968315 0.97842779 0.28863125],[0.1570797  0.52739277 0.00738874 0.30813879],[],[],244.6267752041833,497.2535504083666,513.2194085967985
114,"[2.3616076275168525, 0.05287681060615485, 0.4889784721267915, 3.038117917403749]",[1.26540281e+00 1.00000000e-04 4.65166300e-01 1.00000000e-04],[0.41906568 0.4175068  0.41789967 0.41730242],[0.54269993 0.14278263 0.20037619 0.11414124],[],[],267.8540708519802,543.7081417039605,559.6739998923924
115,"[2.9418280615754786, 0.13187416588608286, 0.8917481903109999, 1.4739168806385632]",[1.72107105e+00 1.00000000e-04 9.99900000e-01 2.54155147e+00],[0.19453287 0.19607317 0.1965983  0.19453287],[0.01117452 0.58447532 0.39317563 0.01117452],[],[],146.833021918938,301.666043837876,317.6319020263079
116,"[2.9684969095372367, 0.8384135009849627, 0.03190626216538803, 1.72275507704919]",[5.34271176e-01 1.20279725e-01 1.00000000e-04 5.34869902e-01],[0.67496271 0.38240371 0.74501128 0.43653797],[0.1744124  0.49168714 0.16526732 0.16863314],[],[],273.82890237941444,555.6578047588289,571.6236629472609
117,"[1.3647552282275008, 0.028598696615343158, 0.1445313707814168, 2.757333824036392]",[2.05968612e+00 1.00000000e-04 7.62360935e-01 1.00000000e-04],[0.93471862 0.9361715  0.93572316 0.9362305 ],[0.62108642 0.03428274 0.3103481  0.03428274],[],[],187.08072654732547,382.16145309465094,398.12731128308286
118,"[3.3961438008048415, 0.22651662920621923, 0.48241854672574114, 0.78029386911979]",[4.99990000e+00 3.97204106e-04 4.80277842e-01 1.00000000e-04],[0.68656239 0.68539832 0.68594651 0.6862348 ],[0.62859976 0.03318934 0.32166238 0.01654852],[],[],150.02824381394052,308.05648762788104,324.02234581631296
119,"[2.479456475483232, 0.2572457734855898, 0.3619842001617897, 1.7900601323805578]",[3.46182264e+00 2.09076003e-04 5.66535406e-01 2.36124300e-01],[0.76063465 0.75872348 0.76135495 0.75907145],[0.41871361 0.20945365 0.27850858 0.09332416],[],[],241.67813658852188,491.35627317704376,507.3221313654757
120,"[3.731429469432854, 0.7251167130952252, 0.04469561032979626, 2.271441104770656]",[2.49199837e+00 1.00000000e-04 9.89023880e-01 1.36570069e+00],[0.69339834 0.6921078  0.69386616 0.69324064],[0.40811465 0.12260732 0.3676406  0.10163743],[],[],270.3326320902071,548.6652641804142,564.6311223688461
121,"[3.5442084453698066, 0.22947876183111027, 0.04110779405426012, 3.5360769537182115]",[1.13873350e+00 1.00000000e-04 4.47491989e-01 1.00000000e-04],[1.01089186 1.00997493 1.01209533 1.01080803],[0.53406439 0.19959043 0.13326277 0.1330824 ],[],[],273.6554916793963,555.3109833587926,571.2768415472245
122,"[2.7550609021680574, 0.2330061146588159, 0.18449052127366278, 3.274628177569108]",[1.38885867 0.03988416 0.97630772 3.9963805 ],[ 0.35252827  0.32334626  0.45967216 -0.01439369],[0.2964285  0.42331638 0.21716247 0.06309265],[],[],234.2992076753397,476.5984153506794,492.5642735391113
123,"[1.0950067216978023, 0.050815144854969525, 0.7545972418106655, 2.4219409048030385]",[1.63832973e+00 1.00000000e-04 8.72179929e-01 1.00000000e-04],[0.22280813 0.22288644 0.22394495 0.22215644],[0.21805148 0.39107884 0.34490526 0.04596442],[],[],252.67484778837832,513.3496955767566,529.3155537651886
124,"[0.8058326212170226, 0.1025632477083091, 0.1424748053643334, 0.9110463181810697]",[1.93017223 0.01898416 0.58749843 1.04174103],[0.55060884 0.39999688 0.55830484 0.40884593],[0.48623221 0.13036804 0.3755636  0.00783615],[],[],205.01882580235892,418.03765160471784,434.00350979314976
125,"[4.430276870062706, 0.34743439832315515, 0.42305464619064986, 0.601306188365251]",[0.4150762  0.02160342 0.9999     0.03390505],[0.65735135 0.56136719 0.71674688 0.48516742],[0.52238507 0.19798331 0.20639993 0.07323169],[],[],275.62015450243115,559.2403090048623,575.2061671932943
126,"[1.9628555573977111, 0.9077323562357626, 0.23188568418140437, 1.6884484811510492]",[1.12419858e+00 6.77735175e-02 9.99900000e-01 1.00000000e-04],[0.71926738 0.2628678  0.74245449 0.39719742],[0.57104178 0.0929972  0.31834303 0.01761799],[],[],242.87593266089164,493.75186532178327,509.7177235102152
127,"[4.505322177086515, 0.16673702141558064, 0.11331370595836192, 1.4812580476965624]",[1.76646566 0.11615894 0.47473567 3.9999    ],[0.53124352 0.43852662 0.7923626  0.3524487 ],[5.86852797e-01 9.60267363e-05 4.12452965e-01 5.98211278e-04],[],[],158.84635821769982,325.69271643539963,341.65857462383156
128,"[3.285575268627808, 0.6175035706091355, 0.04753248227061514, 0.08863239124122632]",[1.41193710e+00 4.88579446e-02 1.41294693e-02 1.00000000e-04],[0.64815184 0.41944023 0.62033386 0.33799014],[0.67939124 0.09015257 0.21793428 0.0125219 ],[],[],245.93875658913902,499.87751317827804,515.84337136671
129,"[3.222567865879895, 0.5838918829218064, 0.30113450939590225, 0.24418417231938178]",[1.15274727e+00 8.52529555e-02 6.70013053e-01 1.00000000e-04],[0.55353514 0.35501572 0.82181393 0.23268303],[0.33950304 0.15717199 0.47569695 0.02762802],[],[],252.166247017823,512.332494035646,528.2983522240779
130,"[0.9639127646689158, 0.09514497823433399, 0.9051266043498026, 3.194990671484656]",[1.82020825e+00 1.91266545e-04 9.33286879e-01 8.80325812e-01],[0.38839227 0.38588252 0.38801466 0.38613146],[0.43797156 0.2081439  0.25596648 0.09791806],[],[],264.2718698429896,536.5437396859792,552.5095978744112
131,"[0.1275649443663469, 0.4069198126449181, 0.2011408236309166, 1.9688280184779061]",[4.44132289e+00 1.18349693e-04 9.99900000e-01 3.99990000e+00],[1.04409056 1.04275102 1.0454587  1.04432761],[0.52366281 0.09508571 0.28619967 0.0950518 ],[],[],273.7127802189077,555.4255604378154,571.3914186262474
132,"[1.3149776096820374, 0.3925372364936231, 0.07513226256736096, 3.3027026329342455]",[0.71596073 0.08404646 0.9999     3.5240992 ],[0.66625765 0.35730839 0.81762883 0.3076933 ],[0.34740361 0.31460735 0.1871925  0.15079654],[],[],269.99411663962985,547.9882332792597,563.9540914676917
133,"[1.3554520363443763, 0.25378085317348154, 0.7562882811866158, 3.316879354137948]",[1.62032945e+00 2.76816704e-03 9.99900000e-01 3.11611562e+00],[-0.05871088 -0.01341066 -0.00943167 -0.08161278],[0.11533731 0.54751597 0.30372736 0.03341936],[],[],227.4929992666259,462.9859985332518,478.9518567216837
134,"[3.6803195625837875, 0.9992128035839507, 0.7874570432978955, 1.266681948407204]",[1.80799323e+00 1.00000000e-04 9.98153148e-01 1.45391496e+00],[0.7940478  0.79515399 0.7955844  0.79335586],[0.76748454 0.02312355 0.13970798 0.06968393],[],[],230.1327642486019,468.2655284972038,484.2313866856357
135,"[1.663468244089574, 0.2642044249925376, 0.8037185395710348, 0.9989997750538706]",[1.08124661e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[-0.63433262 -0.63944846 -0.63931539 -0.6394481 ],[0.48362962 0.18032959 0.12292935 0.21311144],[],[],264.7734466137323,537.5468932274646,553.5127514158966
136,"[2.655189689645334, 0.5044090523905719, 0.15402299136441613, 0.6908474176817622]",[1.14094933 0.1713156  0.95285005 3.9999    ],[0.63869752 0.42831607 0.76780759 0.32742432],[2.91004957e-07 6.60275622e-01 4.43282736e-06 3.39719654e-01],[],[],227.279067255845,462.55813451169,478.52399270012194
137,"[1.3851510749610085, 0.27791660215091785, 0.5705699067152129, 0.5562884465814699]",[3.16510175e+00 1.00000000e-04 9.94213527e-01 1.38587661e+00],[-0.14630676 -0.14302556 -0.14601638 -0.14488598],[0.02906528 0.6311129  0.05811992 0.28170189],[],[],225.7640972168403,459.5281944336806,475.4940526221125
138,"[3.0430722899531983, 0.2506361092295228, 0.6900685257244138, 1.948521627749128]",[7.05256629e-01 1.02096071e-01 1.66570471e-03 3.98709600e+00],[0.72826037 0.20713545 0.87175698 0.11809152],[0.46366898 0.00978146 0.52553568 0.00101388],[],[],266.28561836322757,540.5712367264551,556.5370949148871
139,"[4.035689918938061, 0.4270420538139414, 0.0878306025964915, 1.2124833593697368]",[6.50821644e-01 3.15001499e-02 9.99900000e-01 1.00000000e-04],[ 0.39960087  0.14666199 -0.0146973   0.06712247],[0.41635445 0.30603226 0.07145304 0.20616026],[],[],271.0673303846303,550.1346607692606,566.1005189576925
140,"[2.3806582080235876, 0.7256210637518185, 0.15226706675939564, 2.949957683187675]",[1.69615352 0.01329916 0.371355   2.1551766 ],[0.74578678 0.71197204 0.92371641 0.77511406],[0.39593343 0.19310648 0.31999962 0.09096047],[],[],266.70261718989923,541.4052343797985,557.3710925682304
141,"[3.1707709627323717, 0.33617438160147106, 0.25540167033828504, 1.1719830556416049]",[7.44012065e-01 2.05919012e-02 9.99900000e-01 1.00000000e-04],[0.71698136 0.45034267 0.68546214 0.62093985],[0.41756856 0.22730035 0.18299825 0.17213284],[],[],274.7113302792946,557.4226605585892,573.3885187470212
142,"[4.05174948503114, 0.34023568686466255, 0.5185319559376155, 3.5852757397141097]",[2.97973173e+00 1.00000000e-04 7.60413268e-01 8.17622789e-01],[1.47720427 1.47574335 1.4794446  1.47811928],[0.24925181 0.25059307 0.37557906 0.12457605],[],[],275.00579761265925,558.0115952253185,573.9774534137505
143,"[2.114072881191061, 0.004092342151372931, 0.8001384950458016, 2.9778457237032447]",[1.74822096 0.17000503 0.56357052 3.9999    ],[0.47660469 0.4292765  0.32436938 0.36426839],[8.18175879e-01 5.48616903e-04 4.93047832e-04 1.80782456e-01],[],[],145.47483918684333,298.94967837368665,314.9155365621186
144,"[1.7941719896597825, 0.2430218849381908, 0.46940659154075204, 1.2543543882393577]",[1.18049082e+00 4.30854018e-02 9.99900000e-01 1.00000000e-04],[0.71285591 0.65078087 0.78190018 0.80293286],[0.69329108 0.0011022  0.30365747 0.00194925],[],[],232.15581115993012,472.31162231986025,488.2774805082922
145,"[4.088726196558236, 0.09271481159716394, 0.4613571605832483, 3.3832751121830813]",[2.14165485 0.01298629 0.99836462 3.9999    ],[0.92523407 1.21430693 1.1312115  1.06193548],[0.67956995 0.01767917 0.2850717  0.01767917],[],[],159.9354420673302,327.8708841346604,343.8367423230923
146,"[2.8849061424398412, 0.3086323160845574, 0.46216580346061925, 1.4455522483940075]",[8.22295427e-01 2.01585946e-01 1.00000000e-04 3.99990000e+00],[0.53286113 0.44845447 0.94334424 0.44163191],[0.86957618 0.04303318 0.05152366 0.03586698],[],[],264.33821389421877,536.6764277884375,552.6422859768695
147,"[1.760082487004653, 0.04455615210343471, 0.40963603763855116, 0.8855251420395137]",[2.18352122 0.02259696 0.90539056 3.9999    ],[0.6157861  0.50110565 0.66751589 0.53437148],[0.53638187 0.08139909 0.28117563 0.1010434 ],[],[],232.86680826392097,473.73361652784195,489.69947471627387
148,"[1.2215404581655447, 0.24009289059770555, 0.6573242173334838, 0.1191707931660709]",[0.72810054 0.60765992 0.01013012 3.9999    ],[ 0.14633474  0.10207694  0.63875621 -0.16766334],[7.01607783e-02 9.29634380e-33 9.29839222e-01 9.29634380e-33],[],[],249.6915775667153,507.3831551334306,523.3490133218626
149,"[0.09874535802951166, 0.8661206661224565, 0.5815896910476055, 0.8989076750909464]",[1.3279019  0.11532102 0.9999     0.88286928],[0.75741001 0.52073874 0.55472397 0.19752253],[0.41411855 0.33001466 0.1580073  0.09785949],[],[],223.54094179473415,455.0818835894683,471.0477417779002
150,"[0.44689615829951607, 0.7179188817128032, 0.6774528721706544, 3.778569444742261]",[1.30503349e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[-0.13269766 -0.13472842 -0.13469866 -0.13533443],[0.39675188 0.27000498 0.16198888 0.17125425],[],[],245.35656251388912,498.71312502777823,514.6789832162102
151,"[3.6221947928097755, 0.25407585802620025, 0.2820312333392943, 1.995922164595172]",[4.99990000e+00 3.73976493e-04 8.41812505e-01 7.33080623e-01],[ 0.00078322 -0.01430384 -0.00767086 -0.01559692],[0.59339615 0.09156453 0.25108771 0.06395162],[],[],188.76323975430887,385.52647950861774,401.49233769704966
152,"[2.969176271479269, 0.8982530242446917, 0.7138014395927471, 0.6461811881285562]",[2.69190919e+00 1.00000000e-04 3.25675519e-01 1.00000000e-04],[-0.00979283 -0.013069   -0.01288071 -0.01371835],[0.56884347 0.16647315 0.11764723 0.14703614],[],[],239.1735792300834,486.3471584601668,502.3130166485987
153,"[2.9717756379317732, 0.2281156615130355, 0.004651824355412352, 0.8215886405383878]",[8.58605592e-01 9.93853798e-02 9.99900000e-01 1.00000000e-04],[0.74567797 0.16785917 0.55994925 0.42074235],[1.63174588e-01 2.21504698e-01 1.00933269e-06 6.15319705e-01],[],[],263.9434050675869,535.8868101351738,551.8526683236058
154,"[3.92488693406441, 0.802748505959415, 0.7050754392042656, 0.2692575685166296]",[0.7855407  0.92113174 0.14023957 1.77616576],[-0.0009657   0.14090211  0.84779602  0.30781155],[3.06917173e-06 9.26473102e-33 7.35238290e-02 9.26473102e-01],[],[],236.35091319102588,480.70182638205176,496.6676845704837
155,"[2.3581754638045713, 0.2834342984419986, 0.7637562761336427, 1.3649369138996448]",[4.83784505e+00 5.57860380e-04 5.84888741e-01 9.87164387e-01],[-0.32823335 -0.32565207 -0.33407587 -0.33946122],[0.26918067 0.38315189 0.17335165 0.17431579],[],[],225.74181143181724,459.4836228636345,475.4494810520664
156,"[0.6674993382168287, 0.37074363574784325, 0.7851017820457525, 0.3552389251713974]",[4.99990000e+00 1.38793344e-04 3.68695142e-01 2.08131380e-01],[0.56557061 0.56318403 0.56482031 0.56398982],[0.53296453 0.11269529 0.25755795 0.09678223],[],[],255.16330872133403,518.3266174426681,534.2924756311
157,"[1.217566366635775, 0.10310556469279913, 0.0666691746240169, 2.5806954509152376]",[1.95039011 0.00501434 0.99978014 3.9999    ],[0.87977857 0.9684171  0.94223284 0.9458784 ],[0.51027433 0.06121063 0.33216834 0.0963467 ],[],[],236.75031846546256,481.5006369309251,497.46649511935703
158,"[3.4318953423165426, 0.45643164769062056, 0.9858904661613984, 3.628077460388173]",[1.17351339 0.08648805 0.93334248 3.8501224 ],[0.63894651 0.35845242 0.39101806 0.30598128],[1.23099519e-01 7.10402808e-01 3.54320654e-04 1.66143352e-01],[],[],238.64007781470426,485.2801556294085,501.24601381784043
159,"[0.4726711192959546, 0.37310367392668065, 0.3496952988173892, 0.053632667138435466]",[1.74178722 0.00433737 0.68445275 0.05519389],[0.87415086 0.84048896 0.91347518 0.8714668 ],[0.46808413 0.11464324 0.30628372 0.11098891],[],[],227.51752513499468,463.03505026998937,479.0009084584213
160,"[3.360698438966522, 0.9944476616064488, 0.7343670419668011, 0.15077141487120457]",[2.64151271 0.00354651 0.9999     3.36372378],[1.1085478  1.24800138 1.24800138 1.11673031],[0.73408086 0.08863971 0.08863971 0.08863971],[],[],150.81600747936125,309.6320149587225,325.5978731471544
161,"[4.338588287380151, 0.8959087732563691, 0.21533742238252798, 0.4941880705386768]",[1.27957246e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.34713679 0.34528892 0.34750061 0.34528664],[0.50558931 0.06436018 0.40865607 0.02139444],[],[],253.87223248951534,515.7444649790307,531.7103231674627
162,"[3.6752068634789348, 0.5632840612970774, 0.2921156368751101, 0.010579428891711522]",[2.34383837e+00 3.13110352e-02 1.00000000e-04 3.99990000e+00],[0.62154125 0.42835013 0.67175339 0.44638346],[0.65570612 0.01193449 0.32904801 0.00331138],[],[],204.42234574980333,416.84469149960665,432.8105496880386
163,"[2.773214657190816, 0.15370819444704392, 0.8110779247553075, 0.05282250972095781]",[1.32312525 0.12255767 0.35779632 3.9999    ],[0.01747892 0.26830463 0.28216945 0.3123491 ],[1.16139738e-04 5.58459250e-01 6.04352481e-02 3.80989362e-01],[],[],225.960850079401,459.921700158802,475.88755834723395
164,"[4.16227194221922, 0.5177273480825891, 0.4301322328010862, 1.5704823009137323]",[3.02546832e+00 6.78680008e-04 9.98670877e-01 1.69311067e+00],[0.39798745 0.38466811 0.3942691  0.38466811],[0.63607901 0.00999571 0.34392957 0.00999571],[],[],131.0903672767031,270.1807345534062,286.1465927418381
165,"[2.8935512578101106, 0.9893311652646753, 0.994253047896384, 0.5806359330879034]",[0.82206448 0.05665401 0.9999     0.58062232],[0.76024658 0.34657479 0.58287303 0.33252965],[0.4080049  0.24238575 0.34858352 0.00102582],[],[],267.214312495539,542.428624991078,558.39448317951
166,"[2.669386123436419, 0.41212983247874496, 0.1860492207274714, 0.4563607962050983]",[2.45173672e+00 1.77969805e-03 1.98554235e-01 1.00000000e-04],[-0.05481725 -0.06671776 -0.05333262 -0.09650504],[0.30717343 0.3554018  0.27587052 0.06155425],[],[],255.17456159085773,518.3491231817154,534.3149813701474
167,"[0.1050327399339575, 0.9210632290073352, 0.34556100177459387, 3.5777690262838147]",[3.67471753e-02 2.54699136e-01 1.60748348e-03 2.47041505e+00],[0.67901392 0.48608984 0.50725481 0.10435382],[8.75613639e-01 1.17850243e-01 6.17672618e-03 3.59392017e-04],[],[],276.54461648352367,561.0892329670473,577.0550911554793
168,"[1.996770977620385, 0.7727768008265706, 0.4207068411499113, 3.410923110460522]",[1.69813266 0.05972241 0.7572798  2.11271025],[0.61116491 0.25656749 0.53374204 0.10277771],[0.60935061 0.00986402 0.31833401 0.06245136],[],[],187.07461304380396,382.14922608760793,398.11508427603985
169,"[1.3313609569354017, 0.397742640460976, 0.5261612322953244, 0.003936442826209031]",[0.7974836  0.26007854 0.37169433 3.9999    ],[0.51566291 0.50323811 0.78184725 0.06125653],[3.13869559e-01 6.31466313e-02 6.22965698e-01 1.81115236e-05],[],[],261.9464946590027,531.8929893180054,547.8588475064374
170,"[4.103957443773847, 0.9386822379966647, 0.8042314585007521, 3.7208923738125512]",[1.71056434 0.03170697 0.99936811 3.9999    ],[0.6436652  0.54832841 0.7504054  0.50211743],[0.57647341 0.00723139 0.41301364 0.00328156],[],[],194.02962748972004,396.0592549794401,412.025113167872
171,"[3.070771732120454, 0.11762884190340563, 0.2117286733221133, 3.1985177997313246]",[6.03209373e-01 3.53030366e-01 9.99900000e-01 1.96892350e-04],[0.42505665 0.66908628 0.83606733 0.57842551],[0.10509256 0.56565142 0.04972221 0.27953382],[],[],269.13892198621875,546.2778439724375,562.2437021608695
172,"[0.0831023121330457, 0.5015234347640484, 0.8110205038446887, 0.5899707068801634]",[9.05856328e-01 2.90926859e-01 1.00000000e-04 8.18530160e-01],[0.52091965 0.38763128 0.71469986 0.35017344],[0.7427094  0.16488827 0.09106356 0.00133876],[],[],245.80473032556026,499.6094606511205,515.5753188395524
173,"[1.6927648782935552, 0.8800129839259151, 0.13325434943742115, 0.7757275869043084]",[2.10777653e+00 1.04113555e-03 9.99900000e-01 2.71665525e+00],[0.30774305 0.2938679  0.29626848 0.29516097],[0.49032104 0.14951207 0.16344146 0.19672543],[],[],264.68774905790127,537.3754981158025,553.3413563042345
174,"[1.4915873490342335, 0.966581082680322, 0.5878340188772, 2.0389960994979104]",[1.23524936 0.04903408 0.95231526 1.62024102],[0.92086921 0.40881157 0.79156573 0.93168939],[3.14107905e-01 2.48295908e-01 4.37200608e-01 3.95579208e-04],[],[],237.21609642515605,482.4321928503121,498.39805103874403
175,"[0.42850447549329124, 0.4552163306613011, 0.5179425084853825, 1.5087973382889013]",[0.42982387 0.9999     0.89150631 1.54909424],[-0.36976857  0.38277706  0.3031493   0.37320887],[9.9990001e-21 1.0000000e+00 9.9990001e-33 9.9990001e-33],[],[],267.94529776527554,543.8905955305511,559.8564537189831
176,"[3.8632820261799434, 0.10321974644767068, 0.4645745961512633, 2.9440847932552217]",[1.55356916 0.03757738 0.26014937 0.00828723],[0.61277862 0.39272179 0.70032    0.34474515],[0.54160431 0.098219   0.34164714 0.01852955],[],[],224.89698401967377,457.79396803934753,473.75982622777946
177,"[4.779895230141531, 0.004791910108564783, 0.5978139782673154, 2.233418807332029]",[1.8926182  0.06017465 0.91625563 3.9999    ],[0.53852954 0.69451189 0.71018766 0.7461492 ],[5.28332637e-01 8.77592661e-05 4.71491844e-01 8.77592661e-05],[],[],144.0089966012211,296.0179932024422,311.9838513908741
