participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,best_weight,best_obj_weight,best_nll,AIC,BIC
354,"[0.9908688515227445, 0.28791436607451515, 0.4873111186492235, 1.5593936839034723]",[2.55744669e+00 3.90141100e-03 9.99888901e-01 3.99990000e+00],[0.71202354 0.74668931 0.73321209 0.74668931],[0.39884726 0.01661544 0.56792186 0.01661544],[],[],105.39999594362924,218.79999188725847,234.7658500756904
355,"[1.1806444776414362, 0.02065817595967294, 0.18079547483719896, 1.8132214172468786]",[1.51097754e+00 9.70599874e-04 9.99900000e-01 3.20889921e+00],[0.72332617 0.71073865 0.72758137 0.70758052],[0.32771791 0.12009897 0.46996822 0.0822149 ],[],[],270.8824907731452,549.7649815462904,565.7308397347224
356,"[3.7225373230374665, 0.0468707932228436, 0.9486758759964685, 2.8535173698378786]",[4.05234082e+00 1.00000000e-04 9.87887287e-01 1.26759804e+00],[-0.1346534  -0.13765303 -0.13756952 -0.13629595],[0.40696185 0.12406693 0.08832665 0.38064457],[],[],248.34705006097744,504.6941001219549,520.6599583103869
357,"[1.0275377842773954, 0.7052868139187045, 0.13249329635640453, 3.416270543939538]",[1.38280588 0.00754117 0.9999     2.77817259],[0.67560291 0.65312388 0.67146166 0.55233655],[0.53066376 0.02777313 0.1226303  0.3189328 ],[],[],220.2051296969178,448.4102593938356,464.3761175822675
358,"[0.4779781015914024, 0.5880864358558738, 0.4464895824629607, 0.35038338566273186]",[1.63147567 0.02045754 0.80487118 0.08787581],[0.78076267 0.64334835 0.68923174 0.70145442],[0.5299779  0.02351846 0.42378396 0.02271969],[],[],218.2386871046957,444.4773742093914,460.44323239782335
359,"[4.570319607426973, 0.664888890006794, 0.03870873281452978, 0.34335389311329545]",[1.00701473e+00 1.71311430e-01 6.73602710e-01 1.00000000e-04],[0.68333448 0.15649105 0.87520567 0.1370589 ],[6.16788282e-01 4.78087163e-06 3.83176489e-01 3.04477784e-05],[],[],252.023300345234,512.046600690468,528.0124588788999
360,"[2.112118967159837, 0.7488019409258917, 0.04001323345102312, 0.7768785018957792]",[1.52614942e+00 2.03974830e-01 1.00350350e-01 1.00000000e-04],[0.60938645 0.33412783 0.85930768 0.09396742],[2.92115327e-03 2.21149235e-01 7.75929612e-01 4.31355602e-13],[],[],180.40428250324965,368.8085650064993,384.7744231949312
361,"[0.3972636461406307, 0.650383168011857, 0.3640996882462742, 3.3888401537420356]",[1.26856502 0.31142355 0.21695895 3.38573394],[0.34667465 0.11427197 0.67907388 0.13619541],[3.48763744e-01 5.45175038e-06 6.51112941e-01 1.17862847e-04],[],[],220.28489371968817,448.56978743937634,464.53564562780826
362,"[2.084323142907104, 0.07621701051343056, 0.27117574693075475, 0.436435627837473]",[3.46637304e+00 1.00000000e-04 6.76344449e-02 1.00000000e-04],[0.31577558 0.31486877 0.31624833 0.31442007],[0.27291009 0.227113   0.34108466 0.15889225],[],[],274.2297960453175,556.459592090635,572.425450279067
363,"[3.909462473140457, 0.3389656218578146, 0.15004168320598735, 0.4980311381462323]",[8.84807280e-01 4.42247515e-02 9.99900000e-01 1.00000000e-04],[0.58612876 0.54903934 0.82813418 0.45350853],[0.32423476 0.12040496 0.40917164 0.14618863],[],[],256.6932242089322,521.3864484178644,537.3523066062963
364,"[4.0305238951107505, 0.3970804561539052, 0.910179170550771, 1.3328892183537384]",[2.28036667 0.00449903 0.49558346 0.3240952 ],[0.39977316 0.36093849 0.44559867 0.35822671],[0.30062875 0.16338775 0.51619251 0.01979098],[],[],221.92015245204072,451.84030490408145,467.8061630925134
365,"[2.2017392014534662, 0.35209967609601805, 0.39907045642181843, 2.9947771020569505]",[4.8923062  0.07731211 0.84054957 3.9999    ],[1.36220088 0.43296582 0.83897932 1.36220088],[4.55338875e-05 1.14113971e-02 9.88497535e-01 4.55338875e-05],[],[],90.79466213411378,189.58932426822756,205.55518245665948
366,"[0.3047410707354394, 0.8664287965860791, 0.30572467343482085, 3.8970836446267527]",[0.87953697 0.04446039 0.9832738  3.44668639],[0.84390879 0.40828149 0.76567253 0.53222472],[0.37645217 0.01849638 0.31376649 0.29128496],[],[],268.34615015127923,544.6923003025585,560.6581584909904
367,"[2.1838969412167386, 0.7365970309340731, 0.05925377782867786, 1.358403936532357]",[1.95666774 0.10115497 0.99347544 3.77258279],[0.71833994 0.77266127 0.77266127 0.05117483],[9.12834813e-01 7.29419366e-07 7.29419366e-07 8.71637278e-02],[],[],113.72323895384316,235.44647790768633,251.41233609611825
368,"[0.045378709362294725, 0.3120778171340382, 0.44392465514961177, 1.1115981860179047]",[0.88241679 0.57788686 0.9999     1.10095986],[0.47275781 0.01655647 0.34828332 0.60949882],[3.33249438e-01 1.27167180e-25 6.66075356e-01 6.75205309e-04],[],[],244.71269114314157,497.42538228628314,513.3912404747151
369,"[3.551264480044847, 0.9563570086432855, 0.9504733586219706, 2.529456973182254]",[1.27872573 0.11104119 0.77626869 3.9999    ],[0.77029849 0.40886334 0.72178327 0.36404671],[3.35563479e-01 1.88791585e-03 6.62535415e-01 1.31900181e-05],[],[],233.82792142072717,475.65584284145433,491.62170102988625
370,"[1.5437098477057585, 0.3467561898796555, 0.8065269158102139, 0.09056560229413987]",[2.51912886e+00 7.64776069e-04 5.83992279e-01 1.00000000e-04],[0.62927784 0.62575203 0.62517509 0.6255013 ],[0.52821072 0.03382143 0.42121239 0.01675547],[],[],163.92738127843532,335.85476255687064,351.82062074530256
371,"[3.3123907919018287, 0.5179564439680677, 0.012544863603649292, 0.4787144145489555]",[1.34527401 0.30459611 0.7287199  3.9999    ],[0.85561096 0.12179812 0.91724736 0.13706997],[7.54673737e-04 1.22835138e-01 8.76410168e-01 2.00604729e-08],[],[],182.97370209064542,373.94740418129084,389.91326236972276
372,"[0.2385814610414139, 0.39901404742263147, 0.5807274673387526, 1.2146609715683485]",[0.78250662 0.05450868 0.07130311 1.24813441],[0.73373877 0.89723893 0.84243628 0.53252341],[5.24846219e-01 2.11035921e-04 4.70127114e-01 4.81563054e-03],[],[],270.04365115967954,548.0873023193591,564.0531605077911
373,"[1.3943190615507313, 0.41676319153237185, 0.7643045314701565, 0.6153329599450016]",[1.64078825 0.05724421 0.9999     0.63942683],[0.64219116 0.9674949  0.83638213 1.07438726],[5.85670745e-01 1.58154625e-04 4.14012946e-01 1.58154625e-04],[],[],201.8313055486384,411.6626110972768,427.6284692857087
374,"[0.5542342922569764, 0.533895277204935, 0.17065038036672295, 0.9979118028522931]",[1.2564776  0.10952436 0.9999     0.89396327],[0.35263782 0.33378586 0.35263782 0.28187483],[2.24088958e-07 5.50135014e-01 2.24088958e-07 4.49864538e-01],[],[],219.37588758795295,446.7517751759059,462.7176333643378
375,"[2.0889436851584664, 0.7652424361793013, 0.47808499209698313, 0.4039546428735751]",[1.74920854e+00 6.63750527e-04 9.99900000e-01 3.20022394e+00],[0.27754123 0.27392648 0.28305379 0.26969872],[0.3210203  0.20040995 0.39998037 0.07858938],[],[],271.71262489916467,551.4252497983293,567.3911079867613
376,"[3.092127390432569, 0.8923819835661567, 0.875971638402803, 0.8841311598583805]",[0.64369642 0.95584257 0.9999     0.85157421],[ 0.02693365  0.6851081   0.61809251 -0.12350817],[3.13543812e-10 4.22900158e-02 9.57709984e-01 4.53201672e-21],[],[],254.25445940929205,516.5089188185841,532.4747770070161
377,"[3.114413598463668, 0.7976055035529295, 0.8005436033893129, 1.689641352227255]",[8.31194875e-01 3.89712446e-01 2.32139982e-04 3.99990000e+00],[0.63598957 0.39413189 0.97512954 0.43240825],[3.39816040e-01 4.37181306e-02 6.16465829e-01 5.86077706e-12],[],[],257.3645568888824,522.7291137777648,538.6949719661968
378,"[3.951448484599134, 0.04524286331757974, 0.28214299840171836, 0.5376587030893172]",[1.32333398e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.68028944 0.67886489 0.68142804 0.67981667],[0.03834578 0.26928143 0.6540347  0.03833809],[],[],232.67822335628665,473.3564467125733,489.3223049010052
379,"[1.3518728775732527, 0.13082981394583656, 0.3723935858411148, 3.2894349763926]",[0.84783602 0.09740356 0.9999     2.16621157],[0.86512199 0.57751954 0.86448203 0.38193533],[0.30889169 0.30230914 0.28198536 0.10681381],[],[],265.0631691821087,538.1263383642174,554.0921965526494
380,"[4.653164120895528, 0.09736123336849951, 0.7303116234502841, 3.9280734605728416]",[2.42565221e+00 4.15535795e-04 9.99900000e-01 2.66511516e+00],[1.13079692 1.13413075 1.13219833 1.13625897],[0.21040564 0.10496808 0.47226864 0.21235763],[],[],263.40024268757617,534.8004853751523,550.7663435635843
381,"[4.784625861278346, 0.12810582236600887, 0.4566754662309662, 3.876053941365372]",[1.05914022e+00 2.23194533e-01 3.06148730e-02 1.00000000e-04],[0.45517273 0.03191102 0.99217849 0.27386358],[0.44583675 0.03854301 0.16326198 0.35235826],[],[],249.27359258317261,506.54718516634523,522.5130433547772
382,"[2.9565573271127668, 0.6845057879502, 0.0780440136406768, 0.9477233103117665]",[1.44086495 0.12991497 0.9999     0.09626972],[0.85794115 0.89250233 0.79438267 0.89250233],[4.04869073e-01 1.90722755e-08 5.95130889e-01 1.90722755e-08],[],[],182.5452920924372,373.0905841848744,389.0564423733063
383,"[4.137731062232188, 0.5403874877471401, 0.18478647555556993, 2.6968384985377463]",[1.49163446 0.06068597 0.9999     0.3929258 ],[0.60196048 0.20489332 0.8529888  0.25766796],[0.36201563 0.04963372 0.54342379 0.04492685],[],[],184.7168424354673,377.4336848709346,393.3995430593665
384,"[2.2246367055089795, 0.04430624314499147, 0.024390441656154005, 0.5940800022788232]",[3.77374573e+00 1.00000000e-04 4.38836618e-01 1.00000000e-04],[0.55292275 0.55251699 0.55329056 0.55217655],[0.430942   0.06135777 0.36955383 0.13814641],[],[],196.86525356521233,401.73050713042466,417.6963653188566
385,"[0.5504215563657098, 0.2767226731227479, 0.22038515113787469, 2.69175928697636]",[1.59957205 0.00961967 0.9999     2.59189131],[0.54684369 0.47574833 0.61151292 0.47542917],[0.42849441 0.04406763 0.5051353  0.02230265],[],[],230.05646025468366,468.1129205093673,484.07877869779924
386,"[2.133643798246883, 0.19811004969746693, 0.8805900513718214, 0.8045886702382059]",[9.71169301e-01 5.94254952e-02 9.99900000e-01 1.00000000e-04],[0.53698837 0.33952788 0.291654   0.25985148],[0.24098543 0.26126999 0.08098153 0.41676305],[],[],261.3723925925248,530.7447851850496,546.7106433734816
387,"[4.708947120838533, 0.6588087251051715, 0.3659775018390864, 1.875103342290034]",[1.31158595 0.27132766 0.0028464  0.01123572],[ 0.82086848  0.1583873   0.56050541 -0.12094034],[4.36133463e-01 1.51519432e-03 5.62351343e-01 6.24822088e-13],[],[],216.3814152805483,440.7628305610966,456.72868874952854
388,"[3.6576219981378904, 0.8879224979596022, 0.2744803107847174, 1.8150279680335275]",[2.04608817e-01 1.12008596e-01 1.00000000e-04 3.87878151e+00],[0.73758971 0.40977028 0.61666202 0.2648807 ],[6.23534323e-01 1.37370128e-01 2.39003143e-01 9.24056210e-05],[],[],276.2908751461255,560.581750292251,576.5476084806829
389,"[3.081167006594434, 0.03818957308898739, 0.4343099530952719, 3.753895853461514]",[1.32001373e+00 1.40565664e-01 9.99900000e-01 1.00000000e-04],[0.66898979 0.16828631 0.69517767 0.01491783],[4.57950690e-01 1.65040950e-04 5.41884175e-01 9.41311951e-08],[],[],199.70838863339264,407.4167772667853,423.3826354552172
390,"[0.10023717030816857, 0.702159779492077, 0.43762472051569473, 3.459899346624426]",[1.32842159 0.02308324 0.97943863 3.38284342],[0.77572917 0.89790729 0.79771143 0.9003492 ],[0.47766317 0.00470481 0.51292721 0.00470481],[],[],244.17669801373117,496.35339602746234,512.3192542158943
391,"[3.189130270725696, 0.3558296038441974, 0.5090368601431536, 2.417998278316641]",[0.63452075 0.03055868 0.99088511 3.82452112],[0.88928963 0.65763983 0.92188404 0.79388212],[0.19106585 0.29500772 0.50939679 0.00452964],[],[],271.47217408559874,550.9443481711975,566.9102063596295
392,"[3.07171382051428, 0.5486157364356675, 0.14072279342881933, 2.211499195105625]",[2.96109826e+00 1.00000000e-04 1.90470200e-01 1.00000000e-04],[0.02474497 0.02532529 0.02474798 0.02535515],[0.13963839 0.37651565 0.12906195 0.35478401],[],[],266.3017231779467,540.6034463558934,556.5693045443254
393,"[3.163957985864025, 0.9603794565180426, 0.2584327580693374, 3.8287392558269877]",[1.0000e-04 1.0000e-04 1.0000e-04 3.9999e+00],[0.37655512 0.37501948 0.3772617  0.37479987],[0.35724694 0.10694722 0.41696433 0.11884152],[],[],276.5657265092068,561.1314530184136,577.0973112068456
394,"[0.2543958645363971, 0.9156448917522658, 0.855677885996526, 0.13852027572820974]",[2.28531336 0.16602235 0.93689555 3.9999    ],[ 0.84170284  0.04272969  0.67823713 -0.02284436],[6.91246993e-01 9.02153186e-11 3.08753007e-01 9.02153186e-11],[],[],64.01346999960616,136.02693999921232,151.99279818764424
395,"[4.753466926102299, 0.03171294098726454, 0.5578192192138913, 3.016014673113581]",[2.60600100e+00 1.32819703e-03 8.52675893e-01 1.00000000e-04],[0.27456205 0.24574776 0.28417753 0.24203314],[0.42673696 0.06906591 0.49587564 0.00832149],[],[],99.91760787481267,207.83521574962535,223.80107393805727
396,"[1.5268174422808434, 0.11291186276792449, 0.8744471952881416, 3.5760183066252025]",[8.50791036e-01 9.94563866e-02 9.99900000e-01 1.00000000e-04],[0.52302591 0.57185607 0.66076552 0.24441488],[0.26848816 0.31981063 0.21888679 0.19281441],[],[],269.41342440370613,546.8268488074123,562.7927069958442
397,"[3.6090022942551796, 0.9191823597536526, 0.559834057883434, 2.2027120765793424]",[1.61210503e+00 2.78318066e-01 1.00000000e-04 3.99990000e+00],[ 0.48739941  0.30892754  0.78611654 -0.01452855],[1.67169382e-01 5.01713843e-18 8.32830618e-01 5.01713843e-18],[],[],164.09530391054994,336.1906078210999,352.1564660095318
398,"[3.5626229668215683, 0.9452177755447383, 0.42557273761247544, 1.5958736814826346]",[1.5452885  0.0886079  0.99976791 3.99590057],[0.74341831 0.20435493 0.73101622 0.05298024],[5.21876418e-01 7.84087473e-04 4.77196294e-01 1.43200029e-04],[],[],191.35523944529777,390.71047889059554,406.67633707902746
399,"[1.2558856978724866, 0.550517919143845, 0.886456076609287, 3.5199811389433737]",[1.62944630e+00 1.36138985e-03 9.99900000e-01 3.02145311e+00],[0.4146337  0.40532347 0.41899103 0.40157307],[0.30226335 0.19993459 0.32927267 0.16852939],[],[],266.353982651542,540.707965303084,556.673823491516
400,"[4.7698620598875605, 0.10742873930492383, 0.3408860195996347, 0.462753058675528]",[4.99990000e+00 3.81143166e-04 2.01638121e-01 1.00000000e-04],[0.55242593 0.54789324 0.554711   0.5481438 ],[0.39115903 0.07175809 0.47944012 0.05764276],[],[],199.87930808975102,407.75861617950204,423.72447436793396
401,"[0.11942841867910946, 0.7598857416206812, 0.7342831189596652, 2.1718043488868948]",[1.31655194e+00 1.19533229e-03 9.99900000e-01 2.82035471e+00],[0.67123133 0.66440961 0.677547   0.65928077],[0.35433755 0.09293469 0.4073814  0.14534636],[],[],273.16400078123894,554.3280015624779,570.2938597509099
402,"[2.840043121468669, 0.11182366737492193, 0.7224872980023437, 0.1115623171126091]",[3.30792973 0.0065333  0.99517097 3.9999    ],[0.16639612 0.17056419 0.11584033 0.12582165],[0.21779579 0.36943864 0.07318465 0.33958091],[],[],207.73616793155068,423.47233586310136,439.4381940515333
403,"[2.979490546632425, 0.5093596134429368, 0.32415195469606695, 3.352492479541765]",[4.99990000e+00 1.03672329e-04 9.99900000e-01 3.27738232e+00],[0.38145797 0.38049318 0.38219238 0.38023934],[0.34569613 0.13571918 0.40773217 0.11085253],[],[],264.70251254188537,537.4050250837707,553.3708832722027
404,"[2.221272984693011, 0.05766421176311397, 0.4595574274364185, 3.65495638443534]",[0.9508093  0.00993083 0.99523875 3.11832673],[0.42822546 0.33052697 0.40629945 0.30283111],[0.35510288 0.16839347 0.30256993 0.17393372],[],[],272.9507941856918,553.9015883713836,569.8674465598156
405,"[3.6804044755220127, 0.37739246192371556, 0.8913802575931927, 0.575974327139388]",[1.69234673e+00 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.76906072 0.76898176 0.76977554 0.76917637],[0.25026852 0.09612849 0.63449162 0.01911136],[],[],169.89011004803353,347.78022009606707,363.746078284499
406,"[1.6085029002197406, 0.5075338974538193, 0.14592504072742737, 0.4771250907988824]",[2.32062691e+00 1.46892637e-04 9.99900000e-01 2.08640352e+00],[0.91148975 0.91042864 0.91195639 0.91239284],[0.07095912 0.21392578 0.67965118 0.03546392],[],[],252.32766984086717,512.6553396817344,528.6211978701663
407,"[4.416796757247157, 0.4142077781363882, 0.7764284505031535, 2.098078375341254]",[3.79362211 0.01272283 0.82562885 1.39829668],[0.581595   0.43137292 0.61778059 0.43693109],[0.49382076 0.00468828 0.49680269 0.00468828],[],[],93.78795997542527,195.57591995085053,211.54177813928246
408,"[3.2637029647133287, 0.6524363513670516, 0.35870385984476594, 1.2583864511197487]",[4.85792466e+00 1.56716362e-04 9.87838508e-01 4.75037767e-01],[-0.07530294 -0.07030853 -0.07530294 -0.07120388],[0.00953212 0.50004557 0.00953212 0.48089019],[],[],55.182641473606324,118.36528294721265,134.33114113564457
409,"[1.0336660796124237, 0.3045136548740958, 0.07243969252373637, 3.0273892940331764]",[1.21119264 0.04872317 0.99917729 2.86044996],[0.72823933 0.64379136 0.71445242 0.53567921],[0.46708361 0.0270058  0.50536219 0.0005484 ],[],[],243.7608847392618,495.5217694785236,511.4876276669555
410,"[2.537035250553478, 0.2378323843318277, 0.34962370511009916, 2.709558574247438]",[1.46053288 0.0425445  0.9999     2.09088054],[0.70389255 0.62726977 0.76092983 0.49045873],[3.95502873e-01 4.25884476e-03 5.99864472e-01 3.73810819e-04],[],[],214.97806474403342,437.95612948806684,453.92198767649876
411,"[0.09573272593663194, 0.4264988450064408, 0.5979916920946939, 1.9900048954023373]",[1.27158441 0.0407365  0.9999     1.72637103],[0.5129971  0.21615947 0.68746472 0.11454228],[0.41815101 0.0952217  0.28737698 0.1992503 ],[],[],215.35533536962237,438.71067073924473,454.67652892767666
412,"[2.518313055116336, 0.34474980197513333, 0.9247942543941597, 2.607112080522866]",[1.64825214e+00 2.27333329e-04 9.99900000e-01 2.15342996e+00],[0.01237473 0.01078653 0.01398025 0.00905358],[0.28859179 0.2402182  0.32701236 0.14417765],[],[],254.39374008363802,516.787480167276,532.753338355708
413,"[2.9026228745461, 0.1265083730327102, 0.22354420080068724, 2.2733209501367555]",[1.37154665e+00 1.95790720e-03 9.99900000e-01 1.00000000e-04],[0.43824327 0.40957341 0.44852994 0.41209952],[0.42598409 0.04164415 0.4590259  0.07334586],[],[],248.3677341595264,504.7354683190528,520.7013265074847
414,"[2.0040715052923934, 0.25559653743383776, 0.36812114842873206, 3.5375869219316085]",[0.09327676 0.00856365 0.9999     1.598114  ],[0.99678675 0.97156546 0.9891401  0.92751518],[0.57790805 0.11012883 0.24487995 0.06708318],[],[],276.5455453169111,561.0910906338222,577.0569488222542
415,"[1.9735970775916765, 0.2501465863904025, 0.9607459437914926, 3.15851384270494]",[8.56713617e-01 1.19441663e-01 1.00000000e-04 3.99990000e+00],[0.7576558  0.23981127 0.61324064 0.21798455],[0.33892395 0.02009431 0.39776797 0.24321378],[],[],263.360702364556,534.721404729112,550.687262917544
416,"[4.083279438592698, 0.40852112368152416, 0.8629552206158051, 0.08736533576979895]",[2.71315311e+00 3.39936982e-03 1.02833589e-01 1.00000000e-04],[0.54980267 0.53020799 0.55398856 0.51742744],[0.32528556 0.24088147 0.37963792 0.05419504],[],[],259.92199873618637,527.8439974723727,543.8098556608047
417,"[3.3932996331642276, 0.13044478767126683, 0.5842342901107085, 0.9063045969782801]",[2.95389194e+00 1.00000000e-04 8.97357066e-01 1.01604894e+00],[-0.08460449 -0.08425193 -0.08376452 -0.08479519],[0.17262293 0.33646616 0.22705408 0.26385683],[],[],260.32046803321623,528.6409360664325,544.6067942548644
418,"[4.799503139309076, 0.29659054288362746, 0.3191629210187574, 1.8088479351074682]",[1.22104554e+00 1.00000000e-04 9.99900000e-01 3.17607496e+00],[0.32313533 0.32249696 0.32317489 0.32225546],[0.25909966 0.24706224 0.24659403 0.24724407],[],[],275.7161014644351,559.4322029288702,575.3980611173022
419,"[0.32255128946678074, 0.056482039478506794, 0.5910306125547238, 1.8513785868421138]",[2.13929583e+00 4.70479997e-01 1.00000000e-04 1.00000000e-04],[0.1839805  0.02591605 0.53692268 0.16438728],[1.06515531e-32 5.12042719e-02 9.48795728e-01 1.06515531e-32],[],[],110.4739846794477,228.9479693588954,244.91382754732732
420,"[2.015100361666235, 0.6995543044578425, 0.4410292744699803, 3.402987050733457]",[1.71706372e+00 2.50188412e-04 9.99900000e-01 1.92474837e+00],[0.48205415 0.47960623 0.48433792 0.48027453],[0.1453834  0.25790223 0.4841938  0.11252058],[],[],216.76634102338986,441.5326820467797,457.49854023521164
421,"[1.8465883790524664, 0.0608547513779015, 0.45013441240249014, 2.011934900641628]",[7.09712399e-01 7.55400081e-02 9.99900000e-01 1.00000000e-04],[0.71374278 0.31288921 0.60100514 0.30437577],[0.28564447 0.19022773 0.30484415 0.21928365],[],[],272.4415672053308,552.8831344106616,568.8489925990935
422,"[1.6273940784291585, 0.0709099651822191, 0.051906799198103176, 1.3710007930848709]",[0.11334137 0.04607815 0.9999     0.07417088],[0.59209381 0.33639947 0.68891517 0.3231569 ],[0.35303504 0.1367418  0.24806413 0.26215903],[],[],276.5340154212063,561.0680308424126,577.0338890308445
423,"[4.258690704955468, 0.06484422260841659, 0.5721270804462687, 2.5649263464321685]",[1.78204082 0.00930085 0.99779492 3.61502753],[0.11538497 0.12976419 0.14880153 0.10191231],[0.14536924 0.33865333 0.25284086 0.26313657],[],[],257.77192643711066,523.5438528742213,539.5097110626533
424,"[2.080736914661866, 0.10278795280258848, 0.486111916713097, 2.175781382592604]",[9.88894134e-01 1.00000000e-04 9.99900000e-01 1.00000000e-04],[0.32271409 0.32247871 0.32415116 0.3222377 ],[0.17667617 0.31755822 0.43507275 0.07069285],[],[],260.39223511724,528.78447023448,544.7503284229119
425,"[3.4350031520465185, 0.9701894697458007, 0.0012759950805394226, 3.4360816230645774]",[1.01451901 0.08044431 0.93640719 3.80580474],[0.63942703 0.43975804 0.80597319 0.36417553],[0.58765721 0.05073629 0.26078347 0.10082303],[],[],256.2767351765496,520.5534703530992,536.5193285415312
426,"[2.525694172555097, 0.18948220384535694, 0.5965986425039699, 3.050310647580898]",[1.63630159e+00 4.23182192e-02 1.00000000e-04 3.99990000e+00],[0.83526564 0.67541788 0.80747555 0.68293338],[0.31977746 0.13198815 0.37536861 0.17286577],[],[],227.56339350924765,463.1267870184953,479.0926452069272
427,"[2.392787559151395, 0.3654410387076513, 0.442048237681592, 0.38707168935726644]",[1.16194183e+00 1.40465849e-04 9.99842045e-01 1.12842220e+00],[0.395613   0.39400683 0.3963999  0.39380659],[0.44471515 0.08619156 0.45684437 0.01224892],[],[],259.2996149375752,526.5992298751504,542.5650880635824
428,"[1.592296594501484, 0.6514453398490219, 0.7354421237052815, 0.3355302198869381]",[4.99990000e+00 4.59100107e-04 9.87037196e-01 1.64677583e+00],[0.74009584 0.72751066 0.74009584 0.72743822],[0.06494051 0.33271229 0.06494051 0.5374067 ],[],[],221.49176942773477,450.98353885546953,466.94939704390146
429,"[2.3593431586134868, 0.1645217430039038, 0.5967093669545186, 1.6547655281856157]",[4.99990000e+00 6.16147098e-04 1.00000000e-04 3.99988034e+00],[-0.06720732 -0.08372958 -0.06441382 -0.08656932],[0.38415715 0.12816332 0.4276938  0.05998573],[],[],199.86837334493143,407.73674668986285,423.7026048782948
430,"[2.0967088687108437, 0.2989603536907311, 0.2896843954621011, 2.289328815150806]",[0.97243879 0.01809145 0.46754139 0.00130799],[0.87113677 0.81043352 0.97022409 0.70033551],[0.58996607 0.05130623 0.27107888 0.08764881],[],[],263.29360177803807,534.5872035560761,550.5530617445081
431,"[2.092019977033196, 0.2680315943367594, 0.8792932757474077, 2.336749881179539]",[3.78451740e+00 1.00000000e-04 1.00000000e-04 3.99988525e+00],[1.15958105 1.15850925 1.15952176 1.1580412 ],[0.50044992 0.05526633 0.33362938 0.11065438],[],[],276.3006535019681,560.6013070039362,576.5671651923682
432,"[4.525078022114338, 0.04630835268073391, 0.7342646978181497, 1.1534617134812652]",[2.21775144 0.02626976 0.99828802 3.84314531],[0.41005402 0.40286767 0.67466708 0.41005402],[0.00182148 0.38973455 0.6066225  0.00182148],[],[],104.57934954788668,217.15869909577336,233.12455728420528
433,"[2.3455975468074497, 0.1527802014347125, 0.44355637289999816, 3.753712678658307]",[1.08815762e+00 9.84341241e-04 9.99900000e-01 1.60802218e+00],[0.46758659 0.45807732 0.4760103  0.46190935],[0.22164623 0.20878504 0.49272407 0.07684466],[],[],262.38801595670935,532.7760319134187,548.7418901018507
434,"[0.5376659559696693, 0.983401299416007, 0.5664796793673513, 1.8179407669668357]",[3.04857269 0.02261528 0.68085469 3.1966232 ],[0.6960665  0.58401991 0.77721614 0.60690981],[0.41796352 0.01685813 0.56239461 0.00278375],[],[],114.92954847827367,237.85909695654735,253.82495514497927
435,"[3.7944904740187324, 0.06332906584570493, 0.5963035263997812, 3.666162717573126]",[4.99990000e+00 1.00000000e-04 1.09832599e-01 1.00000000e-04],[0.11958005 0.11810576 0.1195902  0.11856221],[0.29699459 0.1781883  0.27742276 0.24739436],[],[],265.1705378504049,538.3410757008098,554.3069338892418
436,"[0.5264775206098701, 0.9546181166245999, 0.6005261436352871, 0.8777882439156433]",[1.19155616e+00 3.14710141e-02 1.00000000e-04 3.99990000e+00],[0.68189235 0.61251325 0.88112894 0.59321661],[0.16866709 0.05697244 0.66896455 0.10539593],[],[],265.30019328307293,538.6003865661459,554.5662447545778
437,"[4.683710812564004, 0.6681215964877575, 0.4710879228587573, 0.5741550492960642]",[1.20065335e+00 7.03555212e-02 9.99900000e-01 1.00000000e-04],[0.52402834 0.24448448 0.5852544  0.24568923],[0.51091897 0.00463108 0.48364359 0.00080635],[],[],240.87933392217263,489.75866784434527,505.7245260327772
438,"[3.4228373653083204, 0.12190381415164922, 0.2603425009169935, 2.408215028345053]",[4.43580617e+00 6.28471314e-04 1.14109778e-01 1.00000000e-04],[0.54304366 0.53927025 0.54806929 0.54227374],[0.37115096 0.05434085 0.42558635 0.14892184],[],[],237.96286580733474,483.9257316146695,499.8915898031014
439,"[4.420330528776286, 0.8337615735878356, 0.15344944672166524, 1.5313742914005701]",[2.96333627e+00 1.00000000e-04 9.76539541e-01 1.63306167e+00],[0.62197476 0.62081438 0.62275318 0.62197476],[0.01685857 0.35593827 0.61034458 0.01685857],[],[],213.8473042138617,435.6946084277234,451.6604666161553
440,"[3.929348957998294, 0.3275330156751379, 0.7252927749445889, 1.4233406343042498]",[1.28427528 0.0133709  0.9999     2.71199475],[ 0.03281306  0.09140451 -0.00377558  0.1194012 ],[0.11763475 0.40201592 0.0797091  0.40064022],[],[],246.73072828251887,501.46145656503774,517.4273147534697
441,"[4.801946162955547, 0.09709025556376576, 0.9323983399769371, 1.2452915945286591]",[2.94013698e+00 2.36187931e-04 9.99900000e-01 2.12973417e+00],[0.43683289 0.43407958 0.43704658 0.43321777],[0.45045301 0.04943595 0.41298639 0.08712464],[],[],195.70438724226955,399.4087744845391,415.374632672971
442,"[1.1511051728827957, 0.031516440118833415, 0.10915713206190325, 2.893821772420888]",[1.20245800e+00 2.65691496e-02 9.99900000e-01 1.00000000e-04],[0.44204932 0.18230921 0.33265212 0.20319568],[0.35020619 0.14284375 0.20761568 0.29933438],[],[],262.87820353395574,533.7564070679115,549.7222652563435
