Subnum,AB,CD,CA,CB,AD,BD
45,0.5,0.6,0.4,0.65,0.7,0.7
46,0.55,0.425,0.4,0.75,0.7,0.05
47,0.65,0.925,0.55,0.55,0.5,0.55
48,0.4875,0.9,1.0,0.9,1.0,0.9
49,0.8125,0.05,0.0,0.0,1.0,1.0
50,0.3375,0.5,0.7,0.55,0.4,0.7
51,0.625,0.35,0.6,0.25,0.45,0.4
52,0.7375,0.425,0.45,0.3,0.5,0.65
53,0.3375,0.875,0.5,0.55,0.55,0.55
54,0.175,0.275,0.2,0.1,0.85,0.75
55,0.5,0.5,0.05,0.95,0.8,0.0
56,0.425,0.55,0.85,0.6,0.25,0.15
57,0.575,0.625,0.15,0.2,0.5,0.55
58,0.45,0.675,0.25,0.5,0.95,0.9
59,0.9875,0.95,0.0,0.05,1.0,0.7
60,0.75,0.625,0.25,0.65,0.9,0.25
61,0.2625,0.825,1.0,0.8,0.15,0.1
62,0.675,0.625,0.05,0.15,1.0,1.0
63,0.7875,0.625,0.05,0.0,1.0,1.0
64,0.5,0.675,0.15,0.7,0.85,0.2
65,0.575,0.75,1.0,1.0,0.15,0.0
66,0.525,0.4,0.2,0.85,0.85,0.65
67,0.675,0.325,0.85,0.8,0.0,0.0
68,0.5625,0.375,0.15,0.55,0.5,0.5
69,0.9,0.875,0.05,0.05,1.0,1.0
70,0.975,0.95,1.0,1.0,0.0,0.0
71,0.4125,0.175,0.35,0.15,0.5,0.7
72,0.6625,0.7,0.1,0.85,1.0,0.85
73,0.7375,0.65,0.4,0.7,0.65,0.3
74,0.4875,0.575,0.6,0.4,0.35,0.55
75,0.5125,0.45,0.15,0.85,0.85,0.1
76,0.275,0.625,0.6,0.6,0.5,0.5
77,0.4875,0.55,0.2,0.45,0.95,0.85
78,0.525,0.5,0.3,0.45,0.4,0.3
79,0.55,0.475,0.45,0.55,0.45,0.45
80,0.4,0.5,0.6,0.55,0.1,0.4
81,0.8375,0.6,0.95,0.85,1.0,0.9
82,0.4375,0.425,0.95,0.35,0.2,0.35
83,0.5375,0.475,0.05,0.6,1.0,0.7
84,0.675,0.325,0.2,0.3,0.4,0.4
85,0.5125,0.425,0.0,0.0,1.0,1.0
86,0.825,1.0,0.6,1.0,0.95,0.0
87,1.0,1.0,0.6,0.6,0.65,0.55
88,0.825,0.325,0.05,0.35,0.85,0.65
89,0.725,0.775,0.0,0.0,1.0,1.0
90,0.3625,0.475,0.65,0.5,0.65,0.65
91,0.05,0.075,1.0,0.95,0.0,0.0
92,0.4125,0.25,0.25,0.4,0.6,0.45
93,0.75,0.325,0.45,0.65,0.4,0.2
94,0.675,0.6,0.4,0.85,0.55,0.45
95,0.0,0.05,0.05,0.1,0.75,0.95
96,0.175,0.725,0.8,0.45,0.15,0.7
97,0.625,0.625,0.3,0.15,0.75,0.7
98,0.8875,0.95,0.2,1.0,1.0,1.0
99,0.35,0.95,0.0,0.0,1.0,1.0
100,0.8625,0.05,0.35,0.7,0.7,0.25
101,0.35,0.75,0.3,0.1,1.0,0.9
102,0.125,0.825,1.0,0.15,0.05,0.85
103,0.6125,0.65,0.25,0.35,0.8,0.75
104,0.4125,0.475,0.95,1.0,1.0,0.75
105,0.4875,0.475,0.3,0.0,0.55,0.65
106,0.75,0.3,0.8,0.85,0.3,0.0
107,0.6125,0.7,0.2,0.95,1.0,0.7
108,0.925,0.75,0.0,1.0,1.0,0.0
109,0.8625,0.875,0.95,1.0,1.0,0.95
110,0.2125,0.475,0.85,0.6,0.2,0.4
111,0.7375,0.275,0.95,1.0,0.05,0.0
112,0.2875,0.7,0.95,0.95,0.0,0.1
113,0.3125,0.125,0.05,0.1,0.95,0.95
114,0.6875,0.525,0.25,0.75,0.8,0.25
116,0.55,0.5,0.65,0.6,0.65,0.65
117,0.95,0.9,0.2,1.0,0.85,0.05
118,0.9125,0.925,0.2,0.35,0.8,0.9
119,0.55,0.45,0.0,0.7,1.0,1.0
120,0.5,0.7,0.55,0.6,0.45,0.35
121,0.475,0.4,0.15,0.05,0.7,0.8
122,0.2875,0.775,0.35,0.35,0.75,0.5
123,0.3125,0.825,0.05,0.8,1.0,1.0
124,0.8125,0.9,0.4,0.55,0.75,0.75
125,0.6875,0.4,0.6,0.45,0.65,0.4
126,0.5875,0.525,0.45,0.65,0.75,0.65
127,0.7375,0.85,0.95,0.9,1.0,1.0
128,0.55,0.7,0.95,1.0,0.95,0.0
129,0.5125,0.575,0.55,0.6,0.4,0.5
130,0.625,0.65,0.1,0.2,0.95,0.9
131,0.55,0.4,0.6,0.5,0.45,0.35
132,0.675,0.3,0.35,0.5,0.5,0.3
133,0.15,0.875,0.75,0.4,0.5,0.85
134,0.9625,0.15,0.45,0.4,0.45,0.1
135,0.725,0.35,0.5,0.7,0.45,0.55
136,0.1625,0.225,0.0,0.0,1.0,1.0
137,0.025,0.125,1.0,1.0,0.0,0.0
138,0.475,0.725,0.45,0.35,0.45,0.55
139,0.45,0.25,0.55,0.3,0.25,0.4
140,0.575,0.475,1.0,0.95,0.8,0.0
141,0.4125,0.55,0.1,0.0,0.75,0.7
142,0.5,0.55,0.4,0.5,0.65,0.85
143,0.8375,0.175,0.1,0.6,0.6,0.05
144,0.8,0.725,0.05,0.0,0.95,1.0
145,0.9625,0.6,0.85,0.95,1.0,1.0
146,0.55,0.4,0.35,0.75,0.4,0.1
147,0.675,0.6,1.0,1.0,0.95,0.0
148,0.8,0.775,1.0,0.95,0.0,0.0
149,0.175,0.1,0.1,0.1,0.8,0.95
150,0.575,0.45,0.4,0.55,0.55,0.45
151,0.85,0.75,0.1,0.75,1.0,1.0
152,0.75,0.3,0.05,0.25,0.7,0.4
153,0.2625,0.125,1.0,0.0,0.0,0.95
154,0.775,0.7,0.1,0.1,0.05,0.05
155,0.3875,0.475,0.0,0.0,1.0,1.0
156,0.65,0.65,0.5,0.75,0.95,0.65
157,0.9625,0.725,0.95,1.0,0.05,0.0
158,0.6625,0.25,0.6,0.7,0.4,0.5
159,0.5875,0.525,0.15,0.85,1.0,0.95
160,1.0,0.0,0.0,0.0,1.0,0.95
161,0.825,0.925,0.5,0.45,0.55,0.75
162,0.875,0.9,0.8,1.0,0.8,0.3
163,0.025,0.15,0.55,0.6,0.2,0.3
164,0.9875,1.0,0.05,1.0,1.0,0.0
165,0.4625,0.75,0.6,0.45,0.2,0.25
166,0.45,0.75,0.35,0.25,0.9,0.85
167,0.7125,0.325,0.85,0.9,0.05,0.1
168,0.7875,0.575,0.15,1.0,1.0,0.05
169,0.625,0.5,0.8,1.0,0.95,1.0
170,0.875,0.85,0.0,0.95,1.0,0.0
171,0.3375,0.675,0.25,0.3,0.65,0.8
172,0.7375,0.7,1.0,1.0,0.1,0.0
173,0.675,0.4,0.15,0.4,0.7,0.7
174,0.2125,0.85,0.05,0.95,1.0,1.0
175,0.525,0.325,1.0,1.0,0.0,0.0
176,0.6875,0.725,0.5,0.85,0.65,0.05
177,0.9375,0.9,1.0,1.0,1.0,1.0
178,0.9,0.825,0.05,1.0,0.85,0.05
179,1.0,0.0,0.0,0.0,1.0,0.9
180,0.425,0.375,0.5,0.5,0.5,0.7
181,0.0125,0.975,0.85,0.75,0.25,0.25
182,0.825,0.525,0.15,0.7,0.85,0.1
183,0.375,0.85,0.65,0.35,0.5,0.75
184,0.6625,0.725,0.6,0.7,0.45,0.35
185,0.5125,0.45,0.5,0.55,0.75,0.6
186,0.5875,0.7,0.05,1.0,0.95,0.0
187,0.675,0.725,0.0,0.1,1.0,0.95
188,0.45,0.5,0.35,0.5,0.5,0.75
189,0.2375,0.15,0.15,0.2,0.4,0.65
190,0.7625,0.875,0.0,0.0,1.0,1.0
191,0.325,0.6,0.55,0.45,0.4,0.6
192,0.7,0.65,0.8,1.0,0.65,0.05
193,0.9,0.4,0.4,0.5,0.6,0.7
194,0.5,0.5,0.0,0.0,1.0,1.0
195,0.3,0.55,0.55,0.55,0.55,0.65
196,0.275,0.725,0.85,0.8,0.2,0.05
197,0.7375,0.7,0.75,0.65,0.45,0.4
199,0.425,0.55,0.4,0.55,0.55,0.55
200,0.8875,0.8,0.15,0.95,1.0,1.0
201,1.0,0.0,0.0,0.0,1.0,1.0
202,0.7625,0.95,0.9,0.95,1.0,0.95
203,0.8375,0.85,0.25,0.55,0.85,0.7
204,0.025,0.925,0.0,0.05,1.0,1.0
205,0.6,0.4,0.5,0.6,0.3,0.35
206,0.6,0.625,0.35,0.65,1.0,1.0
207,0.55,0.825,0.5,0.4,0.85,0.9
208,0.9625,0.2,0.05,0.1,0.95,0.95
209,0.6125,0.1,0.0,0.0,1.0,1.0
210,0.3625,0.775,0.4,0.6,0.65,0.8
211,0.9375,0.925,0.1,0.15,0.9,0.95
212,0.4625,0.525,0.55,0.45,0.35,0.5
213,0.6375,0.425,0.35,0.75,0.75,0.4
214,0.4625,0.4,0.25,0.1,0.4,0.6
215,0.0,0.0,1.0,0.9,0.0,0.0
216,1.0,0.95,0.9,1.0,0.0,0.0
217,0.9875,0.05,0.0,0.1,0.9,0.95
218,0.775,0.675,0.9,1.0,1.0,0.0
219,0.4875,0.5,0.65,0.55,0.15,0.4
220,0.475,0.775,0.35,0.1,0.05,0.15
221,0.5875,0.7,0.0,0.05,1.0,1.0
222,0.225,0.025,0.0,0.0,1.0,1.0
223,0.5375,0.6,0.2,0.5,0.9,0.7
224,0.3625,0.55,0.55,0.4,0.6,0.5
225,0.5375,0.475,0.65,0.45,0.7,0.5
226,0.025,0.95,0.45,0.5,0.6,0.85
227,0.075,0.825,1.0,0.95,0.1,0.45
228,0.475,0.925,0.05,0.0,1.0,1.0
229,0.0,0.6,0.3,0.9,0.75,0.1
230,0.4875,0.625,0.5,0.7,0.7,0.2
231,0.6625,0.725,0.0,0.0,0.15,0.1
232,0.6125,0.0,0.0,0.0,0.15,0.25
233,0.0,1.0,0.85,0.0,0.8,1.0
234,0.6625,0.25,0.1,1.0,0.85,0.05
235,0.7,0.1,0.3,0.25,0.35,0.75
236,0.6,0.825,0.05,0.85,1.0,0.95
237,0.6875,0.4,0.2,0.25,0.6,0.45
238,0.65,0.6,0.05,0.4,1.0,0.9
239,0.65,0.525,0.15,0.1,1.0,0.8
240,0.9375,0.2,0.6,0.65,0.3,0.35
241,0.9375,0.825,0.0,0.85,1.0,1.0
242,0.3875,0.975,0.85,0.95,0.55,0.1
243,0.9875,1.0,0.7,0.55,0.65,0.35
244,0.6,0.65,0.55,0.65,0.6,0.55
245,0.3875,0.75,0.45,0.55,0.6,0.55
246,0.225,0.1,0.0,0.0,0.9,0.5
247,0.8,0.75,0.6,0.65,0.75,0.75
248,0.5375,0.775,1.0,0.95,0.95,1.0
249,0.4875,0.5,0.4,0.45,0.55,0.45
250,0.6875,0.65,0.7,0.75,0.45,0.35
251,0.675,0.55,0.95,1.0,1.0,0.95
252,0.45,0.6,0.2,0.25,0.8,0.8
253,0.425,0.675,0.8,0.45,0.3,0.4
254,0.6625,0.8,0.3,0.55,0.75,0.85
255,0.775,0.1,0.55,0.45,0.15,0.15
256,0.5625,0.45,0.7,0.2,0.4,0.6
257,0.4625,0.525,0.25,0.25,0.7,0.65
258,0.3,0.725,0.65,0.25,0.75,0.9
259,0.5125,0.725,0.6,0.85,0.85,0.75
260,0.7,0.7,0.05,0.3,1.0,0.9
261,0.5625,0.625,0.2,0.2,0.9,0.9
262,0.55,0.725,0.5,0.6,0.45,0.5
263,0.9875,0.975,0.5,0.75,1.0,0.85
264,0.625,0.55,0.55,0.55,0.6,0.25
265,0.4375,0.475,0.55,0.45,0.7,0.45
266,0.55,0.55,0.3,0.35,0.85,0.7
267,0.5125,0.475,0.05,0.95,0.9,0.15
268,0.7,0.6,0.75,0.8,0.55,0.1
269,0.4875,0.4,0.55,0.4,0.4,0.5
270,0.6,0.55,0.55,0.6,0.75,0.4
271,0.6875,0.625,0.5,0.85,1.0,0.9
272,0.475,0.3,0.4,0.4,0.4,0.55
273,0.4375,0.55,0.45,0.55,0.5,0.65
274,0.6375,0.7,0.7,0.75,1.0,1.0
275,0.675,0.525,0.55,0.6,0.55,0.55
276,0.525,0.55,0.05,0.95,1.0,0.1
277,0.5875,0.475,0.35,0.4,0.4,0.55
278,0.5,0.75,1.0,0.75,0.25,0.2
279,0.825,0.85,0.3,0.4,0.55,0.65
280,0.425,0.425,0.55,0.6,0.75,0.35
281,0.5,0.525,0.3,0.8,0.65,0.8
282,0.95,0.875,0.35,0.6,0.6,0.6
283,0.825,0.3,0.0,0.0,0.9,1.0
284,0.3,0.225,0.2,0.2,0.85,0.8
285,0.675,0.8,0.2,0.8,0.8,0.2
286,0.9,0.825,0.1,0.95,0.95,0.15
287,0.4875,0.55,0.3,0.2,1.0,1.0
288,0.375,0.35,0.15,0.85,0.85,0.2
289,0.775,0.775,0.0,1.0,1.0,1.0
290,0.4,0.275,0.3,0.7,0.65,0.25
291,0.95,0.925,0.05,0.85,1.0,0.9
292,0.625,0.2,0.25,0.2,0.8,0.45
293,0.3875,0.275,1.0,0.0,0.0,0.9
294,0.4875,0.675,0.45,0.5,0.5,0.55
295,0.75,0.675,0.0,1.0,0.95,0.1
296,0.45,0.5,0.1,0.8,1.0,1.0
297,0.675,0.6,0.0,0.6,1.0,0.0
298,0.475,0.575,0.55,0.55,0.65,0.5
299,0.375,0.625,0.45,0.55,0.6,0.65
300,0.575,0.525,0.5,0.2,0.3,0.3
301,0.7875,0.05,0.4,0.65,0.4,0.15
302,0.1875,0.95,0.45,0.3,0.95,1.0
303,0.6375,0.9,0.25,0.95,0.9,0.0
304,0.95,0.925,0.0,0.0,1.0,1.0
305,0.5125,0.625,1.0,0.9,0.1,0.2
306,0.5875,0.525,0.35,0.75,0.7,0.45
307,0.675,0.55,0.15,0.9,1.0,0.1
308,0.575,0.525,0.65,0.35,0.25,0.85
309,0.5875,0.65,0.15,0.6,1.0,0.95
310,0.7625,0.4,0.05,0.65,0.9,0.3
311,0.55,0.525,0.2,0.9,1.0,0.35
312,0.6,0.375,0.3,0.2,0.65,0.85
313,0.3625,0.75,0.45,0.25,0.45,0.5
314,0.5375,0.65,0.65,0.45,0.5,0.6
315,0.675,0.475,0.5,0.5,0.55,0.3
316,0.525,0.45,0.3,0.3,0.5,0.6
317,0.775,0.725,1.0,1.0,1.0,1.0
318,0.3,0.65,0.35,0.5,0.8,0.75
319,0.55,0.425,0.4,0.55,0.45,0.35
320,0.95,0.925,0.4,0.85,1.0,1.0
321,0.5375,0.375,0.45,0.1,0.4,0.55
322,0.475,0.45,0.4,0.2,0.75,0.85
323,0.475,0.375,0.4,0.75,1.0,0.15
324,0.875,0.375,0.0,0.2,0.6,0.5
325,0.7125,0.575,0.0,1.0,0.95,0.1
326,0.9375,0.95,0.0,1.0,1.0,1.0
327,0.4125,0.475,0.75,0.95,0.95,0.95
328,0.5125,0.55,0.0,1.0,0.8,0.0
329,0.875,0.225,0.6,0.45,0.55,0.7
330,0.5125,0.525,0.45,0.55,0.6,0.2
331,0.7125,0.7,0.45,0.6,0.6,0.5
332,0.625,0.7,0.95,1.0,1.0,1.0
333,0.4,0.9,0.6,0.45,0.7,0.85
334,0.7125,0.275,0.1,0.05,0.8,0.7
335,0.35,0.2,0.15,0.1,0.7,0.8
336,0.6,0.55,0.2,0.85,1.0,1.0
337,0.675,0.425,0.0,0.3,1.0,0.6
338,0.6375,0.575,0.05,0.85,1.0,0.85
339,0.5875,0.675,0.35,0.7,0.7,0.75
340,0.5875,0.675,1.0,1.0,1.0,0.9
341,0.525,0.6,0.2,0.3,0.4,0.55
342,0.6625,0.6,0.7,0.75,0.8,0.35
343,0.525,0.75,0.45,0.2,0.95,0.95
344,0.5875,0.575,0.7,0.3,1.0,0.9
345,0.775,0.925,1.0,0.7,0.0,0.35
346,0.0,0.0,1.0,0.1,0.0,0.55
347,0.6625,0.775,0.0,1.0,1.0,0.05
348,0.9625,1.0,0.3,0.5,0.7,0.7
349,0.4125,0.675,0.45,0.6,0.6,0.6
350,0.875,0.875,0.65,0.85,1.0,0.65
351,0.75,0.775,0.15,1.0,1.0,0.25
352,0.4875,0.475,0.45,0.45,0.65,0.45
353,0.5625,0.625,0.05,0.35,1.0,0.75
354,0.1875,0.925,1.0,0.05,1.0,1.0
355,0.6,0.725,0.55,0.75,0.8,0.45
356,0.25,0.625,0.7,0.75,0.25,0.2
357,0.8125,0.625,0.05,0.6,0.95,0.8
358,0.4375,0.625,0.05,0.95,0.8,0.45
359,0.4125,0.275,0.05,0.2,0.9,0.95
360,0.675,0.85,0.7,1.0,1.0,0.45
361,0.825,0.5,0.95,1.0,0.95,0.7
362,0.5,0.45,0.35,0.4,0.45,0.8
363,0.625,0.425,0.05,0.55,0.9,0.25
364,0.6625,0.575,0.35,0.2,0.9,0.95
366,0.225,0.8,0.6,0.6,0.7,0.55
367,0.925,0.95,0.05,0.85,1.0,0.95
368,0.5875,0.8,0.5,0.45,0.9,0.95
369,0.625,0.2,0.15,0.1,0.85,0.4
370,0.875,0.8,0.25,1.0,0.9,0.0
371,0.6875,0.475,0.0,0.95,1.0,0.5
372,0.6,0.55,0.4,0.35,0.45,0.3
373,0.4875,0.75,0.15,0.95,1.0,1.0
374,0.275,0.925,0.0,0.0,1.0,1.0
375,0.6125,0.675,0.6,0.8,0.55,0.45
376,0.55,0.45,1.0,0.95,0.45,0.0
377,0.5375,0.5,1.0,0.45,0.25,0.7
378,0.3,0.95,0.5,0.55,0.65,0.6
379,0.4875,0.7,0.55,0.55,0.5,0.6
380,0.4625,0.6,0.35,0.4,0.4,0.8
381,0.45,0.45,0.9,0.9,1.0,1.0
382,0.5875,1.0,0.65,0.85,0.2,0.25
383,0.9125,0.925,0.05,1.0,1.0,0.55
384,0.6125,0.7,0.05,0.75,1.0,1.0
385,0.5,0.5,0.55,0.45,0.5,0.55
386,0.85,0.55,0.5,0.6,0.2,0.35
387,0.5875,0.7,0.25,0.65,1.0,0.65
388,0.5,0.425,0.7,0.35,0.5,0.55
389,0.8875,0.825,0.0,0.05,0.9,1.0
390,0.4375,0.4,0.6,0.5,0.5,0.35
391,0.525,0.625,0.6,0.55,0.7,0.65
392,0.4375,0.3,0.35,0.5,0.35,0.2
393,0.5,0.45,0.9,0.15,0.0,0.0
394,0.9875,0.975,0.1,1.0,1.0,0.9
395,0.9875,0.525,0.0,1.0,1.0,0.0
396,0.55,0.5,0.0,0.75,0.85,0.15
397,0.9625,0.575,0.35,0.75,0.45,0.2
398,0.5875,0.55,0.0,0.95,1.0,0.95
399,0.1875,0.45,0.7,0.6,0.35,0.5
400,0.4,0.525,0.15,0.15,1.0,1.0
401,0.4875,0.55,0.45,0.35,0.45,0.45
402,0.5875,0.775,0.95,1.0,0.95,0.0
403,0.35,0.275,0.8,0.85,0.5,0.25
404,0.65,0.5,0.85,0.7,0.6,0.75
405,0.0875,0.975,1.0,0.8,1.0,1.0
406,0.35,0.725,0.75,0.5,0.6,0.85
407,0.9375,0.975,1.0,1.0,1.0,0.0
408,0.0,0.95,1.0,0.05,1.0,1.0
409,0.4875,0.45,0.0,0.5,0.95,1.0
410,0.5125,0.625,0.1,0.0,0.95,0.9
411,0.95,0.925,0.45,0.4,0.75,0.6
412,0.75,0.25,0.0,0.0,0.55,0.3
413,0.4375,0.45,0.45,0.35,0.55,0.55
414,0.3,0.425,0.55,0.45,0.3,0.55
415,0.4625,0.375,0.85,1.0,0.75,0.05
416,0.4125,0.725,0.0,0.95,0.9,0.05
417,0.8,0.75,0.75,0.95,0.7,0.35
418,0.6375,0.625,0.5,0.4,0.05,0.05
419,0.95,0.75,0.05,0.8,1.0,1.0
420,0.9,0.275,0.0,0.15,0.85,0.5
421,0.525,0.375,0.15,0.35,0.75,0.45
422,0.425,0.675,0.65,0.45,0.65,0.7
423,0.5125,0.575,1.0,0.95,1.0,0.95
424,0.7125,0.45,0.35,0.45,0.3,0.25
425,0.45,0.475,0.1,0.9,1.0,1.0
426,0.725,0.925,0.95,1.0,0.85,0.35
427,0.5125,0.575,0.65,0.55,0.5,0.65
428,0.625,0.725,0.2,1.0,0.35,0.0
429,0.575,0.575,0.0,1.0,1.0,0.05
430,0.6875,0.55,0.4,0.8,0.45,0.15
431,0.6625,0.5,0.55,0.6,0.6,0.55
432,0.95,0.3,0.2,0.95,0.95,0.0
433,0.7,0.325,0.35,0.45,0.4,0.2
434,0.775,0.8,1.0,1.0,1.0,0.0
435,0.5375,0.575,0.3,0.8,0.85,0.65
436,0.6375,0.625,0.6,0.8,0.75,0.75
437,0.3125,0.85,0.5,0.25,0.5,0.65
438,0.5625,0.675,0.2,0.3,0.8,0.75
440,0.5625,0.7,0.15,0.25,0.95,0.75
441,0.9375,0.975,0.0,0.85,1.0,0.3
442,0.4375,0.75,0.7,0.3,0.5,0.8
443,0.6125,0.45,0.05,0.0,1.0,1.0
444,0.6125,0.5,0.8,0.95,0.45,0.1
445,0.6125,0.65,0.2,1.0,1.0,0.2
446,0.0,1.0,1.0,1.0,1.0,1.0
447,0.2125,0.125,0.0,0.0,0.85,0.85
448,0.6625,0.6,0.45,0.35,0.35,0.45
449,0.6125,0.7,1.0,1.0,0.8,1.0
450,0.975,0.85,0.3,0.8,0.95,0.75
451,0.6375,0.625,0.15,0.9,0.9,0.8
452,0.05,0.05,0.0,0.0,0.05,0.0
453,0.5625,0.6,0.85,1.0,1.0,0.1
454,0.6625,0.825,1.0,1.0,1.0,0.45
455,0.85,0.9,0.95,1.0,0.75,0.0
456,0.575,0.4,0.4,0.65,0.65,0.55
457,0.9375,0.875,0.2,0.35,1.0,0.75
458,0.85,0.8,0.8,0.9,0.8,0.45
459,0.475,0.775,0.0,0.8,0.95,0.1
460,1.0,0.775,0.0,1.0,1.0,0.0
461,0.525,0.575,0.6,0.6,0.45,0.75
462,0.2875,0.575,0.2,0.6,0.95,0.85
463,0.3375,0.625,0.2,0.5,0.85,0.9
464,0.5875,0.475,0.1,0.85,0.95,0.95
465,0.575,0.525,0.9,0.9,1.0,1.0
466,0.7375,0.8,0.25,0.55,0.75,0.5
467,0.6125,0.45,0.8,0.75,0.25,0.55
468,0.45,0.375,0.0,0.0,1.0,0.0
469,0.65,0.525,0.05,0.4,0.85,0.8
470,0.5875,0.45,0.1,0.8,1.0,1.0
471,0.7875,0.65,0.2,0.75,1.0,0.95
472,0.5875,0.575,0.05,0.2,0.8,0.85
473,0.6875,0.575,0.35,0.6,0.55,0.3
474,0.5625,0.675,0.5,0.75,0.8,0.45
475,0.675,0.5,0.15,0.95,1.0,0.95
476,0.75,0.3,0.55,0.75,0.15,0.05
477,0.4375,0.775,0.65,0.3,0.55,0.8
478,0.625,0.275,0.2,0.35,0.65,0.45
479,0.0,1.0,1.0,0.0,0.0,1.0
480,0.8375,0.95,0.0,0.25,1.0,0.95
481,0.8375,0.875,0.05,0.65,1.0,0.95
482,0.4,0.5,0.55,0.15,0.95,0.95
483,0.4625,0.6,0.5,0.25,0.5,0.35
484,0.7375,0.7,0.35,0.35,0.35,0.65
485,0.575,0.6,0.25,0.4,0.9,0.65
486,0.7625,0.5,0.25,1.0,1.0,0.0
487,0.5625,0.55,0.5,0.75,0.55,0.65
488,0.5,0.525,0.5,0.65,0.75,0.7
489,0.6125,0.575,0.25,0.85,1.0,1.0
490,0.85,0.85,0.3,1.0,0.9,0.65
491,0.75,0.8,1.0,0.95,1.0,0.95
492,0.7625,0.4,0.45,0.7,0.2,0.2
493,0.4375,0.5,0.5,0.45,0.4,0.45
494,0.3625,0.475,0.3,0.3,0.55,0.65
495,0.575,0.475,0.5,0.5,0.35,0.55
496,0.575,0.7,0.3,0.5,0.45,0.35
497,0.5375,0.725,0.35,0.05,0.8,0.75
498,0.4875,0.55,0.05,0.95,0.95,1.0
499,0.5125,0.375,0.35,0.7,0.6,0.3
500,0.3375,0.45,0.1,0.0,0.5,0.8
