Subnum,Condition,TrialType,BestOption,Sex,Race,Ethnicity,Big5O,Big5C,Big5E,Big5A,Big5N,Bis11Score,CESD,ESIBF_Disinhibition,ESIBF_SubstanceUse,NPI,PSWQ,STAIS,STAIT,TPM_Boldness,TPM_Disinhibition,TPM_Meanness,prob1,prob2,prob3,assignments,training_accuracy,group_training,t,alpha,subj_weight
2,GainsEF,AD,0.88,Female,White,Hispanic or Latino,34,31,29,36,21,56,6,17,27,25,55,36,32,30,18,13,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.6133333333333333,Average,0.884747733,0.557657226,0.000100028324
2,GainsEF,BD,0.76,Female,White,Hispanic or Latino,34,31,29,36,21,56,6,17,27,25,55,36,32,30,18,13,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.6133333333333333,Average,0.884747733,0.557657226,0.000100028324
3,GainsEF,AB,0.7066666666666667,Male,Asian,Not Hispanic or Latino,33,43,20,41,20,51,18,6,0,11,60,33,42,31,8,3,7.63995327481625e-17,1.0,1.6233843971526614e-50,2,0.6933333333333334,Average,1.04196993,0.0868515219,0.0001
3,GainsEF,CD,0.68,Male,Asian,Not Hispanic or Latino,33,43,20,41,20,51,18,6,0,11,60,33,42,31,8,3,7.63995327481625e-17,1.0,1.6233843971526614e-50,2,0.6933333333333334,Average,1.04196993,0.0868515219,0.0001
3,GainsEF,CA,0.68,Male,Asian,Not Hispanic or Latino,33,43,20,41,20,51,18,6,0,11,60,33,42,31,8,3,7.63995327481625e-17,1.0,1.6233843971526614e-50,2,0.6933333333333334,Average,1.04196993,0.0868515219,0.0001
3,GainsEF,CB,0.64,Male,Asian,Not Hispanic or Latino,33,43,20,41,20,51,18,6,0,11,60,33,42,31,8,3,7.63995327481625e-17,1.0,1.6233843971526614e-50,2,0.6933333333333334,Average,1.04196993,0.0868515219,0.0001
3,GainsEF,AD,0.44,Male,Asian,Not Hispanic or Latino,33,43,20,41,20,51,18,6,0,11,60,33,42,31,8,3,7.63995327481625e-17,1.0,1.6233843971526614e-50,2,0.6933333333333334,Average,1.04196993,0.0868515219,0.0001
3,GainsEF,BD,0.6,Male,Asian,Not Hispanic or Latino,33,43,20,41,20,51,18,6,0,11,60,33,42,31,8,3,7.63995327481625e-17,1.0,1.6233843971526614e-50,2,0.6933333333333334,Average,1.04196993,0.0868515219,0.0001
4,GainsEF,AB,0.7466666666666667,Female,White,Not Hispanic or Latino,32,28,22,41,20,58,16,10,1,12,63,48,45,28,9,3,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.7266666666666667,Average,1.27239948,0.20768543,0.00296342
4,GainsEF,CD,0.7066666666666667,Female,White,Not Hispanic or Latino,32,28,22,41,20,58,16,10,1,12,63,48,45,28,9,3,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.7266666666666667,Average,1.27239948,0.20768543,0.00296342
4,GainsEF,CA,0.72,Female,White,Not Hispanic or Latino,32,28,22,41,20,58,16,10,1,12,63,48,45,28,9,3,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.7266666666666667,Average,1.27239948,0.20768543,0.00296342
4,GainsEF,CB,0.88,Female,White,Not Hispanic or Latino,32,28,22,41,20,58,16,10,1,12,63,48,45,28,9,3,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.7266666666666667,Average,1.27239948,0.20768543,0.00296342
4,GainsEF,AD,0.76,Female,White,Not Hispanic or Latino,32,28,22,41,20,58,16,10,1,12,63,48,45,28,9,3,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.7266666666666667,Average,1.27239948,0.20768543,0.00296342
4,GainsEF,BD,0.92,Female,White,Not Hispanic or Latino,32,28,22,41,20,58,16,10,1,12,63,48,45,28,9,3,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.7266666666666667,Average,1.27239948,0.20768543,0.00296342
5,GainsEF,AB,0.8266666666666667,Male,Asian,Hispanic or Latino,33,30,24,31,24,69,7,10,32,9,33,27,28,27,12,21,0.850768849472076,0.1492311505279239,2.25107128731016e-95,1,0.78,High,3.29315401,0.00407113,0.76861509
5,GainsEF,CD,0.7333333333333333,Male,Asian,Hispanic or Latino,33,30,24,31,24,69,7,10,32,9,33,27,28,27,12,21,0.850768849472076,0.1492311505279239,2.25107128731016e-95,1,0.78,High,3.29315401,0.00407113,0.76861509
5,GainsEF,CA,0.92,Male,Asian,Hispanic or Latino,33,30,24,31,24,69,7,10,32,9,33,27,28,27,12,21,0.850768849472076,0.1492311505279239,2.25107128731016e-95,1,0.78,High,3.29315401,0.00407113,0.76861509
5,GainsEF,CB,1.0,Male,Asian,Hispanic or Latino,33,30,24,31,24,69,7,10,32,9,33,27,28,27,12,21,0.850768849472076,0.1492311505279239,2.25107128731016e-95,1,0.78,High,3.29315401,0.00407113,0.76861509
5,GainsEF,AD,0.92,Male,Asian,Hispanic or Latino,33,30,24,31,24,69,7,10,32,9,33,27,28,27,12,21,0.850768849472076,0.1492311505279239,2.25107128731016e-95,1,0.78,High,3.29315401,0.00407113,0.76861509
5,GainsEF,BD,0.0,Male,Asian,Hispanic or Latino,33,30,24,31,24,69,7,10,32,9,33,27,28,27,12,21,0.850768849472076,0.1492311505279239,2.25107128731016e-95,1,0.78,High,3.29315401,0.00407113,0.76861509
6,GainsEF,AB,0.7466666666666667,Female,White,Not Hispanic or Latino,39,34,27,29,31,54,13,4,43,18,61,24,38,38,8,7,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.7066666666666667,Average,4.23907193,0.000330190415,0.859192117
6,GainsEF,CD,0.6666666666666666,Female,White,Not Hispanic or Latino,39,34,27,29,31,54,13,4,43,18,61,24,38,38,8,7,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.7066666666666667,Average,4.23907193,0.000330190415,0.859192117
6,GainsEF,CA,0.32,Female,White,Not Hispanic or Latino,39,34,27,29,31,54,13,4,43,18,61,24,38,38,8,7,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.7066666666666667,Average,4.23907193,0.000330190415,0.859192117
6,GainsEF,CB,1.0,Female,White,Not Hispanic or Latino,39,34,27,29,31,54,13,4,43,18,61,24,38,38,8,7,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.7066666666666667,Average,4.23907193,0.000330190415,0.859192117
6,GainsEF,AD,0.68,Female,White,Not Hispanic or Latino,39,34,27,29,31,54,13,4,43,18,61,24,38,38,8,7,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.7066666666666667,Average,4.23907193,0.000330190415,0.859192117
6,GainsEF,BD,0.12,Female,White,Not Hispanic or Latino,39,34,27,29,31,54,13,4,43,18,61,24,38,38,8,7,4.8717060139687745e-84,0.9999999992868016,7.131982808666785e-10,2,0.7066666666666667,Average,4.23907193,0.000330190415,0.859192117
7,Gains,AB,0.71,Female,Asian,Not Hispanic or Latino,41,30,35,34,23,70,15,33,6,18,61,44,47,36,29,11,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.5533333333333332,Low,0.65942166,0.139643746,0.0001
7,Gains,CD,0.24,Female,Asian,Not Hispanic or Latino,41,30,35,34,23,70,15,33,6,18,61,44,47,36,29,11,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.5533333333333332,Low,0.65942166,0.139643746,0.0001
7,Gains,CA,0.36,Female,Asian,Not Hispanic or Latino,41,30,35,34,23,70,15,33,6,18,61,44,47,36,29,11,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.5533333333333332,Low,0.65942166,0.139643746,0.0001
7,Gains,CB,0.48,Female,Asian,Not Hispanic or Latino,41,30,35,34,23,70,15,33,6,18,61,44,47,36,29,11,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.5533333333333332,Low,0.65942166,0.139643746,0.0001
7,Gains,AD,0.28,Female,Asian,Not Hispanic or Latino,41,30,35,34,23,70,15,33,6,18,61,44,47,36,29,11,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.5533333333333332,Low,0.65942166,0.139643746,0.0001
7,Gains,BD,0.24,Female,Asian,Not Hispanic or Latino,41,30,35,34,23,70,15,33,6,18,61,44,47,36,29,11,2.9682220076312186e-07,0.999999703177251,5.483427682984415e-13,2,0.5533333333333332,Low,0.65942166,0.139643746,0.0001
8,Gains,AB,0.42,Female,White,Not Hispanic or Latino,37,35,28,37,17,62,6,4,2,23,35,29,26,41,6,7,2.2120892653807052e-09,0.9999997703959238,2.2739198679508934e-07,2,0.3933333333333333,Low,0.0335815619,0.341057721,0.0001
8,Gains,CD,0.34,Female,White,Not Hispanic or Latino,37,35,28,37,17,62,6,4,2,23,35,29,26,41,6,7,2.2120892653807052e-09,0.9999997703959238,2.2739198679508934e-07,2,0.3933333333333333,Low,0.0335815619,0.341057721,0.0001
8,Gains,CA,0.28,Female,White,Not Hispanic or Latino,37,35,28,37,17,62,6,4,2,23,35,29,26,41,6,7,2.2120892653807052e-09,0.9999997703959238,2.2739198679508934e-07,2,0.3933333333333333,Low,0.0335815619,0.341057721,0.0001
8,Gains,CB,0.12,Female,White,Not Hispanic or Latino,37,35,28,37,17,62,6,4,2,23,35,29,26,41,6,7,2.2120892653807052e-09,0.9999997703959238,2.2739198679508934e-07,2,0.3933333333333333,Low,0.0335815619,0.341057721,0.0001
8,Gains,AD,0.36,Female,White,Not Hispanic or Latino,37,35,28,37,17,62,6,4,2,23,35,29,26,41,6,7,2.2120892653807052e-09,0.9999997703959238,2.2739198679508934e-07,2,0.3933333333333333,Low,0.0335815619,0.341057721,0.0001
8,Gains,BD,0.72,Female,White,Not Hispanic or Latino,37,35,28,37,17,62,6,4,2,23,35,29,26,41,6,7,2.2120892653807052e-09,0.9999997703959238,2.2739198679508934e-07,2,0.3933333333333333,Low,0.0335815619,0.341057721,0.0001
9,GainsEF,AB,0.92,Female,Black or African American,Not Hispanic or Latino,34,32,33,35,33,69,17,18,11,20,75,33,56,20,20,4,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.9266666666666666,High,2.07095356,0.0780510126,0.0001
9,GainsEF,CD,0.9333333333333332,Female,Black or African American,Not Hispanic or Latino,34,32,33,35,33,69,17,18,11,20,75,33,56,20,20,4,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.9266666666666666,High,2.07095356,0.0780510126,0.0001
9,GainsEF,CA,0.72,Female,Black or African American,Not Hispanic or Latino,34,32,33,35,33,69,17,18,11,20,75,33,56,20,20,4,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.9266666666666666,High,2.07095356,0.0780510126,0.0001
9,GainsEF,CB,1.0,Female,Black or African American,Not Hispanic or Latino,34,32,33,35,33,69,17,18,11,20,75,33,56,20,20,4,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.9266666666666666,High,2.07095356,0.0780510126,0.0001
9,GainsEF,AD,0.88,Female,Black or African American,Not Hispanic or Latino,34,32,33,35,33,69,17,18,11,20,75,33,56,20,20,4,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.9266666666666666,High,2.07095356,0.0780510126,0.0001
9,GainsEF,BD,0.0,Female,Black or African American,Not Hispanic or Latino,34,32,33,35,33,69,17,18,11,20,75,33,56,20,20,4,1.764298050929083e-12,0.9999999999982356,6.496814821809822e-57,2,0.9266666666666666,High,2.07095356,0.0780510126,0.0001
10,Gains,AB,0.4,Female,White,Not Hispanic or Latino,30,22,36,25,29,92,33,26,14,21,73,61,55,27,24,18,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.3866666666666666,Low,0.50494279,0.10138723,0.9999
10,Gains,CD,0.36,Female,White,Not Hispanic or Latino,30,22,36,25,29,92,33,26,14,21,73,61,55,27,24,18,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.3866666666666666,Low,0.50494279,0.10138723,0.9999
10,Gains,CA,0.0,Female,White,Not Hispanic or Latino,30,22,36,25,29,92,33,26,14,21,73,61,55,27,24,18,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.3866666666666666,Low,0.50494279,0.10138723,0.9999
10,Gains,CB,0.04,Female,White,Not Hispanic or Latino,30,22,36,25,29,92,33,26,14,21,73,61,55,27,24,18,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.3866666666666666,Low,0.50494279,0.10138723,0.9999
10,Gains,AD,0.96,Female,White,Not Hispanic or Latino,30,22,36,25,29,92,33,26,14,21,73,61,55,27,24,18,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.3866666666666666,Low,0.50494279,0.10138723,0.9999
10,Gains,BD,0.84,Female,White,Not Hispanic or Latino,30,22,36,25,29,92,33,26,14,21,73,61,55,27,24,18,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.3866666666666666,Low,0.50494279,0.10138723,0.9999
11,Gains,AB,0.73,Male,White,Not Hispanic or Latino,38,33,33,39,21,64,7,6,3,12,50,35,29,32,7,8,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7866666666666666,Average,4.49910448,0.0001,0.99567906
11,Gains,CD,0.9,Male,White,Not Hispanic or Latino,38,33,33,39,21,64,7,6,3,12,50,35,29,32,7,8,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7866666666666666,Average,4.49910448,0.0001,0.99567906
11,Gains,CA,0.0,Male,White,Not Hispanic or Latino,38,33,33,39,21,64,7,6,3,12,50,35,29,32,7,8,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7866666666666666,Average,4.49910448,0.0001,0.99567906
11,Gains,CB,0.88,Male,White,Not Hispanic or Latino,38,33,33,39,21,64,7,6,3,12,50,35,29,32,7,8,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7866666666666666,Average,4.49910448,0.0001,0.99567906
11,Gains,AD,1.0,Male,White,Not Hispanic or Latino,38,33,33,39,21,64,7,6,3,12,50,35,29,32,7,8,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7866666666666666,Average,4.49910448,0.0001,0.99567906
11,Gains,BD,1.0,Male,White,Not Hispanic or Latino,38,33,33,39,21,64,7,6,3,12,50,35,29,32,7,8,2.5773971233396363e-19,0.1363438976577998,0.8636561023422001,3,0.7866666666666666,Average,4.49910448,0.0001,0.99567906
12,GainsEF,AB,0.7466666666666667,Female,Asian,Not Hispanic or Latino,39,39,25,38,24,52,9,5,0,6,79,33,46,30,9,6,1.311437381401696e-117,0.9957898777657012,0.0042101222342988,2,0.7666666666666666,Average,2.70876294,0.0117215,0.78585748
12,GainsEF,CD,0.7866666666666666,Female,Asian,Not Hispanic or Latino,39,39,25,38,24,52,9,5,0,6,79,33,46,30,9,6,1.311437381401696e-117,0.9957898777657012,0.0042101222342988,2,0.7666666666666666,Average,2.70876294,0.0117215,0.78585748
12,GainsEF,CA,0.2,Female,Asian,Not Hispanic or Latino,39,39,25,38,24,52,9,5,0,6,79,33,46,30,9,6,1.311437381401696e-117,0.9957898777657012,0.0042101222342988,2,0.7666666666666666,Average,2.70876294,0.0117215,0.78585748
12,GainsEF,CB,1.0,Female,Asian,Not Hispanic or Latino,39,39,25,38,24,52,9,5,0,6,79,33,46,30,9,6,1.311437381401696e-117,0.9957898777657012,0.0042101222342988,2,0.7666666666666666,Average,2.70876294,0.0117215,0.78585748
12,GainsEF,AD,1.0,Female,Asian,Not Hispanic or Latino,39,39,25,38,24,52,9,5,0,6,79,33,46,30,9,6,1.311437381401696e-117,0.9957898777657012,0.0042101222342988,2,0.7666666666666666,Average,2.70876294,0.0117215,0.78585748
12,GainsEF,BD,0.4,Female,Asian,Not Hispanic or Latino,39,39,25,38,24,52,9,5,0,6,79,33,46,30,9,6,1.311437381401696e-117,0.9957898777657012,0.0042101222342988,2,0.7666666666666666,Average,2.70876294,0.0117215,0.78585748
13,Gains,AB,0.97,Female,White,Hispanic or Latino,38,37,34,34,27,51,13,5,4,16,68,41,43,30,7,12,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.96,High,4.9999,0.000190570081,0.998216117
13,Gains,CD,0.94,Female,White,Hispanic or Latino,38,37,34,34,27,51,13,5,4,16,68,41,43,30,7,12,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.96,High,4.9999,0.000190570081,0.998216117
13,Gains,CA,0.08,Female,White,Hispanic or Latino,38,37,34,34,27,51,13,5,4,16,68,41,43,30,7,12,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.96,High,4.9999,0.000190570081,0.998216117
13,Gains,CB,1.0,Female,White,Hispanic or Latino,38,37,34,34,27,51,13,5,4,16,68,41,43,30,7,12,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.96,High,4.9999,0.000190570081,0.998216117
13,Gains,AD,1.0,Female,White,Hispanic or Latino,38,37,34,34,27,51,13,5,4,16,68,41,43,30,7,12,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.96,High,4.9999,0.000190570081,0.998216117
13,Gains,BD,0.0,Female,White,Hispanic or Latino,38,37,34,34,27,51,13,5,4,16,68,41,43,30,7,12,2.6087895397519553e-16,0.1957081920469305,0.8042918079530692,3,0.96,High,4.9999,0.000190570081,0.998216117
14,GainsEF,AB,0.6266666666666667,Female,White,Hispanic or Latino,29,32,17,38,32,56,29,11,8,11,58,36,48,24,11,8,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.82919288,0.06790017,0.9999
14,GainsEF,CD,0.5066666666666667,Female,White,Hispanic or Latino,29,32,17,38,32,56,29,11,8,11,58,36,48,24,11,8,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.82919288,0.06790017,0.9999
14,GainsEF,CA,0.76,Female,White,Hispanic or Latino,29,32,17,38,32,56,29,11,8,11,58,36,48,24,11,8,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.82919288,0.06790017,0.9999
14,GainsEF,CB,0.32,Female,White,Hispanic or Latino,29,32,17,38,32,56,29,11,8,11,58,36,48,24,11,8,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.82919288,0.06790017,0.9999
14,GainsEF,AD,0.32,Female,White,Hispanic or Latino,29,32,17,38,32,56,29,11,8,11,58,36,48,24,11,8,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.82919288,0.06790017,0.9999
14,GainsEF,BD,0.76,Female,White,Hispanic or Latino,29,32,17,38,32,56,29,11,8,11,58,36,48,24,11,8,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.82919288,0.06790017,0.9999
15,Gains,AB,0.8,Female,White,Not Hispanic or Latino,37,41,27,37,32,59,16,9,4,11,78,41,58,20,11,3,5.9352136870497176e-18,0.1114328254549356,0.8885671745450643,3,0.8466666666666667,High,3.59559163,0.0001,0.988612459
15,Gains,CD,0.94,Female,White,Not Hispanic or Latino,37,41,27,37,32,59,16,9,4,11,78,41,58,20,11,3,5.9352136870497176e-18,0.1114328254549356,0.8885671745450643,3,0.8466666666666667,High,3.59559163,0.0001,0.988612459
15,Gains,CA,0.04,Female,White,Not Hispanic or Latino,37,41,27,37,32,59,16,9,4,11,78,41,58,20,11,3,5.9352136870497176e-18,0.1114328254549356,0.8885671745450643,3,0.8466666666666667,High,3.59559163,0.0001,0.988612459
15,Gains,CB,0.84,Female,White,Not Hispanic or Latino,37,41,27,37,32,59,16,9,4,11,78,41,58,20,11,3,5.9352136870497176e-18,0.1114328254549356,0.8885671745450643,3,0.8466666666666667,High,3.59559163,0.0001,0.988612459
15,Gains,AD,1.0,Female,White,Not Hispanic or Latino,37,41,27,37,32,59,16,9,4,11,78,41,58,20,11,3,5.9352136870497176e-18,0.1114328254549356,0.8885671745450643,3,0.8466666666666667,High,3.59559163,0.0001,0.988612459
15,Gains,BD,1.0,Female,White,Not Hispanic or Latino,37,41,27,37,32,59,16,9,4,11,78,41,58,20,11,3,5.9352136870497176e-18,0.1114328254549356,0.8885671745450643,3,0.8466666666666667,High,3.59559163,0.0001,0.988612459
16,GainsEF,AB,0.4,Female,White,Not Hispanic or Latino,30,31,30,38,27,70,11,10,0,10,58,28,37,31,11,5,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.5133333333333334,Low,2.78436819,0.0001,0.821447441
16,GainsEF,CD,0.6266666666666667,Female,White,Not Hispanic or Latino,30,31,30,38,27,70,11,10,0,10,58,28,37,31,11,5,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.5133333333333334,Low,2.78436819,0.0001,0.821447441
16,GainsEF,CA,0.4,Female,White,Not Hispanic or Latino,30,31,30,38,27,70,11,10,0,10,58,28,37,31,11,5,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.5133333333333334,Low,2.78436819,0.0001,0.821447441
16,GainsEF,CB,0.52,Female,White,Not Hispanic or Latino,30,31,30,38,27,70,11,10,0,10,58,28,37,31,11,5,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.5133333333333334,Low,2.78436819,0.0001,0.821447441
16,GainsEF,AD,0.44,Female,White,Not Hispanic or Latino,30,31,30,38,27,70,11,10,0,10,58,28,37,31,11,5,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.5133333333333334,Low,2.78436819,0.0001,0.821447441
16,GainsEF,BD,0.56,Female,White,Not Hispanic or Latino,30,31,30,38,27,70,11,10,0,10,58,28,37,31,11,5,9.198983652258718e-65,0.9999999999999998,2.858097485346928e-16,2,0.5133333333333334,Low,2.78436819,0.0001,0.821447441
17,GainsEF,AB,0.6133333333333333,Male,White,Not Hispanic or Latino,38,21,27,33,28,78,14,10,0,20,65,31,41,36,21,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.5333333333333333,Low,1.12920138,0.14458573,0.9999
17,GainsEF,CD,0.4533333333333333,Male,White,Not Hispanic or Latino,38,21,27,33,28,78,14,10,0,20,65,31,41,36,21,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.5333333333333333,Low,1.12920138,0.14458573,0.9999
17,GainsEF,CA,0.04,Male,White,Not Hispanic or Latino,38,21,27,33,28,78,14,10,0,20,65,31,41,36,21,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.5333333333333333,Low,1.12920138,0.14458573,0.9999
17,GainsEF,CB,1.0,Male,White,Not Hispanic or Latino,38,21,27,33,28,78,14,10,0,20,65,31,41,36,21,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.5333333333333333,Low,1.12920138,0.14458573,0.9999
17,GainsEF,AD,0.08,Male,White,Not Hispanic or Latino,38,21,27,33,28,78,14,10,0,20,65,31,41,36,21,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.5333333333333333,Low,1.12920138,0.14458573,0.9999
17,GainsEF,BD,0.0,Male,White,Not Hispanic or Latino,38,21,27,33,28,78,14,10,0,20,65,31,41,36,21,20,1.860771692595221e-172,0.0393615852539217,0.9606384147460784,3,0.5333333333333333,Low,1.12920138,0.14458573,0.9999
18,GainsEF,AB,0.5066666666666667,Female,White,Not Hispanic or Latino,32,41,26,43,21,46,4,4,13,13,67,33,41,27,7,3,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.695994509,0.25281212,0.0001
18,GainsEF,CD,0.6266666666666667,Female,White,Not Hispanic or Latino,32,41,26,43,21,46,4,4,13,13,67,33,41,27,7,3,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.695994509,0.25281212,0.0001
18,GainsEF,CA,0.76,Female,White,Not Hispanic or Latino,32,41,26,43,21,46,4,4,13,13,67,33,41,27,7,3,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.695994509,0.25281212,0.0001
18,GainsEF,CB,0.76,Female,White,Not Hispanic or Latino,32,41,26,43,21,46,4,4,13,13,67,33,41,27,7,3,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.695994509,0.25281212,0.0001
18,GainsEF,AD,0.12,Female,White,Not Hispanic or Latino,32,41,26,43,21,46,4,4,13,13,67,33,41,27,7,3,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.695994509,0.25281212,0.0001
18,GainsEF,BD,0.16,Female,White,Not Hispanic or Latino,32,41,26,43,21,46,4,4,13,13,67,33,41,27,7,3,9.761535257530942e-09,0.9999999902384648,1.0929706909510309e-63,2,0.5666666666666667,Average,0.695994509,0.25281212,0.0001
