Subnum,AIC,BIC,model,Condition,t,alpha,scale,la,alpha_neg,weight
271,232.25606272971183,245.449332195904,delta_PVL,Frequency,1.21348748,0.05875292,0.9999,4.9999,,
271,234.4852187940496,244.3801708936937,delta_asymmetric,Frequency,1.48133952,0.01943766,,,0.28154608,
271,238.28208648594003,244.8787212190361,decay,Frequency,0.10684986,0.01778357,,,,
271,238.2580148725097,251.45128433870184,decay_PVL,Frequency,0.09007962,0.01465851,0.9999,4.9999,,
271,231.89078484041568,238.48741957351172,decay_win,Frequency,0.15114989,0.00534445,,,,
271,227.37009786196955,240.5633673281617,delta_asymmetric_decay_win,Frequency,2.07579351,0.00219369,,,0.22947921,0.91799159
272,276.1505103140771,282.7471450471732,delta,Baseline,4.9999,0.000127379629,,,,
272,278.0201553690589,291.2134248352511,delta_PVL,Baseline,4.9999,0.000391106517,0.0251694915,0.0001,,
272,276.5383253949525,286.43327749459667,delta_asymmetric,Baseline,0.44177529,0.01436481,,,0.9999,
272,277.21480585625324,283.81144058934933,decay,Baseline,0.35117006,0.9999,,,,
272,278.95123448937125,292.1445039555634,decay_PVL,Baseline,0.0187025906,0.0001,0.00459837647,4.9999,,
272,277.0538735764381,283.6505083095342,decay_win,Baseline,0.30980456,0.9999,,,,
272,277.53655978159566,290.7298292477878,delta_asymmetric_decay_win,Baseline,0.53106716,0.91734149,,,0.22260152,0.02644999
272,279.8725789636559,286.469213696752,delta,Frequency,0.0001,0.0001,,,,
272,283.4333939692677,296.6266634354598,delta_PVL,Frequency,0.0219755944,0.9999,0.0001,4.99989998,,
272,281.8725789636559,291.7675310633,delta_asymmetric,Frequency,0.0001,0.0001,,,0.0001,
272,274.87218125934066,281.4688159924368,decay,Frequency,0.54745513,0.81196604,,,,
272,274.6739712450185,287.8672407112107,decay_PVL,Frequency,0.41040816,0.9999,0.18029186,3.84872992,,
272,276.6100429680406,283.2066777011367,decay_win,Frequency,0.4425026,0.92336472,,,,
272,280.8140799190715,294.00734938526364,delta_asymmetric_decay_win,Frequency,0.787160672,0.773457879,,,0.0001,0.0001
273,279.8725798629655,286.4692145960616,delta,Baseline,0.0001,0.0001,,,,
273,283.872578356941,297.06584782313314,delta_PVL,Baseline,0.0001,0.0001,0.0001,0.0001,,
273,281.8725798629655,291.7675319626096,delta_asymmetric,Baseline,0.0001,0.0001,,,0.0001,
273,273.20321561834817,279.79985035144426,decay,Baseline,0.64473706,0.66094297,,,,
273,271.59429159366505,284.7875610598572,decay_PVL,Baseline,0.658222518,0.645167529,0.0001,0.213622704,,
273,269.382538567762,275.9791733008581,decay_win,Baseline,0.78784452,0.61459334,,,,
273,275.9470850070761,289.14035447326825,delta_asymmetric_decay_win,Baseline,0.651723953,0.72432409,,,0.905670947,0.0001
273,279.2115490997544,285.8081838328505,delta,Frequency,0.1556569,0.9999,,,,
273,282.92736822862423,296.1206376948164,delta_PVL,Frequency,4.206105,0.0001,0.355824868,4.9999,,
273,280.8772868585574,290.7722389582015,delta_asymmetric,Frequency,0.21372306,0.9999,,,0.58884262,
273,278.4398860789626,285.0365208120587,decay,Frequency,0.23225535,0.9999,,,,
273,279.46534651524985,292.658615981442,decay_PVL,Frequency,0.21841877,0.9999,0.0001,4.9999,,
273,278.7443664228316,285.3410011559277,decay_win,Frequency,0.20966682,0.99489877,,,,
273,281.48297129581147,294.6762407620036,delta_asymmetric_decay_win,Frequency,1.77213888,0.0001,,,0.0206043084,0.925790515
274,201.9135203191381,208.51015505223413,delta,Baseline,1.4354693,0.08275667,,,,
274,190.3061021496009,203.499371615793,delta_PVL,Baseline,1.65640872,0.0943462103,0.743618794,0.0001,,
274,163.8021986573703,173.6971507570144,delta_asymmetric,Baseline,1.39326104,0.45261219,,,0.01329912,
274,141.71995372498827,148.31658845808434,decay,Baseline,1.61952775,0.48276907,,,,
274,142.7628520599285,155.95612152612065,decay_PVL,Baseline,1.47429242,0.44056435,0.64871,0.32491926,,
274,164.81314295308442,171.4097776861805,decay_win,Baseline,1.71770761,0.58991731,,,,
274,138.0657283838908,151.25899785008295,delta_asymmetric_decay_win,Baseline,1.23697064,0.36315575,,,0.76261346,0.01383675
274,196.9870842187785,203.5837189518746,delta,Frequency,1.11538635,0.83735319,,,,
274,196.9377786497216,210.13104811591373,delta_PVL,Frequency,1.04788001,0.95586107,0.5856041,0.77808094,,
274,198.94368536049848,208.8386374601426,delta_asymmetric,Frequency,1.12268844,0.79057896,,,0.85209013,
274,230.17649486917404,236.7731296022701,decay,Frequency,0.11991421,0.01261229,,,,
274,227.89575368934345,241.0890231555356,decay_PVL,Frequency,0.0558656031,0.0001,0.428463001,4.9999,,
274,227.3471408841744,233.9437756172705,decay_win,Frequency,0.2559326,0.03552193,,,,
274,201.66263614296523,214.85590560915736,delta_asymmetric_decay_win,Frequency,1.18873149,0.66012798,,,0.91411361,0.95388438
275,279.8725814706213,286.4692162037174,delta,Baseline,0.0001,0.0001,,,,
275,283.8725801546407,297.0658496208328,delta_PVL,Baseline,0.0001,0.0001,0.0001,0.0001,,
275,281.8725814706213,291.7675335702654,delta_asymmetric,Baseline,0.0001,0.0001,,,0.0001,
275,277.5011202909197,284.0977550240158,decay,Baseline,0.02780073,0.0001,,,,
275,262.91229688834585,276.10556635453804,decay_PVL,Baseline,0.07724853,0.0001,0.0001,0.0001,,
275,279.63973637663884,286.23637110973493,decay_win,Baseline,0.01387007,0.0001,,,,
275,259.1730013241202,272.36627079031234,delta_asymmetric_decay_win,Baseline,0.145423264,0.0001,,,0.9999,0.375838398
275,272.07001443752324,278.66664917061934,delta,Frequency,0.66984454,0.11013343,,,,
275,275.52689387251723,288.72016333870937,delta_PVL,Frequency,0.4400495,0.11984308,0.9999,4.9999,,
275,271.4620148385054,281.3569669381495,delta_asymmetric,Frequency,0.531117177,0.0001,,,0.9999,
275,274.08716013452226,280.6837948676184,decay,Frequency,0.07875124,0.04686735,,,,
275,276.2592553461876,289.4525248123797,decay_PVL,Frequency,0.08209865,0.05885938,0.9999,4.9999,,
275,273.9991970680458,280.5958318011419,decay_win,Frequency,0.05605798,0.00164553,,,,
275,273.4991463595596,286.6924158257517,delta_asymmetric_decay_win,Frequency,0.552446701,0.0001,,,0.9999,0.970933518
276,275.5366433310951,282.1332780641912,delta,Baseline,4.9999,0.000196322993,,,,
276,278.94662503435404,292.1398945005462,delta_PVL,Baseline,4.9999,0.000222925833,0.9999,0.0001,,
276,275.3794383177569,285.27439041740104,delta_asymmetric,Baseline,2.89585023,0.00329309718,,,0.0001,
276,273.97930764151926,280.5759423746153,decay,Baseline,0.04235013,0.0001,,,,
276,277.4540535998134,290.6473230660055,decay_PVL,Baseline,0.046000048,0.0001,0.9999,0.0001,,
276,271.2842663709311,277.8809011040272,decay_win,Baseline,0.08380163,0.0001,,,,
276,276.3448999910143,289.53816945720644,delta_asymmetric_decay_win,Baseline,0.193263876,0.0001,,,0.9999,0.594537388
276,253.48803254371583,260.084667276812,delta,Frequency,4.9999,0.000293498155,,,,
276,254.7486278808486,267.9418973470408,delta_PVL,Frequency,4.9999,0.000221721629,0.98378253,4.9999,,
276,253.47415339081272,263.36910549045683,delta_asymmetric,Frequency,4.9999,0.000200584197,,,0.000592110701,
276,260.0616655751488,266.6583003082449,decay,Frequency,0.04424517,0.0001,,,,
276,256.7997469492301,269.99301641542223,decay_PVL,Frequency,0.0366759163,0.0001,0.438101187,4.9999,,
276,257.0627450950672,263.65937982816325,decay_win,Frequency,0.09566804,0.0001,,,,
276,254.58104443021213,267.7743138964043,delta_asymmetric_decay_win,Frequency,4.9999,0.000129164405,,,0.0017807758,0.9999
277,206.13116899576383,212.7278037288599,delta,Baseline,4.9999,0.000694296845,,,,
277,209.99436956431973,223.1876390305119,delta_PVL,Baseline,4.9999,0.000732941585,0.9999,0.0001,,
277,191.9412551010718,201.8362072007159,delta_asymmetric,Baseline,3.99613544,0.00294448435,,,0.0001,
277,181.1525284395792,187.7491631726752,decay,Baseline,0.0955702,0.0001,,,,
277,182.07284570299217,195.2661151691843,decay_PVL,Baseline,0.09981039,0.0001,0.0001,0.0001,,
277,194.79421604957028,201.39085078266635,decay_win,Baseline,0.17573135,0.00534757,,,,
277,171.3940892922453,184.58735875843743,delta_asymmetric_decay_win,Baseline,0.124296208,0.0001,,,0.860086389,0.0457720513
277,278.1949829521135,284.7916176852096,delta,Frequency,0.2682845,0.63801321,,,,
277,281.13773972395785,294.33100919015,delta_PVL,Frequency,0.20394088,0.64586345,0.9999,4.9999,,
277,278.8417478165178,288.7366999161619,delta_asymmetric,Frequency,0.34609682,0.9999,,,0.26428335,
277,277.98114809196306,284.5777828250592,decay,Frequency,0.12206001,0.15733847,,,,
277,277.7827783257829,290.976047791975,decay_PVL,Frequency,0.267110488,0.9999,0.0001,4.9999,,
277,278.4087824902679,285.005417223364,decay_win,Frequency,0.09793373,0.13653553,,,,
277,278.72599755255953,291.91926701875167,delta_asymmetric_decay_win,Frequency,0.857619114,0.639455468,,,0.0001,0.0558847799
278,279.5015647682176,286.0981995013137,delta,Baseline,4.9999,0.000101004211,,,,
278,272.2833574309851,285.47662689717725,delta_PVL,Baseline,4.50663038,0.000121026929,0.0001,4.9999,,
278,281.8725788766557,291.76753097629984,delta_asymmetric,Baseline,0.0001,0.0001,,,0.0001,
278,278.794170304719,285.3908050378151,decay,Baseline,0.1710829,0.5186364,,,,
278,274.6449754129396,287.8382448791317,decay_PVL,Baseline,0.08464682,0.00345535,0.0001,0.0001,,
278,270.6727630389992,277.26939777209526,decay_win,Baseline,0.07734817,0.0003944,,,,
278,274.3338695934036,287.5271390595957,delta_asymmetric_decay_win,Baseline,0.13516675,0.00047357,,,0.03202341,0.39666786
278,246.7327586235395,253.3293933566356,delta,Frequency,0.92364645,0.64124242,,,,
278,246.0441774682525,259.2374469344447,delta_PVL,Frequency,1.21146067,0.526937385,0.252804478,0.0001,,
278,248.40130554105235,258.29625764069647,delta_asymmetric,Frequency,1.01641073,0.97116843,,,0.33932947,
278,275.8510541707892,282.4476889038853,decay,Frequency,0.36345282,0.28873446,,,,
278,261.31410790514764,274.50737737133977,decay_PVL,Frequency,0.29503181,0.18178066,0.09048157,4.9999,,
278,273.18105547487374,279.77769020796984,decay_win,Frequency,0.06940491,0.00038047,,,,
278,243.6042140795204,256.79748354571257,delta_asymmetric_decay_win,Frequency,1.05985679,0.60370401,,,0.4791272,0.9999
279,253.86430696667372,260.4609416997698,delta,Baseline,0.70086675,0.9999,,,,
279,255.01089956709296,268.2041690332851,delta_PVL,Baseline,0.858139262,0.9999,0.9999,0.0001,,
279,255.1297468304216,265.02469893006565,delta_asymmetric,Baseline,0.94847517,0.10771811,,,0.9999,
279,241.4167265305967,248.0133612636928,decay,Baseline,1.10981386,0.7467212,,,,
279,243.2899408855808,256.4832103517729,decay_PVL,Baseline,0.85473622,0.74678224,0.14869823,1.00698224,,
279,245.84885549875565,252.4454902318517,decay_win,Baseline,0.6242043,0.21405094,,,,
279,241.7315886800192,254.9248581462113,delta_asymmetric_decay_win,Baseline,1.0119134,0.93683886,,,0.9999,0.37068895
279,241.98898522637052,248.5856199594666,delta,Frequency,1.09765395,0.12396893,,,,
279,244.10266002534468,257.2959294915368,delta_PVL,Frequency,1.39970017,0.124963594,0.898477264,0.0001,,
279,243.530094796114,253.42504689575807,delta_asymmetric,Frequency,1.28728522,0.13916852,,,0.10777793,
279,245.3612401484409,251.957874881537,decay,Frequency,0.1534813,0.04094986,,,,
279,248.77904979231428,261.97231925850645,decay_PVL,Frequency,0.155632815,0.042837402,0.9999,0.0001,,
279,239.0817919489712,245.67842668206725,decay_win,Frequency,0.19351872,0.04552495,,,,
279,242.85882813080187,256.05209759699403,delta_asymmetric_decay_win,Frequency,0.881446078,0.0001,,,0.0001,0.54439834
280,231.429038306848,238.02567303994408,delta,Baseline,1.16873305,0.27257007,,,,
280,231.75002467764443,244.94329414383657,delta_PVL,Baseline,4.9999,0.00406181156,0.0470044916,0.285050801,,
280,231.3823300239012,241.2772821235453,delta_asymmetric,Baseline,1.24390103,0.15809671,,,0.36283404,
280,245.9491430174025,252.54577775049853,decay,Baseline,0.07630301,0.01178078,,,,
280,246.4273241567708,259.62059362296293,decay_PVL,Baseline,0.103792728,0.0264833735,0.0001,4.9999,,
280,243.968651993837,250.56528672693307,decay_win,Baseline,0.18292473,0.03837268,,,,
280,237.01569478479465,250.2089642509868,delta_asymmetric_decay_win,Baseline,1.16905469,0.18535057,,,0.45924178,0.9999
280,278.07811719436506,284.6747519274612,delta,Frequency,0.30109927,0.70118718,,,,
280,280.90387476186095,294.0971442280531,delta_PVL,Frequency,0.20315967,0.66069109,0.9999,4.9999,,
280,279.3563443225433,289.2512964221874,delta_asymmetric,Frequency,0.34891295,0.31498366,,,0.9999,
280,274.3465626815891,280.9431974146852,decay,Frequency,0.57201671,0.9999,,,,
280,277.8064090390702,290.99967850526235,decay_PVL,Frequency,0.47021094,0.9999,0.9999,1.87944041,,
280,279.5996013363282,286.1962360694243,decay_win,Frequency,0.15241385,0.9999,,,,
280,281.4795321219183,294.6728015881104,delta_asymmetric_decay_win,Frequency,0.3447622,0.31929,,,0.9999,0.9999
281,279.73685929096104,286.3334940240572,delta,Baseline,3.77282626,0.0001,,,,
281,283.22747606874026,296.4207455349324,delta_PVL,Baseline,4.57085928,0.0001,0.9999,0.0001,,
281,280.36027610222527,290.2552282018694,delta_asymmetric,Baseline,0.31809955,0.9999,,,0.04900849,
281,279.3200638078327,285.9166985409288,decay,Baseline,0.11216963,0.43974734,,,,
281,281.19474570541104,294.3880151716032,decay_PVL,Baseline,0.268042611,0.855445754,0.0001,0.0001,,
281,271.65269628307146,278.2493310161676,decay_win,Baseline,0.5972958,0.81225326,,,,
281,273.5938658230909,286.787135289283,delta_asymmetric_decay_win,Baseline,1.17104078,0.796529367,,,0.00311822365,0.0001
281,270.1226547843445,276.7192895174406,delta,Frequency,0.36986823,0.9999,,,,
281,270.0895371488548,283.28280661504687,delta_PVL,Frequency,0.58431032,0.9999,0.0839932584,0.0001,,
281,272.1226547843445,282.0176068839886,delta_asymmetric,Frequency,0.36986822,0.9999,,,0.9999,
281,274.2993122004584,280.8959469335545,decay,Frequency,0.18278349,0.08556204,,,,
281,274.53607096930693,287.72934043549907,decay_PVL,Frequency,0.219327567,0.296508067,0.0001,2.60151673,,
281,273.06068398538025,279.65731871847635,decay_win,Frequency,0.13332272,0.01690856,,,,
281,271.9314155286116,285.1246849948037,delta_asymmetric_decay_win,Frequency,0.61515367,0.9999,,,0.9999,0.55746367
282,279.87257947540763,286.46921420850373,delta,Baseline,0.0001,0.0001,,,,
282,281.7379354019597,294.93120486815184,delta_PVL,Baseline,0.135416811,0.160778028,0.0001,4.99989976,,
282,281.5356022778593,291.4305543775034,delta_asymmetric,Baseline,0.14158218,0.00936682,,,0.43829849,
282,279.5029875200903,286.0996222531864,decay,Baseline,0.02800346,0.02727006,,,,
282,274.435589248425,287.62885871461714,decay_PVL,Baseline,0.0858855493,0.0291971256,0.0001,1.67063318,,
282,278.2499633274028,284.8465980604989,decay_win,Baseline,0.06342274,0.02480992,,,,
282,269.68435156660007,282.8776210327922,delta_asymmetric_decay_win,Baseline,0.134337588,0.00391445919,,,0.000482099027,0.0001
282,205.46859685812285,212.0652315912189,delta,Frequency,1.07911947,0.16164131,,,,
282,184.28339253372343,197.4766619999156,delta_PVL,Frequency,0.50514893,0.41517457,0.22765006,4.9999,,
282,193.5082466472176,203.40319874686173,delta_asymmetric,Frequency,0.81162191,0.9999,,,0.00504434,
282,195.99113810793224,202.5877728410283,decay,Frequency,0.30604972,0.06873876,,,,
282,188.79155790821744,201.9848273744096,decay_PVL,Frequency,0.44644013,0.11060673,0.42969515,4.9999,,
282,191.26933026019148,197.86596499328755,decay_win,Frequency,0.25944304,0.04705054,,,,
282,192.0591740583716,205.25244352456372,delta_asymmetric_decay_win,Frequency,0.289094448,0.0703039539,,,0.000106611982,0.0001
283,260.24058728550324,266.83722201859933,delta,Baseline,0.59045682,0.73640375,,,,
283,261.7175654099367,274.91083487612883,delta_PVL,Baseline,0.766296725,0.755731177,0.444696249,0.0001,,
283,255.5227092806586,265.4176613803027,delta_asymmetric,Baseline,1.06320782,0.167704928,,,0.0001,
283,252.40181749194903,258.9984522250451,decay,Baseline,0.08085444,0.01574259,,,,
283,251.99127613133464,265.1845455975268,decay_PVL,Baseline,0.10017747,0.02062644,0.0789551041,0.0001,,
283,250.66678115510928,257.2634158882054,decay_win,Baseline,0.11903406,0.00698216,,,,
283,251.00868653935927,264.20195600555144,delta_asymmetric_decay_win,Baseline,0.120475676,0.0282168471,,,0.0546847345,0.0001
283,270.63220448681574,277.22883921991183,delta,Frequency,0.52887765,0.9999,,,,
283,271.563543673467,284.7568131396592,delta_PVL,Frequency,0.678078644,0.9999,0.9999,0.0001,,
283,233.2661476387365,243.1610997383806,delta_asymmetric,Frequency,3.40811166,0.0100793458,,,0.0001,
283,230.54105893916773,237.13769367226385,decay,Frequency,0.05007818,0.0001,,,,
283,228.0933399333817,241.28660939957388,decay_PVL,Frequency,0.04164043,0.0001,0.07852029,0.0001,,
283,219.3988560651954,225.99549079829143,decay_win,Frequency,0.36397023,0.08530641,,,,
283,223.32530341394485,236.518572880137,delta_asymmetric_decay_win,Frequency,4.14630471,0.000778496707,,,0.0001,0.725278513
284,244.7616315338857,251.3582662669818,delta,Baseline,4.9999,0.000170373322,,,,
284,238.9505377020741,252.1438071682662,delta_PVL,Baseline,4.9999,0.000179641252,0.9999,4.9999,,
284,117.40616380239648,127.3011159020406,delta_asymmetric,Baseline,2.30972715,0.01263043,,,0.9999,
284,215.46428109080685,222.0609158239029,decay,Baseline,0.19167872,0.03714322,,,,
284,198.9093531944007,212.10262266059283,decay_PVL,Baseline,0.23621629,0.03881173,0.9999,4.9999,,
284,225.5002434030084,232.0968781361045,decay_win,Baseline,0.14916559,0.02962099,,,,
284,106.2277026180986,119.42097208429075,delta_asymmetric_decay_win,Baseline,3.05959522,0.00583708,,,0.9999,0.91336937
284,279.87258334836577,286.46921808146186,delta,Frequency,0.0001,0.0001,,,,
284,283.8687063042064,297.06197577039853,delta_PVL,Frequency,0.0249849454,0.351232125,0.0001,0.000103091769,,
284,273.190193404594,283.0851455042381,delta_asymmetric,Frequency,2.74351684,0.0169777019,,,0.0001,
284,246.92439275621325,253.5210274893093,decay,Frequency,0.115666393,0.0001,,,,
284,246.22235712665457,259.4156265928467,decay_PVL,Frequency,0.115180267,0.00223218223,0.822970317,0.0001,,
284,249.19654123104783,255.7931759641439,decay_win,Frequency,0.20373762,0.03033478,,,,
284,229.93159662253916,243.12486608873127,delta_asymmetric_decay_win,Frequency,0.86625615,0.00886975,,,0.28626854,0.43432937
285,246.09366986580065,252.69030459889672,delta,Baseline,0.75645693,0.9999,,,,
285,210.27203148710697,223.4653009532991,delta_PVL,Baseline,0.229184143,0.9999,0.0001,4.9999,,
285,207.01379189221743,216.9087439918616,delta_asymmetric,Baseline,0.83825454,0.9999,,,0.00982846,
285,229.9078309652461,236.50446569834216,decay,Baseline,1.67158342,0.9999,,,,
285,176.19739979573558,189.3906692619277,decay_PVL,Baseline,1.4060031,0.694894812,0.0001,0.0001,,
285,208.60995336743704,215.20658810053308,decay_win,Baseline,1.22738682,0.58143469,,,,
285,183.46680524428896,196.6600747104811,delta_asymmetric_decay_win,Baseline,2.35155933,0.9999,,,0.23460014,0.35071407
285,270.03225755354146,276.62889228663755,delta,Frequency,1.03211939,0.05810887,,,,
285,272.94038056218625,286.1336500283784,delta_PVL,Frequency,0.91414582,0.05562303,0.9999,4.9999,,
285,250.18039223545324,260.0753443350973,delta_asymmetric,Frequency,1.66686403,0.0676170951,,,0.0001,
285,209.50405026220216,216.10068499529825,decay,Frequency,0.63492949,0.16045088,,,,
285,212.77947299197007,225.9727424581622,decay_PVL,Frequency,0.60473372,0.16800365,0.56913206,0.81360858,,
285,215.10394366306596,221.700578396162,decay_win,Frequency,0.50656209,0.11327649,,,,
285,208.45630023429223,221.6495697004844,delta_asymmetric_decay_win,Frequency,0.84332585,0.16475368,,,0.29894422,0.25367195
286,192.9512264958432,199.54786122893924,delta,Baseline,3.87896927,0.00317368606,,,,
286,87.4911348683911,100.68440433458323,delta_PVL,Baseline,3.48108302,0.01945948,0.42086339,4.9999,,
286,117.90336818746336,127.79832028710746,delta_asymmetric,Baseline,4.20657367,0.01007028,,,0.02909415,
286,184.0009647414746,190.59759947457067,decay,Baseline,2.44295031,0.98372531,,,,
286,175.35138687113636,188.5446563373285,decay_PVL,Baseline,1.85880778,0.947469318,0.426393281,0.0001,,
286,209.7390929314988,216.33572766459488,decay_win,Baseline,0.13902002,0.0013525,,,,
286,89.10572640415675,102.2989958703489,delta_asymmetric_decay_win,Baseline,4.75436775,0.0001,,,0.0537755931,0.95971833
286,211.0932435840757,217.6898783171718,delta,Frequency,1.87299342,0.27664651,,,,
286,209.79240607211625,222.9856755383084,delta_PVL,Frequency,1.99168302,0.305929067,0.9999,0.0001,,
286,176.91715246255592,186.81210456220003,delta_asymmetric,Frequency,1.89964931,0.92440443,,,0.17721043,
286,143.47878992557511,150.07542465867118,decay,Frequency,0.18334046,0.01579664,,,,
286,144.63759596479994,157.83086543099208,decay_PVL,Frequency,0.0758890577,0.0001,0.0001,4.9999,,
286,142.67090119229678,149.26753592539285,decay_win,Frequency,0.27306808,0.00996634,,,,
286,142.55923849536777,155.7525079615599,delta_asymmetric_decay_win,Frequency,1.781058,0.03347175,,,0.0069035,0.71984719
287,259.5093564662537,266.1059911993498,delta,Baseline,4.9999,0.000257643044,,,,
287,257.9941261104983,271.1873955766905,delta_PVL,Baseline,4.9999,0.000103354676,0.0001,4.9999,,
287,257.3188312842124,267.2137833838564,delta_asymmetric,Baseline,3.41077684,0.0001,,,0.00459297803,
287,262.5291629738337,269.1257977069298,decay,Baseline,0.04583774,0.0001,,,,
287,260.6002605427956,273.7935300089877,decay_PVL,Baseline,0.0198874872,0.0001,0.0001,4.9999,,
287,278.9563832549217,285.5530179880178,decay_win,Baseline,0.1881089,0.9999,,,,
287,260.05926510712845,273.25253457332064,delta_asymmetric_decay_win,Baseline,2.23385297,0.000682947968,,,0.0151748768,0.736301753
287,279.8725790782096,286.4692138113057,delta,Frequency,0.0001,0.0001,,,,
287,277.6263738679236,290.8196433341157,delta_PVL,Frequency,0.279473679,0.45666822,0.0001,2.50742732,,
287,254.93935088776348,264.8343029874076,delta_asymmetric,Frequency,2.72312299,0.0247322593,,,0.0001,
287,250.600881814385,257.1975165474811,decay,Frequency,0.07884357,0.0001,,,,
287,241.8456305306267,255.03889999681883,decay_PVL,Frequency,0.07869637,0.0001,0.0001,0.0001,,
287,242.1400798735689,248.736714606665,decay_win,Frequency,0.31723971,0.00440637,,,,
287,239.99577992756815,253.1890493937603,delta_asymmetric_decay_win,Frequency,0.0793970312,0.0001,,,0.984098264,0.0001
288,270.54488362985006,277.14151836294616,delta,Baseline,0.56329623,0.5092034,,,,
288,273.4462343734447,286.63950383963686,delta_PVL,Baseline,0.68620941,0.532695839,0.9999,0.0001,,
288,209.5873456334577,219.4822977331018,delta_asymmetric,Baseline,2.01140136,0.160639941,,,0.0001,
288,205.8713655116809,212.468000244777,decay,Baseline,0.24010961,0.03376569,,,,
288,205.31111516580364,218.50438463199575,decay_PVL,Baseline,0.2846663,0.0393938472,0.9999,0.0001,,
288,202.53878001325884,209.1354147463549,decay_win,Baseline,0.27943452,0.00095796,,,,
288,198.63265720941828,211.8259266756104,delta_asymmetric_decay_win,Baseline,0.426533614,0.0481700757,,,0.0001,0.217951837
288,276.01789146483867,282.6145261979348,delta,Frequency,0.32036038,0.9999,,,,
288,279.3853033889524,292.57857285514456,delta_PVL,Frequency,0.353844335,0.9999,0.9999,0.0001,,
288,277.50696230210326,287.4019144017474,delta_asymmetric,Frequency,0.3626187,0.9999,,,0.7674358,
288,279.87455827492386,286.47119300801995,decay,Frequency,0.0001,0.9999,,,,
288,283.31756137770003,296.51083084389217,decay_PVL,Frequency,0.00408262845,0.0001,0.0001,4.9999,,
288,278.61655941479745,285.21319414789355,decay_win,Frequency,0.05227044,0.0001,,,,
288,280.27136098954736,293.4646304557395,delta_asymmetric_decay_win,Frequency,0.33192062,0.9999,,,0.78790793,0.9999
289,66.20528681533807,72.80192154843414,delta,Baseline,2.07074191,0.09015749,,,,
289,44.88242015304143,58.07568961923357,delta_PVL,Baseline,4.9999,0.49562993,0.08608231,4.9999,,
289,14.82040534152128,24.715357441165388,delta_asymmetric,Baseline,4.9999,0.29799582,,,0.74698105,
289,34.69909406263548,41.29572879573156,decay,Baseline,4.9999,0.29107466,,,,
289,38.5007929669308,51.69406243312295,decay_PVL,Baseline,4.9999,0.32876957,0.62312916,0.6138211,,
289,42.55605568334081,49.15269041643688,decay_win,Baseline,4.9999,0.33204215,,,,
289,15.506379830265692,28.699649296457835,delta_asymmetric_decay_win,Baseline,4.9999,0.07886517,,,0.4008619,0.9999
289,138.78910935373912,145.3857440868352,delta,Frequency,3.97441556,0.00206859179,,,,
289,138.32882029915135,151.5220897653435,delta_PVL,Frequency,2.47811852,0.0153617584,0.219320081,0.0001,,
289,139.55022110661477,149.4451732062589,delta_asymmetric,Frequency,2.96977824,0.00833931209,,,0.0001,
289,139.26692660573124,145.8635613388273,decay,Frequency,0.141923772,0.0001,,,,
289,139.49448117537315,152.6877506415653,decay_PVL,Frequency,0.138666589,0.0001,0.296491036,0.0001,,
289,135.4547004711497,142.05133520424576,decay_win,Frequency,0.122247265,0.0001,,,,
289,134.19323073883805,147.3865002050302,delta_asymmetric_decay_win,Frequency,0.216644812,0.0001,,,0.389354131,0.0832420641
290,261.2364032443504,267.83303797744645,delta,Baseline,0.89544765,0.19555751,,,,
290,264.93671619419257,278.1299856603847,delta_PVL,Baseline,1.17705812,0.17189189,0.29805572,0.30305124,,
290,260.7731083802148,270.6680604798589,delta_asymmetric,Baseline,0.96857545,0.00587288,,,0.63739471,
290,262.56269344267776,269.15932817577385,decay,Baseline,0.03892217,0.0001,,,,
290,265.6807973464184,278.87406681261047,decay_PVL,Baseline,0.07239215,0.01901314,0.94064181,4.9999,,
290,263.0710844912149,269.667719224311,decay_win,Baseline,0.07955577,0.00374147,,,,
290,263.0301159266526,276.2233853928448,delta_asymmetric_decay_win,Baseline,0.94367416,0.00875595,,,0.65026616,0.9999
290,279.87257830969,286.4692130427861,delta,Frequency,0.0001,0.0001,,,,
290,283.87257813314284,297.065847599335,delta_PVL,Frequency,0.0001,0.0001,0.9999,0.0001,,
290,281.872578197056,291.76753029670004,delta_asymmetric,Frequency,0.0001,0.0001,,,0.0001,
290,279.87536748610967,286.47200221920576,decay,Frequency,0.0001,0.207646826,,,,
290,283.8692330441719,297.062502510364,decay_PVL,Frequency,0.000285287566,0.0001,0.0001,4.9999,,
290,279.87514551577334,286.47178024886944,decay_win,Frequency,0.0001,0.673831158,,,,
290,283.8725787699666,297.0658482361588,delta_asymmetric_decay_win,Frequency,0.0001,0.0001,,,0.0001,0.9999
291,279.87258952098404,286.46922425408013,delta,Baseline,0.0001,0.0001,,,,
291,283.87258193490896,297.0658514011011,delta_PVL,Baseline,0.0001,0.0001,0.0001,0.0001,,
291,149.46453893621737,159.35949103586148,delta_asymmetric,Baseline,2.14419063,0.67885636,,,0.02062119,
291,168.65172365307038,175.24835838616644,decay,Baseline,0.40112576,0.07116457,,,,
291,171.5582248307537,184.75149429694585,decay_PVL,Baseline,0.3992717,0.0715480406,0.9999,0.0001,,
291,178.56131768933204,185.1579524224281,decay_win,Baseline,0.51175967,0.09981183,,,,
291,148.04696462779862,161.24023409399075,delta_asymmetric_decay_win,Baseline,4.9999,0.00116028717,,,0.058922221,0.170240625
