Subnum,AIC,BIC,model,Condition,t,alpha,scale,la,alpha_neg,weight
456,270.331044406624,276.92767913972006,delta,Baseline,0.48037256,0.9999,,,,
456,272.02196627066627,285.2152357368584,delta_PVL,Baseline,0.55765635,0.977838062,0.9999,0.0001,,
456,210.07683697280868,219.9717890724528,delta_asymmetric,Baseline,2.64769884,0.0632259915,,,0.0001,
456,177.8073475825153,184.40398231561136,decay,Baseline,1.00075727,0.15002088,,,,
456,160.6023998193496,173.79566928554175,decay_PVL,Baseline,0.90297914,0.222833689,0.0001,0.0429049817,,
456,159.30695633926453,165.9035910723606,decay_win,Baseline,1.15548546,0.21859702,,,,
456,164.38005465456112,177.57332412075326,delta_asymmetric_decay_win,Baseline,1.32054788,0.22062271,,,0.36766483,0.07285431
456,269.46831231633706,276.0649470494332,delta,Frequency,0.49605834,0.9999,,,,
456,271.5713553275361,284.7646247937282,delta_PVL,Frequency,0.597272589,0.9999,0.264247621,0.0001,,
456,271.46831231633684,281.3632644159809,delta_asymmetric,Frequency,0.49605833,0.9999,,,0.9999,
456,267.6774528346928,274.27408756778885,decay,Frequency,0.23050307,0.09181112,,,,
456,271.32830438042055,284.5215738466127,decay_PVL,Frequency,0.229939575,0.0961476618,0.820397953,0.0001,,
456,267.5334844214383,274.1301191545344,decay_win,Frequency,0.25037357,0.12285717,,,,
456,269.8350594370166,283.0283289032087,delta_asymmetric_decay_win,Frequency,0.222446344,0.0852569427,,,0.0289107264,0.0001
457,243.7154685871727,250.3121033202688,delta,Baseline,4.9999,0.000734904613,,,,
457,236.15794853394104,249.3512180001332,delta_PVL,Baseline,4.9999,0.000631527927,0.9999,0.0001,,
457,222.9753936568449,232.87034575648897,delta_asymmetric,Baseline,1.64378605,0.0463282488,,,0.0001,
457,200.17221897013516,206.7688537032312,decay,Baseline,0.68392936,0.12325272,,,,
457,178.83270912885396,192.0259785950461,decay_PVL,Baseline,0.968301237,0.332086441,0.0001,0.0001,,
457,180.77554428359107,187.37217901668717,decay_win,Baseline,1.09649494,0.29804782,,,,
457,187.22926203039677,200.42253149658887,delta_asymmetric_decay_win,Baseline,0.780846854,0.221948337,,,0.740929148,0.0001
457,181.89730991714464,188.4939446502407,delta,Frequency,2.09264438,0.01480547,,,,
457,181.6608383200959,194.85410778628804,delta_PVL,Frequency,2.82395775,0.0190682871,0.153478903,0.0001,,
457,173.34592611516135,183.24087821480543,delta_asymmetric,Frequency,1.14792334,0.9999,,,0.00594816,
457,165.00243378604057,171.59906851913664,decay,Frequency,0.26603232,0.04489931,,,,
457,164.97316457020872,178.16643403640086,decay_PVL,Frequency,0.293355852,0.0749444024,0.0001,0.0001,,
457,162.24089276095629,168.83752749405235,decay_win,Frequency,0.35922442,0.05327267,,,,
457,160.3851814711614,173.57845093735352,delta_asymmetric_decay_win,Frequency,0.403356525,0.0834016671,,,0.0001,0.0001
458,279.87257948598864,286.46921421908473,delta,Baseline,0.0001,0.0001,,,,
458,283.872579135774,297.06584860196614,delta_PVL,Baseline,0.0001,0.0001,0.0001,0.0001,,
458,281.87257948598864,291.76753158563275,delta_asymmetric,Baseline,0.0001,0.0001,,,0.0001,
458,278.67839782464614,285.27503255774224,decay,Baseline,0.03758629,0.0001,,,,
458,277.6399109644553,290.8331804306474,decay_PVL,Baseline,0.03654888,0.0001,0.0001,0.0001,,
458,279.8725780044623,286.4692127375584,decay_win,Baseline,0.0001,0.9999,,,,
458,269.9361649394878,283.12943440567994,delta_asymmetric_decay_win,Baseline,1.05269698,0.0001,,,0.257056595,0.64997626
458,188.43726517316503,195.03389990626115,delta,Frequency,3.05519596,0.03070133,,,,
458,189.52473751337544,202.7180069795676,delta_PVL,Frequency,2.93675181,0.0363849237,0.9999,0.0001,,
458,188.43696091506632,198.33191301471044,delta_asymmetric,Frequency,4.21242849,0.00783727,,,0.00624683,
458,211.29901508980163,217.8956498228977,decay,Frequency,0.63256186,0.18134323,,,,
458,191.0668037914528,204.26007325764493,decay_PVL,Frequency,0.328700472,0.0372954795,0.0001,3.5991267,,
458,213.82840167402745,220.4250364071235,decay_win,Frequency,0.63115361,0.16505767,,,,
458,199.61195561580175,212.8052250819939,delta_asymmetric_decay_win,Frequency,1.87989241,0.04298392,,,0.18510419,0.88431033
459,227.7251089822543,234.3217437153504,delta,Baseline,1.06260173,0.57293395,,,,
459,228.8726210090617,242.06589047525384,delta_PVL,Baseline,1.16331463,0.557937222,0.842987407,0.0001,,
459,212.7385176467469,222.63346974639103,delta_asymmetric,Baseline,0.845945811,0.947235448,,,0.0001,
459,239.35815431664992,245.954789049746,decay,Baseline,0.59137372,0.25327358,,,,
459,243.21136020098595,256.4046296671781,decay_PVL,Baseline,0.605648349,0.259965223,0.9999,0.0001,,
459,238.6547699614315,245.2514046945276,decay_win,Baseline,0.5754321,0.20600099,,,,
459,205.60382608506703,218.7970955512592,delta_asymmetric_decay_win,Baseline,4.34380347,0.0001,,,0.0001,0.265862495
459,246.9151432001704,253.51177793326647,delta,Frequency,0.99500254,0.68530452,,,,
459,235.8841035635805,249.07737302977264,delta_PVL,Frequency,1.20055553,0.733329222,0.392553,0.0001,,
459,240.85310580792603,250.74805790757011,delta_asymmetric,Frequency,0.77801372,0.92128549,,,0.01119789,
459,230.6053360892449,237.20197082234097,decay,Frequency,0.85136733,0.28278557,,,,
459,229.13451178324547,242.3277812494376,decay_PVL,Frequency,0.76452548,0.30449345,0.32093491,0.1369596,,
459,219.51281946155868,226.10945419465477,decay_win,Frequency,0.78084535,0.23570406,,,,
459,207.37156002481743,220.5648294910096,delta_asymmetric_decay_win,Frequency,4.9999,0.87170348,,,0.01745578,0.48199366
460,212.747837918823,219.34447265191903,delta,Baseline,1.08930596,0.49641837,,,,
460,194.8751762690569,208.06844573524904,delta_PVL,Baseline,0.51882309,0.64696685,0.22850886,4.9999,,
460,189.1115227558145,199.00647485545863,delta_asymmetric,Baseline,2.17234532,0.02275898,,,0.34389907,
460,181.45212621220327,188.0487609452993,decay,Baseline,0.64627875,0.14703231,,,,
460,185.4403639645585,198.63363343075065,decay_PVL,Baseline,0.64762384,0.14791384,0.9999,0.83004208,,
460,187.7245148740034,194.32114960709947,decay_win,Baseline,0.6306574,0.12623812,,,,
460,151.63371408039816,164.8269835465903,delta_asymmetric_decay_win,Baseline,2.79982811,0.02194894,,,0.46667918,0.69982217
460,169.99894943736876,176.59558417046483,delta,Frequency,4.9999,0.00140958607,,,,
460,154.880564967775,168.07383443396714,delta_PVL,Frequency,4.9999,0.00160913809,0.9999,0.0001,,
460,49.70314902526785,59.59810112491196,delta_asymmetric,Frequency,3.70568642,0.658205448,,,0.0001,
460,36.45682526311238,43.05345999620845,decay,Frequency,2.94994394,0.06211957,,,,
460,18.867077660545192,32.06034712673734,decay_PVL,Frequency,2.99813312,0.0001,0.381473837,0.935867974,,
460,51.13400827840616,57.73064301150224,decay_win,Frequency,3.30521724,0.00475503,,,,
460,18.813710333189142,32.00697979938129,delta_asymmetric_decay_win,Frequency,4.99989747,0.45480037,,,0.14958497,0.9999
461,278.6992657399085,285.2959004730046,delta,Baseline,0.24758774,0.44447487,,,,
461,281.37140339206604,294.5646728582582,delta_PVL,Baseline,0.500221565,0.596708125,0.0718972559,0.0001,,
461,278.87237453694183,288.76732663658595,delta_asymmetric,Baseline,0.45343644,0.12213434,,,0.9999,
461,279.3255444945479,285.922179227644,decay,Baseline,0.05226674,0.06477211,,,,
461,279.8825248630613,293.0757943292535,decay_PVL,Baseline,0.0832729006,0.13644767,0.0001,4.9999,,
461,279.5975502079492,286.1941849410453,decay_win,Baseline,0.02887279,0.04934713,,,,
461,280.0599690196936,293.25323848588573,delta_asymmetric_decay_win,Baseline,0.48831517,0.14202302,,,0.9999,0.9999
461,279.0843841972389,285.681018930335,delta,Frequency,0.27882866,0.19969396,,,,
461,281.7298325664762,294.92310203266834,delta_PVL,Frequency,0.14455717,0.9999,0.9999,4.9999,,
461,279.8103796121761,289.70533171182024,delta_asymmetric,Frequency,0.603503932,0.0001,,,0.397880176,
461,279.8573840431632,286.45401877625926,decay,Frequency,0.00202268,0.00802565,,,,
461,283.5475193317158,296.74078879790795,decay_PVL,Frequency,0.01887661,0.03970225,0.82640945,4.9999,,
461,279.72128839852803,286.3179231316241,decay_win,Frequency,0.01118616,0.01044861,,,,
461,281.79247320070164,294.98574266689377,delta_asymmetric_decay_win,Frequency,0.38906562,0.02907704,,,0.90893647,0.9999
462,274.86083190407334,281.45746663716943,delta,Baseline,0.87566538,0.05932792,,,,
462,260.8909266944453,274.0841961606374,delta_PVL,Baseline,0.505164309,0.259824573,0.0001,4.9999,,
462,271.72127081467096,281.6162229143151,delta_asymmetric,Baseline,0.713200683,0.202756467,,,0.0001,
462,275.55405806244005,282.15069279553614,decay,Baseline,0.04503995,0.0203898,,,,
462,273.18743761833497,286.3807070845271,decay_PVL,Baseline,0.187879589,0.167484307,0.0001,4.9999,,
462,275.3309267132253,281.9275614463214,decay_win,Baseline,0.04431689,0.00607135,,,,
462,266.6760067502236,279.86927621641576,delta_asymmetric_decay_win,Baseline,3.07800144,0.000228241382,,,0.0115376926,0.758663757
462,276.0694319445908,282.6660666776869,delta,Frequency,0.57595939,0.08033384,,,,
462,279.1589942767621,292.3522637429542,delta_PVL,Frequency,0.760012912,0.066613269,0.9999,0.0001,,
462,254.8912163144448,264.7861684140889,delta_asymmetric,Frequency,0.922506457,0.386993397,,,0.000187291065,
462,249.47386672451523,256.07050145761133,decay,Frequency,0.16774898,0.01836289,,,,
462,244.5807961851635,257.77406565135567,decay_PVL,Frequency,0.21680865,0.0335038634,0.0001,0.76910846,,
462,250.4746391520769,257.07127388517296,decay_win,Frequency,0.26510182,0.03884241,,,,
462,242.69837820818188,255.891647674374,delta_asymmetric_decay_win,Frequency,0.3678129,0.07298146,,,0.10163456,0.06570991
463,181.7354023844348,188.33203711753083,delta,Baseline,1.72196087,0.13375485,,,,
463,172.7623945774265,185.95566404361864,delta_PVL,Baseline,3.79342633,0.01418691,0.33721621,0.68411853,,
463,176.23755799106445,186.13251009070856,delta_asymmetric,Baseline,1.98575903,0.03154894,,,0.27216097,
463,184.30859832552733,190.9052330586234,decay,Baseline,0.54056683,0.1181997,,,,
463,180.4326517673776,193.6259212335697,decay_PVL,Baseline,0.142535075,0.0215229495,0.0041492724,4.9999,,
463,186.4899920145896,193.08662674768567,decay_win,Baseline,0.59272254,0.10787408,,,,
463,177.4112585010999,190.60452796729203,delta_asymmetric_decay_win,Baseline,2.09524585,0.00580463,,,0.28707117,0.9999
463,273.6986852444065,280.2953199775026,delta,Frequency,4.9999,0.000206132136,,,,
463,273.94172161485693,287.13499108104907,delta_PVL,Frequency,4.9999,0.000294686189,0.9999,0.0001,,
463,266.80221392727464,276.69716602691875,delta_asymmetric,Frequency,3.21863653,0.00295724367,,,0.0001,
463,259.5852811170605,266.1819158501566,decay,Frequency,0.47843797,0.30299166,,,,
463,255.6100302082741,268.80329967446625,decay_PVL,Frequency,0.06723917,0.0001,0.0001,0.07845379,,
463,255.9672971768476,262.5639319099437,decay_win,Frequency,0.56574047,0.41689781,,,,
463,254.72759317414997,267.9208626403421,delta_asymmetric_decay_win,Frequency,0.203494559,0.0001,,,0.928559327,0.468686472
464,256.9218362555922,263.51847098868825,delta,Baseline,4.9999,0.000550990668,,,,
464,258.60531625384675,271.7985857200389,delta_PVL,Baseline,4.9999,0.000572777446,0.140333236,1.87757338,,
464,258.901243326118,268.7961954257621,delta_asymmetric,Baseline,4.9999,0.000524346505,,,0.000677485563,
464,222.0158670613596,228.61250179445565,decay,Baseline,1.44775363,0.87461786,,,,
464,210.387929100718,223.5811985669101,decay_PVL,Baseline,1.18283276,0.863818422,0.167511985,0.0001,,
464,251.8227176737476,258.4193524068437,decay_win,Baseline,1.08763839,0.90124713,,,,
464,227.0261884478864,240.21945791407853,delta_asymmetric_decay_win,Baseline,1.1706111,0.82853761,,,0.84560571,0.02448236
464,247.9993369623116,254.59597169540768,delta,Frequency,4.9999,0.000268603247,,,,
464,251.4226063704399,264.61587583663203,delta_PVL,Frequency,4.9999,0.000136623969,0.660741083,4.9999,,
464,250.15910402827845,260.05405612792254,delta_asymmetric,Frequency,4.9999,0.000289582429,,,0.000152121532,
464,248.20712207656703,254.80375680966316,decay,Frequency,0.06015377,0.0001,,,,
464,250.55315609844013,263.74642556463226,decay_PVL,Frequency,0.0436116448,0.0001,0.0001,1.31143941,,
464,249.2396096672612,255.8362444003573,decay_win,Frequency,0.0906124,0.01060323,,,,
464,251.76034135510164,264.9536108212938,delta_asymmetric_decay_win,Frequency,3.82326259,0.00111751058,,,0.0001,0.926436688
465,270.9946134295473,277.5912481626434,delta,Baseline,4.9999,0.000185209407,,,,
465,261.55394101863897,274.7472104848311,delta_PVL,Baseline,4.93132829,0.0001,0.0001,4.9999,,
465,264.34824835684583,274.24320045648994,delta_asymmetric,Baseline,3.2440954,0.0001,,,0.00655648309,
465,271.0599804590997,277.6566151921958,decay,Baseline,0.04060325,0.0001,,,,
465,260.23929179006666,273.43256125625885,decay_PVL,Baseline,0.463150785,0.9999,0.0001,1.98373738,,
465,263.99682788552934,270.59346261862544,decay_win,Baseline,0.11535108,0.01459438,,,,
465,263.0229719854626,276.2162414516548,delta_asymmetric_decay_win,Baseline,0.121820075,0.0001,,,0.038242579,0.0001
465,253.59470145663573,260.1913361897318,delta,Frequency,1.05835766,0.09025237,,,,
465,238.55791364134737,251.7511831075395,delta_PVL,Frequency,4.9999,0.000173469203,0.0001,4.9999,,
465,238.90834055160747,248.8032926512516,delta_asymmetric,Frequency,3.38715073,0.0001,,,0.012704482,
465,264.45948800506784,271.05612273816394,decay,Frequency,0.04170263,0.0001,,,,
465,250.43192462988952,263.62519409608166,decay_PVL,Frequency,0.0249822738,0.0001,0.0001,4.9999,,
465,262.9612373843596,269.5578721174557,decay_win,Frequency,0.58347996,0.45700678,,,,
465,244.85298678042383,258.046256246616,delta_asymmetric_decay_win,Frequency,3.29245326,0.0001,,,0.0192536236,0.9999
466,277.2419554858851,283.8385902189812,delta,Baseline,4.9999,0.000103399747,,,,
466,277.48238271056204,290.67565217675417,delta_PVL,Baseline,4.9999,0.000182878944,0.9999,0.0001,,
466,270.74514978021404,280.6401018798581,delta_asymmetric,Baseline,2.29521367,0.00616818655,,,0.0001,
466,267.9674213960576,274.5640561291537,decay,Baseline,0.13533865,0.03016662,,,,
466,257.1080645518223,270.3013340180144,decay_PVL,Baseline,0.09268621,0.01389035,0.0001,0.0001,,
466,267.70640092687984,274.30303565997593,decay_win,Baseline,0.20394928,0.04583603,,,,
466,251.3460174754697,264.5392869416618,delta_asymmetric_decay_win,Baseline,2.99957033,0.0012920142,,,0.0001,0.638705455
466,268.16451716518145,274.76115189827755,delta,Frequency,0.79061976,0.22616353,,,,
466,266.7930349296216,279.9863043958137,delta_PVL,Frequency,0.990731329,0.265674537,0.9999,0.0001,,
466,243.31575158526095,253.2107036849051,delta_asymmetric,Frequency,1.58492623,0.562192567,,,0.0001,
466,245.74764495884853,252.34427969194465,decay,Frequency,0.10698591,0.02000955,,,,
466,248.9111036851444,262.1043731513366,decay_PVL,Frequency,0.13515627,0.0289653187,0.923712774,0.0001,,
466,244.62000994970845,251.2166446828045,decay_win,Frequency,0.1594964,0.03380442,,,,
466,245.96201033272007,259.1552797989122,delta_asymmetric_decay_win,Frequency,0.19189781,0.01133295,,,0.39381492,0.45883682
467,279.28530657104085,285.88194130413694,delta,Baseline,0.10663728,0.9999,,,,
467,282.15684851747443,295.35011798366656,delta_PVL,Baseline,0.0519926,0.97166579,0.05370367,4.9999,,
467,281.28530657104096,291.1802586706851,delta_asymmetric,Baseline,0.10663733,0.9999,,,0.9999,
467,279.67998871438704,286.27662344748313,decay,Baseline,0.06056846,0.20080898,,,,
467,283.0201711638816,296.2134406300737,decay_PVL,Baseline,0.0910044954,0.129561221,0.0001,0.0001,,
467,279.33848024408,285.93511497717606,decay_win,Baseline,0.11943009,0.2475657,,,,
467,281.8470107810275,295.04028024721964,delta_asymmetric_decay_win,Baseline,0.17248782,0.1572397,,,0.9999,0.04895247
467,272.21938505049644,278.81601978359254,delta,Frequency,0.3406751,0.9999,,,,
467,274.9926814658457,288.1859509320378,delta_PVL,Frequency,0.38890092,0.9999,0.9999,0.0001,,
467,274.21938505049644,284.11433715014056,delta_asymmetric,Frequency,0.34067509,0.9999,,,0.9999,
467,274.7645062178558,281.3611409509519,decay,Frequency,0.26074316,0.26694559,,,,
467,278.22815065766883,291.42142012386097,decay_PVL,Frequency,0.2521079,0.28356541,0.9999,3.32935635,,
467,279.0463228306422,285.6429575637383,decay_win,Frequency,0.13501612,0.24655295,,,,
467,263.6046683078614,276.7979377740536,delta_asymmetric_decay_win,Frequency,0.628305102,0.319341861,,,0.0446392127,0.0001
468,266.1362362403551,272.7328709734512,delta,Baseline,0.58810842,0.9999,,,,
468,267.15347823876624,280.3467477049584,delta_PVL,Baseline,0.755813764,0.9999,0.9999,0.0001,,
468,268.1361840426825,278.0311361423266,delta_asymmetric,Baseline,0.58810947,0.9999,,,0.9999,
468,269.77049443418565,276.36712916728175,decay,Baseline,0.57648503,0.56343468,,,,
468,269.1341902789735,282.32745974516564,decay_PVL,Baseline,0.59018286,0.55107249,0.89222192,4.9999,,
468,269.41610978653887,276.01274451963496,decay_win,Baseline,0.48839412,0.33682029,,,,
468,265.8199092145151,279.01317868070726,delta_asymmetric_decay_win,Baseline,0.91283537,0.9999,,,0.9999,0.54043072
468,276.190077604245,282.7867123373411,delta,Frequency,4.9999,0.000130620562,,,,
468,279.57128691388493,292.76455638007707,delta_PVL,Frequency,4.9999,0.000152815425,0.9999,0.0001,,
468,276.1565014996626,286.05145359930674,delta_asymmetric,Frequency,3.12458364,0.00157592691,,,0.0001,
468,272.01373511792247,278.61036985101856,decay,Frequency,0.03430348,0.0001,,,,
468,265.0457918112451,278.23906127743726,decay_PVL,Frequency,0.04149928,0.0001,0.0001,0.0001,,
468,277.875203323426,284.4718380565221,decay_win,Frequency,0.04112162,0.0001,,,,
468,263.9664924485871,277.1597619147792,delta_asymmetric_decay_win,Frequency,0.0429172244,0.0001,,,0.9999,0.0001
469,262.9692294676631,269.5658642007592,delta,Baseline,0.56530101,0.83777695,,,,
469,266.2086222004881,279.4018916666803,delta_PVL,Baseline,0.653916993,0.9999,0.329908095,0.0001,,
469,237.4319723095058,247.3269244091499,delta_asymmetric,Baseline,1.17409696,0.0001,,,0.9999,
469,254.67462982617516,261.27126455927123,decay,Baseline,0.03904348,0.0001,,,,
469,257.47588163787105,270.6691511040632,decay_PVL,Baseline,0.042390378,0.0001,0.9999,0.0001,,
469,249.60509760723448,256.2017323403306,decay_win,Baseline,0.10021846,0.00126599,,,,
469,239.029774949886,252.22304441607812,delta_asymmetric_decay_win,Baseline,1.21497485,0.0001,,,0.9999,0.9999
469,256.6725749717377,263.26920970483377,delta,Frequency,4.9999,0.000241610343,,,,
469,259.59769460039786,272.79096406659,delta_PVL,Frequency,4.9999,0.000250294293,0.9999,0.0001,,
469,255.6410672780877,265.5360193777318,delta_asymmetric,Frequency,3.26958369,0.00190719387,,,0.0001,
