Subnum,Condition,EstA,EstB,EstC,EstD,A_Confidence,B_Confidence,C_Confidence,D_Confidence,Phase
385,Baseline,8.0,0.0,8.0,0.0,4.0,10.0,3.0,10.0,6
385,Baseline,24.0,7.5,22.5,9.0,4.0,4.0,5.0,4.0,7
385,Frequency,3.5,1.0,0.4,5.5,4.0,3.0,5.0,6.0,1
385,Frequency,3.0,4.4,3.5,2.5,4.0,3.0,2.0,2.0,2
385,Frequency,4.0,2.0,3.5,5.5,5.0,4.0,3.0,5.0,3
385,Frequency,6.5,3.0,2.5,5.5,6.0,4.0,3.0,4.0,4
385,Frequency,6.5,4.0,3.5,2.0,4.0,5.0,5.0,5.0,5
385,Frequency,4.5,1.5,2.0,2.0,6.0,3.0,3.0,3.0,6
385,Frequency,12.5,8.7,7.5,5.5,5.0,4.0,5.0,4.0,7
386,Baseline,1.0,2.0,0.33,0.7,2.0,2.0,1.0,1.0,1
386,Baseline,1.0,2.0,0.75,0.33,2.0,2.0,2.0,1.0,2
386,Baseline,1.0,1.7,0.7,0.3,2.0,2.0,2.0,2.0,3
386,Baseline,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4
386,Baseline,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5
386,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
386,Baseline,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,7
386,Frequency,-0.22,0.21,1.0,0.33,1.0,3.0,3.0,2.0,1
386,Frequency,1.0,0.33,1.23,1.73,2.0,2.0,3.0,1.0,2
386,Frequency,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3
386,Frequency,0.7,0.3,1.7,1.0,1.0,2.0,2.0,3.0,4
386,Frequency,1.0,2.0,2.0,0.7,1.0,1.0,1.0,1.0,5
386,Frequency,1.21,0.7,2.0,3.0,1.0,1.0,1.0,2.0,6
386,Frequency,2.0,1.75,1.0,3.0,2.0,2.0,2.0,1.0,7
387,Baseline,1.0,-0.1,1.0,-0.2,10.0,1.0,10.0,3.0,1
387,Baseline,0.15,1.0,1.0,0.75,2.0,4.0,5.0,4.0,2
387,Baseline,1.0,0.3,1.0,0.22,5.0,4.0,5.0,4.0,3
387,Baseline,0.87,0.5,1.0,0.75,5.0,1.0,5.0,4.0,4
387,Baseline,0.87,0.2,0.8,0.22,8.0,4.0,8.0,5.0,5
387,Baseline,0.15,1.0,1.0,0.75,2.0,4.0,5.0,4.0,6
387,Baseline,0.87,0.2,1.0,0.22,10.0,4.0,10.0,4.0,7
387,Frequency,7.0,5.0,8.0,6.0,1.0,1.0,1.0,1.0,1
387,Frequency,20.0,15.0,17.0,10.0,1.0,1.0,1.0,1.0,2
387,Frequency,26.0,25.0,27.0,25.0,1.0,1.0,1.0,1.0,3
387,Frequency,1.0,1.0,0.5,0.25,5.0,5.0,3.0,3.0,4
387,Frequency,1.0,1.0,0.8,0.8,5.0,5.0,4.0,4.0,5
387,Frequency,1.0,0.15,1.0,0.25,3.0,10.0,3.0,2.0,6
387,Frequency,1.0,0.75,1.0,0.15,5.0,4.0,4.0,2.0,7
388,Baseline,5.04,4.65,3.5,4.6,5.0,5.0,5.0,5.0,1
388,Baseline,5.04,4.65,3.5,4.6,5.0,5.0,5.0,5.0,2
388,Baseline,6.0,4.0,8.0,6.0,5.0,5.0,5.0,5.0,3
388,Baseline,13.0,11.0,6.0,7.0,5.0,5.0,5.0,5.0,4
388,Baseline,9.0,10.0,6.0,8.0,5.0,5.0,5.0,5.0,5
388,Baseline,12.0,10.0,8.0,7.0,5.0,5.0,5.0,5.0,6
388,Baseline,5.04,4.65,3.5,19.0,5.0,5.0,5.0,5.0,7
388,Frequency,0.97,1.08,0.65,1.04,5.0,5.0,5.0,5.0,1
388,Frequency,3.13,4.06,1.05,2.04,5.0,5.0,5.0,5.0,2
388,Frequency,8.3,9.7,2.05,3.4,5.0,5.0,5.0,5.0,3
388,Frequency,10.9,7.9,3.0,3.8,5.0,5.0,5.0,5.0,4
388,Frequency,13.4,11.4,5.06,9.8,5.0,5.0,5.0,5.0,5
388,Frequency,13.6,10.5,6.7,7.98,7.0,7.0,7.0,7.0,6
388,Frequency,5.04,4.65,4.6,3.5,5.0,5.0,5.0,5.0,7
389,Baseline,1.14,-0.2,1.1,0.2,6.0,4.0,7.0,7.0,1
389,Baseline,0.2,2.0,1.0,0.2,1.0,2.0,6.0,3.0,2
389,Baseline,0.4,0.2,0.9,0.2,7.0,1.0,7.0,2.0,3
389,Baseline,0.1,0.4,0.4,0.2,2.0,1.0,5.0,6.0,4
389,Baseline,0.5,0.3,0.6,0.2,5.0,2.0,6.0,3.0,5
389,Baseline,0.8,0.2,0.9,0.3,7.0,3.0,7.0,2.0,6
389,Baseline,0.3,0.3,0.4,1.0,7.0,7.0,5.0,7.0,7
389,Frequency,2.0,1.0,2.0,1.0,7.0,4.0,7.0,4.0,1
389,Frequency,-0.3,1.0,2.5,2.0,8.0,3.0,7.0,1.0,2
389,Frequency,1.0,0.5,1.0,0.5,8.0,1.0,6.0,3.0,3
389,Frequency,0.7,0.3,0.3,0.7,9.0,9.0,2.0,9.0,4
389,Frequency,1.0,-0.3,1.0,-0.5,7.0,7.0,1.0,8.0,5
389,Frequency,1.2,0.3,0.3,0.75,8.0,3.0,2.0,6.0,6
389,Frequency,1.0,1.0,0.8,0.3,5.0,5.0,3.0,5.0,7
390,Baseline,0.8,0.4,1.1,0.4,2.0,1.0,3.0,3.0,1
390,Baseline,1.01,0.4,1.2,0.4,6.0,3.0,6.0,4.0,2
390,Baseline,0.8,0.2,1.1,0.4,7.0,5.0,6.0,6.0,3
390,Baseline,1.1,0.6,0.8,0.3,7.0,5.0,6.0,5.0,4
390,Baseline,0.9,0.4,0.8,0.3,6.0,3.0,6.0,3.0,5
390,Baseline,1.0,0.3,1.0,0.5,6.0,2.0,5.0,3.0,6
390,Baseline,0.7,0.2,0.9,0.4,4.0,1.0,4.0,2.0,7
390,Frequency,0.78,0.84,0.86,0.73,5.0,6.0,5.0,4.0,1
390,Frequency,1.1,0.6,0.8,0.7,7.0,6.0,5.0,5.0,2
390,Frequency,0.85,0.75,0.9,0.4,4.0,3.0,5.0,4.0,3
390,Frequency,0.87,0.3,0.9,0.3,4.0,5.0,5.0,4.0,4
390,Frequency,0.6,0.4,0.9,0.7,4.0,4.0,2.0,3.0,5
390,Frequency,0.5,0.6,0.8,0.76,2.0,3.0,3.0,2.0,6
390,Frequency,0.8,0.7,0.76,0.5,2.0,1.0,1.0,2.0,7
391,Baseline,1.1,0.6,1.3,0.2,7.0,4.0,8.0,3.0,1
391,Baseline,0.4,0.3,0.5,0.4,8.0,4.0,6.0,3.0,2
391,Baseline,0.4,0.4,1.2,0.3,2.0,4.0,7.0,5.0,3
391,Baseline,0.7,0.4,0.8,0.2,8.0,5.0,9.0,4.0,4
391,Baseline,0.4,0.6,0.8,0.2,3.0,5.0,8.0,4.0,5
391,Baseline,0.3,0.8,0.6,0.3,4.0,7.0,9.0,4.0,6
391,Baseline,5.0,11.0,9.0,18.0,2.0,5.0,6.0,6.0,7
391,Frequency,0.8,0.5,0.6,-0.4,7.0,4.0,4.0,5.0,1
391,Frequency,0.7,0.35,0.65,0.3,8.0,7.0,6.0,3.0,2
391,Frequency,0.95,0.36,0.47,0.3,8.0,6.0,5.0,2.0,3
391,Frequency,0.5,0.46,0.65,0.5,5.0,4.0,6.0,1.0,4
391,Frequency,0.7,0.2,0.5,0.3,5.0,6.0,4.0,5.0,5
391,Frequency,0.75,0.3,0.5,0.2,6.0,4.0,7.0,4.0,6
391,Frequency,7.0,10.0,9.0,11.0,3.0,2.0,4.0,7.0,7
392,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
392,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
392,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
392,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
392,Baseline,1.0,1.0,0.1,0.3,1.0,1.0,2.0,1.0,5
392,Baseline,1.43,0.5,1.0,-0.05,2.0,1.0,1.0,1.0,6
392,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
392,Frequency,0.56,1.1,0.5,0.61,3.0,2.0,2.0,3.0,1
392,Frequency,0.7,0.4,1.2,0.5,2.0,3.0,1.0,2.0,2
392,Frequency,1.1,0.5,0.3,0.2,3.0,2.0,1.0,2.0,3
392,Frequency,0.4,1.0,0.7,0.5,1.0,1.0,1.0,1.0,4
392,Frequency,1.0,0.6,0.3,0.4,1.0,2.0,1.0,1.0,5
392,Frequency,2.0,1.1,1.0,0.5,2.0,2.0,1.0,1.0,6
392,Frequency,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,7
393,Baseline,1.7,2.3,4.2,2.0,3.0,1.0,1.0,1.0,1
393,Baseline,1.7,1.9,3.6,2.4,2.0,2.0,4.0,2.0,2
393,Baseline,1.7,2.9,2.2,3.5,4.0,1.0,2.0,2.0,3
393,Baseline,0.6,0.9,2.4,1.4,2.0,2.0,1.0,2.0,4
393,Baseline,2.4,1.7,8.5,3.4,1.0,2.0,8.0,1.0,5
393,Baseline,3.2,5.3,4.5,2.8,1.0,1.0,2.0,1.0,6
393,Baseline,2.9,5.8,4.4,5.2,1.0,1.0,1.0,1.0,7
393,Frequency,0.7,0.4,0.4,0.6,5.0,3.0,2.0,5.0,1
393,Frequency,1.7,1.4,0.7,2.5,4.0,5.0,2.0,6.0,2
393,Frequency,2.8,3.6,3.3,2.9,4.0,6.0,5.0,4.0,3
393,Frequency,3.0,-0.5,2.5,1.6,6.0,7.0,7.0,6.0,4
393,Frequency,3.8,1.3,2.2,1.6,6.0,6.0,7.0,7.0,5
393,Frequency,3.5,1.8,4.0,2.8,5.0,3.0,3.0,2.0,6
393,Frequency,1.4,4.2,4.6,6.0,3.0,1.0,1.0,2.0,7
394,Baseline,0.4,-0.3,0.9,-0.4,3.0,3.0,5.0,2.0,1
394,Baseline,0.8,-0.1,-0.7,-0.2,5.0,1.0,4.0,1.0,2
394,Baseline,1.0,-0.6,1.0,-0.3,6.0,1.0,7.0,1.0,3
394,Baseline,1.0,0.0,1.0,0.0,6.0,1.0,6.0,1.0,4
394,Baseline,0.5,-0.2,0.6,-0.1,6.0,1.0,7.0,1.0,5
394,Baseline,1.0,-0.5,0.8,-0.4,6.0,2.0,7.0,2.0,6
394,Baseline,1.0,-0.5,1.0,-0.5,2.0,2.0,3.0,1.0,7
394,Frequency,0.6,-0.5,0.3,-0.5,7.0,6.0,3.0,2.0,1
394,Frequency,0.4,-0.6,0.3,-0.3,7.0,2.0,5.0,2.0,2
394,Frequency,0.8,-0.2,0.6,-0.1,7.0,1.0,6.0,1.0,3
394,Frequency,0.9,-0.2,0.6,-0.1,7.0,1.0,7.0,1.0,4
394,Frequency,0.5,-0.1,0.4,-0.2,6.0,1.0,7.0,1.0,5
394,Frequency,0.9,-0.1,0.8,-0.2,6.0,1.0,6.0,1.0,6
394,Frequency,0.8,-0.2,0.6,-0.4,5.0,1.0,4.0,1.0,7
395,Baseline,0.6,0.6,0.6,0.2,4.0,3.0,4.0,1.0,1
395,Baseline,0.7,-0.2,0.5,0.2,6.0,2.0,5.0,2.0,2
395,Baseline,0.8,0.0,0.6,0.0,7.0,1.0,6.0,1.0,3
395,Baseline,0.6,0.4,0.8,0.0,6.0,2.0,6.0,1.0,4
395,Baseline,0.7,0.3,1.0,0.0,6.0,2.0,8.0,1.0,5
395,Baseline,0.6,0.0,0.8,0.0,8.0,2.0,8.0,1.0,6
395,Baseline,0.6,0.4,0.8,0.0,7.0,3.0,7.0,1.0,7
395,Frequency,0.8,0.2,0.3,0.3,5.0,1.0,1.0,1.0,1
395,Frequency,0.7,0.2,0.2,0.4,6.0,1.0,2.0,3.0,2
395,Frequency,1.0,0.0,0.05,0.5,9.0,1.0,1.0,7.0,3
395,Frequency,0.5,0.5,1.0,0.2,7.0,2.0,3.0,4.0,4
395,Frequency,0.6,0.2,0.6,0.2,6.0,2.0,4.0,3.0,5
395,Frequency,0.6,0.0,0.7,0.0,6.0,1.0,5.0,2.0,6
395,Frequency,0.6,0.0,0.3,0.4,6.0,1.0,2.0,2.0,7
396,Baseline,0.35,2.87,3.56,2.35,1.0,1.0,2.0,1.0,1
396,Baseline,3.76,4.67,0.67,3.45,1.0,1.0,1.0,1.0,2
396,Baseline,4.95,4.87,1.76,4.56,1.0,1.0,1.0,2.0,3
396,Baseline,1.97,2.08,3.86,4.57,1.0,1.0,1.0,1.0,4
396,Baseline,0.34,4.78,2.65,5.76,1.0,1.0,1.0,1.0,5
396,Baseline,3.46,5.67,4.32,5.67,1.0,1.0,1.0,1.0,6
396,Baseline,5.97,7.87,10.26,5.98,1.0,1.0,1.0,1.0,7
396,Frequency,4.5,1.2,3.1,5.3,1.0,1.0,1.0,1.0,1
396,Frequency,-0.55,-3.2,2.4,1.5,2.0,2.0,3.0,1.0,2
396,Frequency,3.45,2.56,3.42,1.24,4.0,2.0,4.0,2.0,3
396,Frequency,4.32,6.57,5.56,0.87,3.0,4.0,4.0,4.0,4
396,Frequency,5.67,2.45,4.56,1.34,4.0,2.0,4.0,3.0,5
396,Frequency,6.75,0.56,4.67,1.34,5.0,3.0,4.0,3.0,6
396,Frequency,8.76,2.56,3.56,5.78,2.0,1.0,1.0,2.0,7
397,Baseline,0.52,0.22,0.43,0.33,1.0,1.0,1.0,1.0,1
397,Baseline,0.34,0.22,0.55,1.22,1.0,1.0,1.0,1.0,2
397,Baseline,0.99,0.33,1.0,0.22,1.0,1.0,1.0,1.0,3
397,Baseline,0.93,0.34,0.32,0.02,1.0,1.0,1.0,1.0,4
397,Baseline,1.0,0.44,0.82,0.02,1.0,1.0,1.0,1.0,5
397,Baseline,0.44,0.33,0.11,0.88,1.0,1.0,1.0,1.0,6
397,Baseline,0.45,0.83,1.0,1.22,1.0,1.0,1.0,1.0,7
397,Frequency,0.02,0.87,1.2,0.45,1.0,1.0,1.0,1.0,1
397,Frequency,0.82,1.2,0.02,0.55,1.0,1.0,1.0,1.0,2
397,Frequency,0.2,0.02,0.35,1.0,1.0,1.0,1.0,1.0,3
397,Frequency,0.02,0.8,0.5,1.2,1.0,1.0,1.0,1.0,4
397,Frequency,0.33,0.0,0.44,0.43,1.0,1.0,1.0,1.0,5
397,Frequency,0.42,0.55,1.0,0.82,1.0,1.0,1.0,1.0,6
397,Frequency,0.2,0.88,0.54,0.33,1.0,1.0,1.0,1.0,7
398,Baseline,4.65,0.0,6.78,0.34,5.0,5.0,6.0,5.0,1
398,Baseline,0.0,3.89,0.0,2.67,5.0,5.0,5.0,5.0,2
398,Baseline,8.0,0.0,5.0,0.0,6.0,5.0,5.0,5.0,3
398,Baseline,5.0,1.0,6.0,1.0,5.0,5.0,5.0,4.0,4
398,Baseline,6.0,0.0,9.0,0.0,5.0,5.0,5.0,5.0,5
398,Baseline,4.0,0.0,6.0,0.0,5.0,5.0,5.0,5.0,6
398,Baseline,15.0,1.0,24.0,0.0,3.0,3.0,3.0,6.0,7
398,Frequency,5.79,1.56,2.78,3.23,1.0,1.0,1.0,1.0,1
398,Frequency,6.87,1.56,0.94,0.38,6.0,6.0,6.0,6.0,2
398,Frequency,7.54,0.0,4.23,0.0,7.0,8.0,7.0,8.0,3
398,Frequency,0.0,5.15,0.0,1.95,8.0,8.0,8.0,8.0,4
398,Frequency,4.63,1.44,2.01,0.83,8.0,8.0,8.0,8.0,5
398,Frequency,7.56,0.36,5.48,0.43,6.0,6.0,6.0,6.0,6
398,Frequency,14.63,6.45,10.56,0.0,5.0,5.0,5.0,7.0,7
399,Baseline,1.0,0.4,0.9,0.23,4.0,3.0,3.0,,1
399,Baseline,0.5,0.23,0.5,0.8,4.0,3.0,3.0,3.0,2
399,Baseline,0.56,0.5,0.45,-0.23,2.0,,3.0,2.0,3
399,Baseline,0.24,0.4,0.75,0.25,3.0,3.0,5.0,4.0,4
399,Baseline,0.56,0.1,0.75,0.34,4.0,2.0,3.0,2.0,5
399,Baseline,0.23,0.7,0.8,0.1,2.0,3.0,1.0,1.0,6
399,Baseline,0.2,0.5,0.1,-0.15,1.0,1.0,1.0,1.0,7
399,Frequency,10.0,6.0,2.0,3.0,9.0,7.0,6.0,5.0,1
399,Frequency,0.15,0.6,0.75,0.23,6.0,6.0,6.0,5.0,2
399,Frequency,0.15,-0.15,0.75,0.53,3.0,5.0,4.0,3.0,3
399,Frequency,0.2,0.3,1.3,0.15,3.0,7.0,5.0,2.0,4
399,Frequency,0.3,-0.5,-0.6,0.15,2.0,3.0,2.0,3.0,5
399,Frequency,0.5,0.3,1.23,0.54,3.0,2.0,4.0,2.0,6
399,Frequency,0.5,-1.23,0.23,0.34,1.0,4.0,5.0,3.0,7
400,Baseline,1.0,0.21,0.8,0.5,8.0,3.0,7.0,7.0,1
400,Baseline,0.85,-0.19,1.1,0.24,8.0,4.0,9.0,8.0,2
400,Baseline,1.5,0.64,0.9,0.15,7.0,8.0,8.0,9.0,3
400,Baseline,0.75,0.26,1.05,0.21,8.0,8.0,9.0,8.0,4
400,Baseline,0.65,0.35,0.95,0.2,7.0,8.0,9.0,6.0,5
400,Baseline,0.75,0.25,0.98,0.24,8.0,7.0,9.0,4.0,6
400,Baseline,0.75,0.35,0.95,0.21,7.0,8.0,9.0,6.0,7
400,Frequency,0.61,-0.21,0.57,1.2,8.0,9.0,6.0,4.0,1
400,Frequency,0.3,0.93,1.6,0.21,5.0,7.0,8.0,3.0,2
400,Frequency,0.7,0.5,1.3,-0.6,2.0,8.0,5.0,8.0,3
400,Frequency,0.8,0.6,0.4,0.2,8.0,9.0,4.0,7.0,4
400,Frequency,0.8,0.6,0.35,0.2,8.0,8.0,6.0,7.0,5
400,Frequency,0.38,0.45,0.5,0.4,7.0,8.0,8.0,7.0,6
400,Frequency,0.65,0.55,0.4,0.25,8.0,8.0,8.0,7.0,7
401,Baseline,5.68,3.45,7.65,4.48,5.0,2.0,5.0,4.0,1
401,Baseline,3.46,2.65,5.45,6.78,4.0,3.0,4.0,4.0,2
401,Baseline,3.45,2.45,6.54,6.54,3.0,2.0,2.0,3.0,3
401,Baseline,3.23,4.45,6.78,4.56,3.0,2.0,4.0,2.0,4
401,Baseline,6.78,5.64,5.67,7.86,4.0,4.0,3.0,3.0,5
401,Baseline,3.69,2.36,1.34,4.32,4.0,2.0,2.0,3.0,6
401,Baseline,4.43,2.34,5.43,5.64,2.0,3.0,3.0,3.0,7
401,Frequency,0.86,1.06,0.42,0.69,5.0,6.0,2.0,3.0,1
401,Frequency,4.03,1.93,3.14,2.38,5.0,2.0,3.0,6.0,2
401,Frequency,3.86,2.45,1.34,1.05,6.0,4.0,4.0,2.0,3
401,Frequency,6.75,5.64,3.12,2.68,6.0,5.0,3.0,3.0,4
401,Frequency,5.24,3.45,0.93,0.84,5.0,4.0,4.0,6.0,5
401,Frequency,0.89,1.26,3.75,4.45,2.0,4.0,3.0,4.0,6
401,Frequency,21.12,25.34,28.53,23.23,2.0,3.0,3.0,2.0,7
402,Baseline,0.21,0.78,0.67,1.2,9.0,9.0,8.0,10.0,1
402,Baseline,1.2,0.65,1.4,0.2,7.0,9.0,3.0,10.0,2
402,Baseline,0.21,0.78,0.67,1.2,9.0,9.0,8.0,10.0,3
402,Baseline,0.21,0.78,0.67,1.2,9.0,9.0,8.0,10.0,4
402,Baseline,0.89,0.2,0.67,0.8,9.0,9.0,8.0,10.0,5
402,Baseline,0.21,0.78,0.67,1.2,9.0,9.0,8.0,10.0,6
402,Baseline,1.3,0.78,0.8,0.4,10.0,9.0,8.0,10.0,7
402,Frequency,10.0,100.0,23.0,1.0,5.0,10.0,7.0,1.0,1
402,Frequency,0.89,1.0,-0.13,0.75,2.0,4.0,6.0,3.0,2
402,Frequency,0.23,0.9,0.89,0.15,1.0,5.0,9.0,3.0,3
402,Frequency,0.6,-0.27,0.76,0.99,4.0,1.0,2.0,2.0,4
402,Frequency,0.98,-0.14,1.08,0.94,5.0,2.0,6.0,6.0,5
402,Frequency,0.71,1.6,0.81,0.43,6.0,4.0,9.0,5.0,6
402,Frequency,0.78,0.21,1.2,0.67,9.0,9.0,10.0,8.0,7
403,Baseline,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1
403,Baseline,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2
403,Baseline,1.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3
403,Baseline,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,4
403,Baseline,5.0,7.0,6.0,6.0,8.0,9.0,4.0,6.0,5
403,Baseline,9.0,9.0,2.0,6.0,3.0,7.0,3.0,8.0,6
403,Baseline,2.0,2.0,2.0,2.0,6.0,6.0,4.0,5.0,7
403,Frequency,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1
403,Frequency,3.0,2.0,3.0,2.0,1.0,10.0,1.0,1.0,2
403,Frequency,3.0,3.0,2.0,2.0,1.0,5.0,5.0,1.0,3
403,Frequency,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,4
403,Frequency,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,5
403,Frequency,1.0,1.0,2.0,5.0,2.0,4.0,2.0,1.0,6
403,Frequency,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,7
404,Baseline,1.0,0.2,0.8,0.8,1.0,1.0,1.0,1.0,1
404,Baseline,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,2
404,Baseline,0.5,0.5,0.5,0.5,4.0,4.0,4.0,4.0,3
404,Baseline,1.2,1.0,0.4,0.2,2.0,2.0,1.0,1.0,4
404,Baseline,0.56,0.45,0.65,0.5,1.0,1.0,2.0,1.0,5
404,Baseline,0.0,0.2,0.4,0.3,1.0,2.0,3.0,1.0,6
404,Baseline,0.1,0.8,1.1,0.5,4.0,3.0,4.0,2.0,7
404,Frequency,0.89,0.67,0.68,0.8,1.0,1.0,2.0,2.0,1
404,Frequency,0.4,0.68,0.5,0.67,1.0,1.0,2.0,1.0,2
404,Frequency,0.6,0.2,0.54,0.47,1.0,4.0,1.0,1.0,3
404,Frequency,0.68,0.44,1.14,0.45,1.0,1.0,2.0,1.0,4
404,Frequency,0.55,0.43,0.8,0.6,3.0,1.0,4.0,1.0,5
404,Frequency,0.43,0.67,0.8,0.55,1.0,1.0,1.0,1.0,6
404,Frequency,0.4,0.8,1.0,0.6,1.0,1.0,1.0,1.0,7
405,Baseline,0.5,0.23,0.0,1.0,3.0,8.0,8.0,7.0,1
405,Baseline,19.0,0.23,0.0,1.0,3.0,8.0,8.0,7.0,2
405,Baseline,0.5,0.23,0.0,1.0,3.0,8.0,8.0,7.0,3
405,Baseline,0.5,0.23,0.0,1.0,3.0,8.0,8.0,7.0,4
405,Baseline,0.5,0.23,0.0,1.0,3.0,8.0,8.0,7.0,5
405,Baseline,0.5,0.23,0.0,1.0,3.0,8.0,8.0,7.0,6
405,Baseline,0.5,0.23,0.0,1.0,3.0,8.0,8.0,7.0,7
405,Frequency,0.46,0.13,0.0,0.0,3.0,3.0,9.0,9.0,1
405,Frequency,0.5,0.5,0.0,0.0,3.0,2.0,9.0,9.0,2
405,Frequency,0.3,0.5,0.9,0.2,4.0,8.0,8.0,8.0,3
405,Frequency,0.3,0.8,0.5,0.6,8.0,2.0,3.0,6.0,4
405,Frequency,0.0,0.6,1.0,0.0,9.0,8.0,9.0,8.0,5
405,Frequency,1.0,-0.13,-0.18,1.0,7.0,6.0,4.0,6.0,6
405,Frequency,0.23,0.5,1.0,0.0,8.0,3.0,7.0,8.0,7
406,Baseline,0.47,1.0,-0.05,0.55,1.0,1.0,1.0,1.0,1
406,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2
406,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
406,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4
406,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5
406,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6
406,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
406,Frequency,0.22,0.35,0.74,0.5,1.0,1.0,1.0,1.0,1
406,Frequency,0.88,0.44,0.37,0.07,1.0,1.0,1.0,1.0,2
406,Frequency,0.64,-0.05,0.77,0.07,1.0,1.0,1.0,1.0,3
406,Frequency,-0.01,0.43,0.44,0.29,1.0,1.0,1.0,1.0,4
406,Frequency,0.34,0.83,0.29,0.26,1.0,1.0,1.0,1.0,5
406,Frequency,0.17,0.24,0.01,0.77,1.0,1.0,1.0,1.0,6
406,Frequency,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7
407,Baseline,5.0,-1.0,4.0,1.0,7.0,8.0,6.0,4.0,1
407,Baseline,10.0,-1.0,8.0,2.0,2.0,9.0,6.0,5.0,2
407,Baseline,15.0,-19.0,13.0,2.0,7.0,8.0,5.0,4.0,3
407,Baseline,25.0,-1.0,25.0,2.0,5.0,8.0,5.0,8.0,4
407,Baseline,30.0,-1.0,31.0,2.0,6.0,9.0,7.0,7.0,5
407,Baseline,37.0,-1.0,40.0,2.0,7.0,7.0,7.0,6.0,6
407,Baseline,50.0,0.0,30.0,20.0,8.0,10.0,7.0,7.0,7
407,Frequency,6.0,-0.58,5.0,0.0,7.0,7.0,5.0,10.0,1
407,Frequency,14.0,-0.58,12.0,0.0,6.0,7.0,7.0,10.0,2
407,Frequency,17.0,-0.58,15.0,0.0,5.0,6.0,4.0,10.0,3
407,Frequency,27.0,-0.58,23.0,0.0,6.0,7.0,5.0,10.0,4
407,Frequency,32.0,2.0,26.0,0.4,7.0,5.0,5.0,10.0,5
407,Frequency,40.0,2.0,35.0,0.4,5.0,5.0,4.0,10.0,6
407,Frequency,30.0,10.0,50.0,10.0,4.0,3.0,5.0,2.0,7
408,Baseline,0.0,4.0,0.0,5.0,,6.0,,7.0,1
408,Baseline,0.0,4.0,0.0,5.0,,8.0,,8.0,2
408,Baseline,0.0,14.0,0.0,14.0,,9.0,,9.0,3
408,Baseline,0.0,20.0,0.0,20.0,,7.0,,7.0,4
408,Baseline,0.0,20.0,0.0,20.0,,8.0,,7.0,5
408,Baseline,0.0,25.0,0.0,24.0,,8.0,,7.0,6
408,Baseline,0.0,10.0,6.0,5.0,10.0,6.0,6.0,4.0,7
408,Frequency,0.0,2.0,1.2,0.0,,9.0,9.0,1.0,1
408,Frequency,0.0,2.0,2.0,0.0,,10.0,10.0,,2
408,Frequency,0.0,4.0,2.0,0.0,,10.0,10.0,,3
408,Frequency,0.0,4.0,2.0,0.0,,10.0,10.0,,4
408,Frequency,0.0,1.0,1.0,0.0,,10.0,10.0,,5
408,Frequency,0.0,2.0,2.0,0.0,,9.0,9.0,,6
408,Frequency,8.0,20.0,15.0,0.0,5.0,5.0,6.0,9.0,7
409,Baseline,0.4,0.8,0.6,1.0,1.0,2.0,5.0,1.0,1
409,Baseline,1.0,1.0,0.9,0.7,4.0,7.0,3.0,4.0,2
409,Baseline,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3
409,Baseline,0.9,0.7,0.3,0.7,7.0,2.0,1.0,4.0,4
409,Baseline,1.0,0.8,0.5,0.7,6.0,3.0,3.0,4.0,5
409,Baseline,1.0,0.8,0.7,0.4,6.0,1.0,3.0,2.0,6
409,Baseline,1.0,0.65,0.2,0.6,4.0,2.0,1.0,4.0,7
409,Frequency,0.8,0.5,1.2,0.5,2.0,4.0,3.0,1.0,1
409,Frequency,1.0,0.5,0.75,0.5,7.0,8.0,4.0,4.0,2
