"SubjID","ChoiceSet","Condition","PropOptimal","RT"
235,"CA","GainsEF",0.92,1239.76
235,"CB","GainsEF",1,1143.44
235,"AD","GainsEF",0.96,1382.48
235,"BD","GainsEF",0.96,2457.6
236,"AB","LossesEF",0.77,1119.33
236,"CD","LossesEF",0.68,1459.62
236,"CA","LossesEF",0.52,2035.76
236,"CB","LossesEF",0.96,1898.8
236,"AD","LossesEF",0.84,1399.56
236,"BD","LossesEF",0.32,1896.48
237,"AB","GainsEF",0.893333333333333,899.28
237,"CD","GainsEF",0.613333333333333,998.68
237,"CA","GainsEF",0.08,1151.48
237,"CB","GainsEF",1,1360.88
237,"AD","GainsEF",1,1234.2
237,"BD","GainsEF",0,1344.68
238,"AB","Gains",0.7,998.72
238,"CD","Gains",0.72,1576.14
238,"CA","Gains",0.28,1012.24
238,"CB","Gains",0.6,1253.12
238,"AD","Gains",0.96,989.36
238,"BD","Gains",1,1090.16
239,"AB","Losses",0.46,1844.18
239,"CD","Losses",0.58,3894.82
239,"CA","Losses",0.48,2462.04
239,"CB","Losses",0.2,1799.8
239,"AD","Losses",0.12,2579.76
239,"BD","Losses",0.8,2049.56
240,"AB","GainsEF",0.466666666666667,1452.41333333333
240,"CD","GainsEF",0.613333333333333,1048.54666666667
240,"CA","GainsEF",0.52,1105.48
240,"CB","GainsEF",0.68,1511.24
240,"AD","GainsEF",0.68,1074.04
240,"BD","GainsEF",0.4,1114.6
241,"AB","LossesEF",0.82,1203.38
241,"CD","LossesEF",0.88,1370.88
241,"CA","LossesEF",0.64,1160.2
241,"CB","LossesEF",0.8,801.64
241,"AD","LossesEF",0.8,1099.6
241,"BD","LossesEF",0.8,925.48
242,"AB","Gains",0.89,802.04
242,"CD","Gains",0.82,1065.42
242,"CA","Gains",0.44,1048.32
242,"CB","Gains",1,993.96
242,"AD","Gains",0.92,991.72
242,"BD","Gains",0.04,2188.92
243,"AB","LossesEF",0.61,2549.54
243,"CD","LossesEF",0.66,4022.28
243,"CA","LossesEF",0.04,1417.28
243,"CB","LossesEF",0.92,1817.44
243,"AD","LossesEF",1,1699.28
243,"BD","LossesEF",1,1845
244,"AB","Losses",0.25,826.27
244,"CD","Losses",0.3,1130.54
244,"CA","Losses",1,1215.2
244,"CB","Losses",0.04,924.8
244,"AD","Losses",0,1105.6
244,"BD","Losses",0.8,899.52
245,"AB","LossesEF",0.68,1215.43
245,"CD","LossesEF",0.72,997.7
245,"CA","LossesEF",0.68,1537.68
245,"CB","LossesEF",0.68,1399.04
245,"AD","LossesEF",1,980.04
245,"BD","LossesEF",1,1271.6
246,"AB","Losses",0.48,1614.53
246,"CD","Losses",0.5,1763.94
246,"CA","Losses",0.76,1448.84
246,"CB","Losses",0.84,1455.52
246,"AD","Losses",0.48,1496.48
246,"BD","Losses",0.52,1078.28
247,"AB","GainsEF",0.84,1662.98666666667
247,"CD","GainsEF",0.84,1827.22666666667
247,"CA","GainsEF",0.44,1548.92
247,"CB","GainsEF",0.76,1997.68
247,"AD","GainsEF",0.88,1536.6
247,"BD","GainsEF",0.92,1842.6
248,"AB","Losses",0.34,993.65
248,"CD","Losses",0.7,799.48
248,"CA","Losses",0.4,867
248,"CB","Losses",0.16,815.44
248,"AD","Losses",0.52,868.72
248,"BD","Losses",1,770.48
249,"AB","LossesEF",0.56,1137.77
249,"CD","LossesEF",0.52,1401.96
249,"CA","LossesEF",1,1198.28
249,"CB","LossesEF",0.84,1354.96
249,"AD","LossesEF",0.04,1494.24
249,"BD","LossesEF",0.28,1164.92
250,"AB","Gains",0.78,1122.34
250,"CD","Gains",0.86,1175.82
250,"CA","Gains",0.4,1608.88
250,"CB","Gains",0.92,1381.4
250,"AD","Gains",1,1354.52
250,"BD","Gains",0.28,1954.36
251,"AB","GainsEF",0.84,1118.22666666667
251,"CD","GainsEF",0.906666666666667,946.973333333333
251,"CA","GainsEF",0.04,1468.24
251,"CB","GainsEF",0,997.68
251,"AD","GainsEF",1,1807.52
251,"BD","GainsEF",0.96,1444.12
252,"AB","Losses",0.09,1329.19
252,"CD","Losses",0,1409.7
252,"CA","Losses",0,939.6
252,"CB","Losses",0,1086.2
252,"AD","Losses",0.04,788.2
252,"BD","Losses",0,678.68
253,"AB","LossesEF",0.93,973.93
253,"CD","LossesEF",0.92,1308.98
253,"CA","LossesEF",0.96,916.92
253,"CB","LossesEF",1,959.84
253,"AD","LossesEF",0.68,1283.28
253,"BD","LossesEF",0.56,1422.12
254,"AB","LossesEF",0.53,934.56
254,"CD","LossesEF",0.38,834.44
254,"CA","LossesEF",0.12,822.68
254,"CB","LossesEF",0,714.56
254,"AD","LossesEF",0.96,817.6
254,"BD","LossesEF",0.96,1215.84
255,"AB","Losses",0.28,1034.51
255,"CD","Losses",0.4,1389.08
255,"CA","Losses",0.48,1646.24
255,"CB","Losses",0.92,1337.88
255,"AD","Losses",0.48,1060.84
255,"BD","Losses",0.2,1074
256,"AB","LossesEF",0.56,1180.53
256,"CD","LossesEF",0.58,1293.54
256,"CA","LossesEF",0.4,1295.52
256,"CB","LossesEF",0.88,1042.4
256,"AD","LossesEF",0.88,1129.16
256,"BD","LossesEF",0.72,1250.84
257,"AB","GainsEF",0.733333333333333,925.04
257,"CD","GainsEF",0.746666666666667,878.2
257,"CA","GainsEF",0.32,1014.24
257,"CB","GainsEF",0.96,917.12
257,"AD","GainsEF",1,939.84
257,"BD","GainsEF",0,1078.44
258,"AB","GainsEF",0.48,1872.82666666667
258,"CD","GainsEF",0.546666666666667,1875.21333333333
258,"CA","GainsEF",0.64,1089.48
258,"CB","GainsEF",0.76,1694.16
258,"AD","GainsEF",0.76,1995.8
258,"BD","GainsEF",0.56,1506.36
259,"AB","GainsEF",0.68,1059.38666666667
259,"CD","GainsEF",0.826666666666667,1059.29333333333
259,"CA","GainsEF",0.48,807.16
259,"CB","GainsEF",0.64,792.6
259,"AD","GainsEF",0.6,935.56
259,"BD","GainsEF",0.48,1035.36
260,"AB","GainsEF",0.213333333333333,1572.05333333333
260,"CD","GainsEF",0.72,990.613333333333
260,"CA","GainsEF",0.36,1580.76
260,"CB","GainsEF",0.08,1014
260,"AD","GainsEF",0.88,1246.2
260,"BD","GainsEF",1,1107.12
261,"AB","Gains",0.47,1713.65
261,"CD","Gains",0.28,1697.14
261,"CA","Gains",0.24,2180.76
261,"CB","Gains",0.24,1866.64
261,"AD","Gains",0.64,1510
261,"BD","Gains",0.88,1411.08
262,"AB","LossesEF",0.42,1209.98
262,"CD","LossesEF",0.32,1976.42
262,"CA","LossesEF",0.56,1432.8
262,"CB","LossesEF",0.4,1734.32
262,"AD","LossesEF",0.6,1379.28
262,"BD","LossesEF",0.52,1184.48
263,"AB","LossesEF",0.96,1073.15
263,"CD","LossesEF",0.86,1244.48
263,"CA","LossesEF",0.04,1818.28
263,"CB","LossesEF",0.92,1995.76
263,"AD","LossesEF",1,1826.8
263,"BD","LossesEF",0.96,1957.28
264,"AB","LossesEF",0.6,1097.2
264,"CD","LossesEF",0.54,1367.14
264,"CA","LossesEF",0.16,1189.16
264,"CB","LossesEF",0.36,1270.56
264,"AD","LossesEF",0.84,1156.76
264,"BD","LossesEF",0.4,1413.4
265,"AB","Losses",0.87,952.86
265,"CD","Losses",0.92,1138.34
265,"CA","Losses",0.96,1017.68
265,"CB","Losses",1,877.48
265,"AD","Losses",1,1329.52
265,"BD","Losses",1,1411.28
266,"AB","Gains",0.72,1301.22
266,"CD","Gains",0.42,1580.16
266,"CA","Gains",0.52,1573.52
266,"CB","Gains",0.64,887.8
266,"AD","Gains",0.44,1037.72
266,"BD","Gains",0.48,1540.16
267,"AB","Losses",0.66,1248.12
267,"CD","Losses",0.78,1757.34
267,"CA","Losses",0.96,1127.6
267,"CB","Losses",1,1003.72
267,"AD","Losses",0.96,881
267,"BD","Losses",1,897.24
