Subnum,AIC,BIC,model,Condition,t,alpha,weight,scale,la,alpha_neg
293,214.71116439400237,231.2027512267425,delta_decay_PVL_win,Baseline,0.661151162,0.0158886589,0.32632877,0.0001,4.9999,
293,205.3059979140058,218.49926738019795,delta_asymmetric_decay_win,Baseline,2.75381163,0.00329238,0.2236535,,,0.93184488
293,278.60186254635164,288.49681464599576,delta_decay,Frequency,0.432336537,0.9999,0.0001,,,
293,268.4576993555698,284.94928618831,delta_decay_PVL,Frequency,0.412687566,0.9999,0.0001,0.0001,4.9999,
293,272.58135360562227,282.4763057052664,delta_decay_win,Frequency,0.518915067,0.325775932,0.0001,,,
293,274.3517662438082,290.8433530765484,delta_decay_PVL_win,Frequency,0.524748977,0.522027448,0.0001,0.9999,0.0001,
293,268.4039128021453,281.59718226833746,delta_asymmetric_decay_win,Frequency,0.631032898,0.55576315,0.0001,,,0.259595318
294,278.5282146235584,288.42316672320254,delta_decay,Baseline,0.55291326,0.23440002,0.9999,,,
294,282.237230691981,298.7288175247212,delta_decay_PVL,Baseline,0.976898736,0.0572867611,0.9999,0.163536245,0.0001,
294,276.9236848411274,286.8186369407715,delta_decay_win,Baseline,1.69694164,0.000666609617,0.843001127,,,
294,280.89642403698485,297.388010869725,delta_decay_PVL_win,Baseline,1.49229599,0.000629769023,0.84787202,0.996460595,0.000716408021,
294,278.8931719776076,292.08644144379974,delta_asymmetric_decay_win,Baseline,1.48138582,0.000625944351,0.842480948,,,0.0001
294,279.746235465188,289.6411875648321,delta_decay,Frequency,0.41769199,0.25105301,0.9999,,,
294,283.0628566470057,299.5544434797458,delta_decay_PVL,Frequency,0.539794847,0.267563552,0.9999,0.9999,0.0001,
294,278.816863359806,288.7118154594501,delta_decay_win,Frequency,4.50889105,0.0001,0.759717793,,,
294,283.1456883916709,299.63727522441104,delta_decay_PVL_win,Frequency,0.523945304,0.210112376,0.9999,0.9999,0.0001,
294,281.2892553398623,294.4825248060544,delta_asymmetric_decay_win,Frequency,0.45025186,0.35923073,0.9999,,,0.10638738
295,213.92768144601592,223.82263354566004,delta_decay,Baseline,0.125562832,0.0001,0.0001,,,
295,216.14988785249776,232.641474685238,delta_decay_PVL,Baseline,4.9999,0.0001,0.999432412,0.9999,0.0001,
295,213.54478390298263,223.4397360026268,delta_decay_win,Baseline,4.9999,0.000826928431,0.91371893,,,
295,215.1843635865984,231.6759504193386,delta_decay_PVL_win,Baseline,4.9999,0.000968788235,0.899943349,0.9999,0.0001,
295,213.43768208559337,226.6309515517855,delta_asymmetric_decay_win,Baseline,4.97566516,0.000995349932,0.898296044,,,0.0001
295,219.9817534295996,229.8767055292437,delta_decay,Frequency,0.06058398,0.0001,0.0001,,,
295,219.52486439679285,236.01645122953303,delta_decay_PVL,Frequency,1.58569377,0.0798546244,0.885404618,0.9999,0.0001,
295,219.3192330234315,229.2141851230756,delta_decay_win,Frequency,4.50672737,0.000569751289,0.901866672,,,
295,221.4568588679134,237.9484457006536,delta_decay_PVL_win,Frequency,4.69827037,0.000524101093,0.857004399,0.9999,0.0001,
295,219.68742542975417,232.8806948959463,delta_asymmetric_decay_win,Frequency,4.57147042,0.00060291312,0.856232265,,,0.0001
296,142.5855483494274,152.4805004490715,delta_decay,Baseline,1.0911702,0.09922126,0.26562638,,,
296,141.76678917757357,158.25837601031375,delta_decay_PVL,Baseline,1.79285006,0.331481513,0.9999,0.9999,0.0001,
296,135.90071297686154,145.79566507650566,delta_decay_win,Baseline,2.40452786,0.0001,0.161142121,,,
296,139.09977326676227,155.59136009950245,delta_decay_PVL_win,Baseline,1.74989187,0.348295435,0.9999,0.9999,0.0001,
296,112.72720073852894,125.92047020472108,delta_asymmetric_decay_win,Baseline,4.9999,0.80977961,0.55834789,,,0.21594377
296,210.44369988934147,220.3386519889856,delta_decay,Frequency,1.18700622,0.00909909,0.89336234,,,
296,213.3895593391768,229.88114617191695,delta_decay_PVL,Frequency,2.06189098,0.0154606737,0.971498441,0.326526083,0.0001,
296,213.97367483631183,223.86862693595597,delta_decay_win,Frequency,2.10465722,0.03491739,0.95258502,,,
296,214.80391474253133,231.29550157527152,delta_decay_PVL_win,Frequency,0.76591634,0.0392038118,0.480828865,0.0001,4.9999,
296,214.4706226047248,227.66389207091692,delta_asymmetric_decay_win,Frequency,2.47945994,0.01658857,0.9999,,,0.03282362
297,113.3032306257558,123.1981827253999,delta_decay,Baseline,2.07308149,0.26412308,0.9999,,,
297,100.51369787417354,117.00528470691371,delta_decay_PVL,Baseline,4.9999,0.00200535088,0.999818035,0.577541311,4.9999,
297,125.94587488883612,135.84082698848025,delta_decay_win,Baseline,1.83100225,0.32902974,0.9999,,,
297,114.1462552978406,130.6378421305808,delta_decay_PVL_win,Baseline,1.65563536,0.2132091,0.9999,0.98655461,4.9999,
297,107.01934200781776,120.2126114740099,delta_asymmetric_decay_win,Baseline,2.41885019,0.02663181,0.9999,,,0.36600594
297,247.0355849602778,256.9305370599219,delta_decay,Frequency,3.85500554,0.00128716836,0.9999,,,
297,247.21374655795591,263.70533339069607,delta_decay_PVL,Frequency,3.29382375,0.00304878354,0.9999,0.625164842,4.9999,
297,243.718058994583,253.61301109422712,delta_decay_win,Frequency,4.9999,0.000369864305,0.683422025,,,
297,246.1759834757968,262.667570308537,delta_decay_PVL_win,Frequency,4.9999,0.000357902489,0.701855624,0.9999,4.9999,
297,243.8483570148877,257.0416264810799,delta_asymmetric_decay_win,Frequency,4.9999,0.000335959483,0.71252197,,,0.00282219779
298,281.87257885166474,291.76753095130886,delta_decay,Baseline,0.0001,0.0001,0.9999,,,
298,285.8725787122339,302.36416554497407,delta_decay_PVL,Baseline,0.0001,0.0001,0.9999,0.9999,0.0001,
298,281.87257893148404,291.76753103112816,delta_decay_win,Baseline,0.0001,0.0001,0.9999,,,
298,285.8583105820517,302.3498974147918,delta_decay_PVL_win,Baseline,0.00648321551,0.9999,0.9999,0.0001,4.9999,
298,283.87257893148404,297.0658483976762,delta_asymmetric_decay_win,Baseline,0.0001,0.0001,0.9999,,,0.0001
298,281.3747601259024,291.2697122255465,delta_decay,Frequency,0.175825027,0.0001,0.955347866,,,
298,283.70162278286364,300.1932096156038,delta_decay_PVL,Frequency,0.0847796093,0.625201061,0.9999,0.0001,4.9999,
298,281.2778317596859,291.17278385933,delta_decay_win,Frequency,3.64859985,0.000150137268,0.969143824,,,
298,283.7034722276564,300.1950590603966,delta_decay_PVL_win,Frequency,0.419431721,0.62510553,0.9999,0.0001,0.0001,
298,281.78268537407047,294.9759548402626,delta_asymmetric_decay_win,Frequency,0.796307246,0.98506457,0.25933917,,,0.0001
299,271.0249907953347,280.9199428949788,delta_decay,Baseline,0.86247169,0.10149642,0.9999,,,
299,275.0000956772222,291.4916825099624,delta_decay_PVL,Baseline,1.01172121,0.076603829,0.9999,0.9999,0.0001,
299,272.4600171220269,282.35496922167107,delta_decay_win,Baseline,0.7179879,0.13050829,0.9999,,,
299,276.2984138954905,292.79000072823067,delta_decay_PVL_win,Baseline,0.57846462,0.1488199,0.9999,0.9999,4.46893314,
299,273.53095487007295,286.7242243362651,delta_asymmetric_decay_win,Baseline,0.70002654,0.35376411,0.9999,,,0.0323804
299,275.2912612970327,285.1862133966768,delta_decay,Frequency,0.09637898,0.01766453,0.21662037,,,
299,277.5502758638215,294.0418626965617,delta_decay_PVL,Frequency,0.0805430126,0.0398471263,0.0001,0.188239192,4.3887625,
299,272.16866222588925,282.06361432553336,delta_decay_win,Frequency,3.40928664,0.0001,0.739369897,,,
299,276.1093852128218,292.600972045562,delta_decay_PVL_win,Frequency,3.4092914,0.0001,0.737622907,0.9999,4.5252026,
299,274.1339648504311,287.3272343166232,delta_asymmetric_decay_win,Frequency,1.07919555,0.01409612,0.8289984,,,0.20896609
300,270.59376154076784,280.488713640412,delta_decay,Baseline,0.42713441,0.9999,0.9999,,,
300,262.55897121116084,279.050558043901,delta_decay_PVL,Baseline,0.368517126,0.9999,0.188514501,0.0001,4.9999,
300,270.65040817123446,280.5453602708786,delta_decay_win,Baseline,0.42536178,0.9999,0.9999,,,
300,267.9740479188457,284.46563475158587,delta_decay_PVL_win,Baseline,0.395601609,0.701391966,0.939325029,0.0001,1.18278516,
300,267.7429460924816,280.9362155586737,delta_asymmetric_decay_win,Baseline,0.78384645,0.04989547,0.80908588,,,0.9999
300,281.8438451076128,291.7387972072569,delta_decay,Frequency,0.03257765,0.91655394,0.9999,,,
300,285.55083964513227,302.0424264778725,delta_decay_PVL,Frequency,0.07019934,0.89992544,0.9999,0.9999,4.9999,
300,281.8725611637209,291.767513263365,delta_decay_win,Frequency,0.000779401334,0.940305516,0.9999,,,
300,285.66289723432186,302.15448406706207,delta_decay_PVL_win,Frequency,0.05602625,0.92106026,0.9999,0.9999,4.9999,
300,282.82699585227925,296.0202653184714,delta_asymmetric_decay_win,Frequency,0.674492314,0.9999,0.0001,,,0.00574102062
301,184.5176651292428,194.4126172288869,delta_decay,Baseline,0.88306744,0.046156,0.60251842,,,
301,198.14497764802528,214.63656448076543,delta_decay_PVL,Baseline,0.41997558,0.0987513837,0.0001,0.9999,0.0001,
301,187.46784378265116,197.36279588229525,delta_decay_win,Baseline,1.14770571,0.18763874,0.57364615,,,
301,188.0917018645532,204.5832886972933,delta_decay_PVL_win,Baseline,1.24131103,0.265305743,0.907523423,0.0001,0.0001,
301,186.08723942988505,199.2805088960772,delta_asymmetric_decay_win,Baseline,1.02593901,0.06392723,0.31680844,,,0.62440836
301,219.24996806348383,229.14492016312795,delta_decay,Frequency,1.02433106,0.31298818,0.05584359,,,
301,221.82423139597896,238.3158182287192,delta_decay_PVL,Frequency,0.595312958,0.256898724,0.0001,0.0001,0.55847618,
301,221.42803667029008,231.3229887699342,delta_decay_win,Frequency,1.27091432,0.33295555,0.70234834,,,
301,202.46044704352173,218.9520338762619,delta_decay_PVL_win,Frequency,1.31779767,0.510177248,0.860954408,0.0001,0.0001,
301,204.56408927877416,217.7573587449663,delta_asymmetric_decay_win,Frequency,1.21380814,0.26026591,0.32385366,,,0.00142762
302,237.96110078091075,247.85605288055484,delta_decay,Baseline,0.9423785,0.43962361,0.9999,,,
302,240.271638656506,256.7632254892462,delta_decay_PVL,Baseline,1.09179536,0.429054137,0.9999,0.721052121,0.0001,
302,237.46935051424063,247.3643026138848,delta_decay_win,Baseline,0.95679467,0.42639077,0.9999,,,
302,240.2710519233281,256.7626387560683,delta_decay_PVL_win,Baseline,1.09163093,0.428756055,0.9999,0.72253329,0.0001,
302,237.02624234889527,250.21951181508743,delta_asymmetric_decay_win,Baseline,1.01411854,0.2428692,0.9999,,,0.6395592
302,187.906276662508,197.80122876215208,delta_decay,Frequency,0.522225577,0.0653007907,0.0001,,,
302,183.51339234494665,200.00497917768683,delta_decay_PVL,Frequency,1.59793857,0.125829868,0.812840787,0.9999,0.0001,
302,169.84586272520266,179.74081482484678,delta_decay_win,Frequency,4.95994828,0.00122515223,0.473205404,,,
302,168.65518153505667,185.14676836779685,delta_decay_PVL_win,Frequency,4.94796005,0.000633158374,0.487607836,0.0001,0.0001,
302,168.8862785846728,182.07954805086493,delta_asymmetric_decay_win,Frequency,4.93614483,0.00132885223,0.494311579,,,0.0001
303,181.6811034205328,191.5760555201769,delta_decay,Baseline,0.72809444,0.0434906,0.55325094,,,
303,194.40064988063628,210.8922367133765,delta_decay_PVL,Baseline,0.230711459,0.0629494729,0.0001,0.0001,0.0001,
303,174.5533965475335,184.4483486471776,delta_decay_win,Baseline,2.46996374,0.0001,0.22287671,,,
303,178.54669300795555,195.0382798406957,delta_decay_PVL_win,Baseline,2.4699635,0.0001,0.222291886,0.9999,0.0001,
303,162.1674392043635,175.36070867055562,delta_asymmetric_decay_win,Baseline,1.60337533,0.9999,0.793051689,,,0.0001
303,218.75343521522012,228.64838731486427,delta_decay,Frequency,1.52335901,0.10630959,0.69367834,,,
303,216.04344084250192,232.5350276752421,delta_decay_PVL,Frequency,0.645991748,0.188294693,0.0001,0.9999,4.24571496,
303,220.02453447390744,229.91948657355155,delta_decay_win,Frequency,1.26711586,0.56067668,0.84887216,,,
303,219.5664352875013,236.05802212024147,delta_decay_PVL_win,Frequency,1.1597367,0.54093448,0.82451128,0.9999,2.64407211,
303,215.13411138457573,228.32738085076787,delta_asymmetric_decay_win,Frequency,1.40609069,0.91279674,0.73275631,,,0.27595731
304,260.7337296892265,270.62868178887067,delta_decay,Baseline,0.91959301,0.52200659,0.9999,,,
304,258.9014859732102,275.3930728059504,delta_decay_PVL,Baseline,1.12303138,0.431956217,0.9999,0.9999,0.0001,
304,259.7966038858465,269.6915559854906,delta_decay_win,Baseline,0.92588043,0.43044304,0.9999,,,
304,258.2961464922994,274.78773332503954,delta_decay_PVL_win,Baseline,1.07901039,0.391873006,0.9999,0.9999,0.0001,
304,227.9066340133706,241.09990347956276,delta_asymmetric_decay_win,Baseline,1.4065469,0.9999,0.63093318,,,0.02597579
304,132.61042629783964,142.50537839748375,delta_decay,Frequency,1.39936892,0.386812778,0.0001,,,
304,97.15617426657286,113.64776109931304,delta_decay_PVL,Frequency,2.333835,0.62309029,0.63905937,0.51724595,0.04238035,
304,131.17101599703932,141.0659680966834,delta_decay_win,Frequency,1.95990874,0.57675305,0.54523625,,,
304,130.01189841811987,146.50348525086002,delta_decay_PVL_win,Frequency,2.47454112,0.76443389,0.47543594,0.37200767,4.47019852,
304,127.9915459233342,141.18481538952634,delta_asymmetric_decay_win,Frequency,1.82459041,0.45894752,0.49320789,,,0.74978346
305,220.2463300049543,230.1412821045984,delta_decay,Baseline,0.963369908,0.363084325,0.0001,,,
305,205.75078380917827,222.24237064191848,delta_decay_PVL,Baseline,0.862144115,0.309918099,0.0001,0.178291058,0.0001,
305,201.14479842564947,211.0397505252936,delta_decay_win,Baseline,3.82947786,0.00159717192,0.528759635,,,
305,206.1177796673116,222.60936650005175,delta_decay_PVL_win,Baseline,0.701365243,0.231776543,0.00275502653,0.375118292,4.93168007,
305,202.75113923245948,215.9444086986516,delta_asymmetric_decay_win,Baseline,3.83767188,0.00147961708,0.508415649,,,0.00254166306
305,280.4319035309343,290.3268556305784,delta_decay,Frequency,0.3659923,0.18591012,0.9999,,,
305,240.15274734897025,256.6443341817104,delta_decay_PVL,Frequency,2.97985926,0.00224960893,0.9999,0.0001,4.9999,
305,280.5958987628931,290.49085086253723,delta_decay_win,Frequency,0.34115545,0.20033435,0.9999,,,
305,282.7869346077779,299.27852144051803,delta_decay_PVL_win,Frequency,0.511793895,0.236297607,0.9999,0.9999,0.0001,
305,271.9511256820258,285.14439514821794,delta_asymmetric_decay_win,Frequency,2.93921546,0.0001,0.9999,,,0.0363785035
306,281.80645346646014,291.70140556610426,delta_decay,Baseline,0.05154976,0.9999,0.9999,,,
306,284.6788595074123,301.17044634015247,delta_decay_PVL,Baseline,0.0979547106,0.715900478,0.0001,0.0001,4.9999,
306,281.85690963192434,291.75186173156845,delta_decay_win,Baseline,0.02612172,0.9999,0.9999,,,
306,285.79529057661784,302.286877409358,delta_decay_PVL_win,Baseline,0.0127226473,0.9999,0.9999,0.0001,4.9999,
306,283.29161227149245,296.4848817376846,delta_asymmetric_decay_win,Baseline,0.210330122,0.0001,0.9999,,,0.9999
306,272.3734578444379,282.268409944082,delta_decay,Frequency,0.90165262,0.19179093,0.9999,,,
306,275.69722938630747,292.1888162190477,delta_decay_PVL,Frequency,0.87730599,0.07955539,0.92013485,0.9999,2.17841943,
306,273.5764530793104,283.4714051789545,delta_decay_win,Frequency,0.81565267,0.24999745,0.9999,,,
306,277.41185303699257,293.9034398697328,delta_decay_PVL_win,Frequency,0.845965005,0.336901647,0.9999,0.9999,0.0001,
306,273.7491028377267,286.94237230391883,delta_asymmetric_decay_win,Frequency,1.70148224,0.0001,0.9999,,,0.149024267
307,195.8242770260746,205.71922912571875,delta_decay,Baseline,1.62341293,0.9999,0.10235001,,,
307,203.55784286887464,220.04942970161483,delta_decay_PVL,Baseline,1.61934095,0.111725444,0.9999,0.786776257,0.0001,
307,179.1815185867219,189.076470686366,delta_decay_win,Baseline,4.9675119,0.000156913061,0.138264029,,,
307,183.16552370097705,199.65711053371723,delta_decay_PVL_win,Baseline,4.96749875,0.000153290288,0.136175832,0.9999,1.74316446,
307,176.98441875184844,190.17768821804057,delta_asymmetric_decay_win,Baseline,4.9999,0.00162695687,0.111965105,,,0.140201726
307,227.81491438838933,237.70986648803347,delta_decay,Frequency,1.20419658,0.86136172,0.02821038,,,
307,230.20641488483852,246.69800171757876,delta_decay_PVL,Frequency,1.36353649,0.9999,0.30408307,0.9999,0.34125843,
307,226.53374806416952,236.42870016381363,delta_decay_win,Frequency,1.25917124,0.9999,0.43976003,,,
307,228.69440418123145,245.18599101397163,delta_decay_PVL_win,Frequency,1.24817335,0.9999,0.43028852,0.82756871,1.80506702,
307,226.73802806243532,239.93129752862748,delta_asymmetric_decay_win,Frequency,1.26045841,0.8689756,0.4127696,,,0.9999
308,231.95617060943653,241.85112270908064,delta_decay,Baseline,0.227680488,0.0437714062,0.0001,,,
308,198.8895418031208,215.38112863586096,delta_decay_PVL,Baseline,0.29472815,0.0543404702,0.0001,0.0001,0.0001,
308,206.5845898312096,216.4795419308537,delta_decay_win,Baseline,0.09121536,0.00108916,0.00656412,,,
308,198.88651118065363,215.3780980133938,delta_decay_PVL_win,Baseline,0.294708934,0.0543272403,0.0001,0.0001,0.0001,
308,195.22394440877775,208.41721387496992,delta_asymmetric_decay_win,Baseline,0.3109329,0.0575956519,0.0001,,,0.9999
308,273.0474947391544,282.94244683879845,delta_decay,Frequency,0.39840833,0.17941903,0.18744933,,,
308,277.9406970637229,294.4322838964631,delta_decay_PVL,Frequency,0.552705963,0.238474215,0.455593602,0.9999,0.0001,
308,273.855228954058,283.75018105370214,delta_decay_win,Frequency,0.53270742,0.53088506,0.24637846,,,
308,275.19254388468426,291.6841307174244,delta_decay_PVL_win,Frequency,0.402762328,0.27701945,0.00115885522,0.9999,0.0001,
308,270.0808845238528,283.2741539900449,delta_asymmetric_decay_win,Frequency,0.70272229,0.44233276,0.03269316,,,0.06225078
309,221.27456170815836,231.16951380780245,delta_decay,Baseline,0.93553003,0.9999,0.84165329,,,
309,214.65622251427783,231.14780934701804,delta_decay_PVL,Baseline,1.00421084,0.9999,0.45219247,0.9999,2.96437287,
309,215.64389412395684,225.53884622360096,delta_decay_win,Baseline,1.20548584,0.9999,0.53874175,,,
309,217.51877072511064,234.0103575578508,delta_decay_PVL_win,Baseline,1.10841042,0.9999,0.54441511,0.9999,2.20625473,
309,216.02187695616317,229.21514642235528,delta_asymmetric_decay_win,Baseline,4.15707393,0.0001,0.9999,,,0.0259660893
309,239.19690088885363,249.09185298849772,delta_decay,Frequency,0.08498967,0.0001,0.0001,,,
309,237.31108206807,253.80266890081012,delta_decay_PVL,Frequency,0.0772628,0.0001,0.00030567,0.0001,0.0001,
309,233.3116176359124,243.20656973555649,delta_decay_win,Frequency,0.07724583,0.0001,0.0001,,,
309,235.11679926565435,251.60838609839453,delta_decay_PVL_win,Frequency,3.94572354,0.00126755722,0.82807051,0.0001,0.0001,
309,234.6720360272787,247.86530549347083,delta_asymmetric_decay_win,Frequency,0.07636134,0.0001,0.0001,,,0.0300809
310,228.8844903645627,238.7794424642068,delta_decay,Baseline,2.8475264,0.00373235,0.99704496,,,
