Subnum,AIC,BIC,model,Condition,t,alpha,weight,scale,la,alpha_neg
269,257.43535397507566,267.3303060747198,delta_decay_win,Baseline,3.83329023,0.000484246387,0.591008282,,,
269,263.05452574252297,279.5461125752632,delta_decay_PVL_win,Baseline,2.75485925,0.0001,0.652764407,0.000165255155,0.0726399519,
269,260.8162097670898,274.0094792332819,delta_asymmetric_decay_win,Baseline,1.67494344,0.0001,0.638294872,,,0.0125262379
269,281.8725806867121,291.76753278635624,delta_decay,Frequency,0.0001,0.0001,0.9999,,,
269,285.8725796298938,302.364166462634,delta_decay_PVL,Frequency,0.0001,0.0001,0.9999,0.0001,0.0001,
269,281.87258031375137,291.7675324133955,delta_decay_win,Frequency,0.0001,0.0001,0.9999,,,
269,285.8725798812889,302.3641667140291,delta_decay_PVL_win,Frequency,0.0001,0.0001,0.9999,0.0001,0.0001,
269,283.87258031375137,297.0658497799435,delta_asymmetric_decay_win,Frequency,0.0001,0.0001,0.9999,,,0.0001
270,280.1012213405916,289.9961734402357,delta_decay,Baseline,0.22783488,0.9999,0.9999,,,
270,280.51061780946344,297.00220464220365,delta_decay_PVL,Baseline,0.03470693,0.0001,0.0001,0.0001,0.0001,
270,276.445480769876,286.3404328695201,delta_decay_win,Baseline,0.17067168,0.00304981,0.73238442,,,
270,280.2758186875954,296.7674055203356,delta_decay_PVL_win,Baseline,0.119866584,0.00345394351,0.668053018,0.941834772,0.0001,
270,278.509997043884,291.70326651007616,delta_asymmetric_decay_win,Baseline,0.03470849,0.0001,0.0001,,,0.0001
270,274.8013830111375,284.6963351107816,delta_decay,Frequency,4.49646591,0.000160991789,0.9999,,,
270,278.2414791905547,294.7330660232949,delta_decay_PVL,Frequency,3.51153519,0.000345495544,0.9999,0.263560705,4.9999,
270,276.14873426266644,286.0436863623105,delta_decay_win,Frequency,4.72978378,0.000128854225,0.874756726,,,
270,279.0479723129433,295.5395591456835,delta_decay_PVL_win,Frequency,4.78342474,0.000102371716,0.886358385,0.897440253,4.9999,
270,275.9051621043495,289.0984315705416,delta_asymmetric_decay_win,Frequency,3.52049105,0.0001,0.962418505,,,0.00551817658
271,245.82775021573607,255.7227023153802,delta_decay,Baseline,0.72724639,0.9999,0.9999,,,
271,221.78768163197017,238.2792684647104,delta_decay_PVL,Baseline,0.29889109,0.74027632,0.9999,0.01893361,4.9999,
271,243.22741954842544,253.12237164806956,delta_decay_win,Baseline,1.77457923,0.0001,0.563045462,,,
271,221.35703744356616,237.84862427630637,delta_decay_PVL_win,Baseline,0.917686882,0.709277331,0.9999,0.0001,0.392389588,
271,245.2274195727344,258.4206890389266,delta_asymmetric_decay_win,Baseline,1.77467859,0.0001,0.563039861,,,0.0001
271,235.49486433176224,245.3898164314064,delta_decay,Frequency,1.52532346,0.03420456,0.9895731,,,
271,234.2589517175118,250.750538550252,delta_decay_PVL,Frequency,1.21304087,0.05874388,0.9999,0.9999,4.9999,
271,229.85268963459575,239.7476417342399,delta_decay_win,Frequency,3.82904779,0.000807090253,0.644536787,,,
271,233.18519179217324,249.67677862491345,delta_decay_PVL_win,Frequency,3.68359644,0.000786469462,0.659638897,0.9999,4.9999,
271,227.37009786196955,240.5633673281617,delta_asymmetric_decay_win,Frequency,2.07579351,0.00219369,0.91799159,,,0.22947921
272,278.27495868722724,288.16991078687136,delta_decay,Baseline,2.51386647,0.002077277,0.9999,,,
272,280.11041379522885,296.602000627969,delta_decay_PVL,Baseline,2.47988209,0.00118554556,0.9999,0.0437080566,4.9999,
272,277.07296929621924,286.96792139586336,delta_decay_win,Baseline,0.412018943,0.9999,0.0001,,,
272,280.22383948892866,296.7154263216688,delta_decay_PVL_win,Baseline,3.18327824,0.000849848166,0.91963196,0.00950826577,4.9999,
272,277.53655978159566,290.7298292477878,delta_asymmetric_decay_win,Baseline,0.53106716,0.91734149,0.02644999,,,0.22260152
272,276.8772191791777,286.7721712788218,delta_decay,Frequency,0.547154442,0.8116577,0.0001,,,
272,276.67538241621025,293.1669692489504,delta_decay_PVL,Frequency,0.410364751,0.9999,0.0001,0.180258811,3.84849069,
272,280.37496495597685,290.26991705562097,delta_decay_win,Frequency,3.79943486,0.0001,0.830742695,,,
272,281.1888914195192,297.6804782522594,delta_decay_PVL_win,Frequency,0.350355527,0.820749243,0.0001,0.52880156,4.07641683,
272,280.8140799190715,294.00734938526364,delta_asymmetric_decay_win,Frequency,0.787160672,0.773457879,0.0001,,,0.0001
273,275.21010620981093,285.10505830945505,delta_decay,Baseline,0.644375727,0.660660598,0.0001,,,
273,273.59485191304344,290.08643874578365,delta_decay_PVL,Baseline,0.658247334,0.645161602,0.0001,0.0001,0.213522909,
273,273.68759118042345,283.5825432800676,delta_decay_win,Baseline,0.729298894,0.854665694,0.0001,,,
273,274.2006229589988,290.69220979173895,delta_decay_PVL_win,Baseline,0.63523929,0.652936266,0.0001,0.0001,4.9999,
273,275.9470850070761,289.14035447326825,delta_asymmetric_decay_win,Baseline,0.651723953,0.72432409,0.0001,,,0.905670947
273,280.2524402960641,290.1473923957082,delta_decay,Frequency,0.25321307,0.9999,0.05277772,,,
273,281.4657499947463,297.95733682748653,delta_decay_PVL,Frequency,0.218410071,0.9999,0.0001,0.0001,4.9999,
273,280.1805187286429,290.075470828287,delta_decay_win,Frequency,2.18774935,0.0001,0.90800421,,,
273,283.4671974150387,299.9587842477789,delta_decay_PVL_win,Frequency,2.95951154,0.00026266992,0.929121585,0.0001,4.9999,
273,281.48297129581147,294.6762407620036,delta_asymmetric_decay_win,Frequency,1.77213888,0.0001,0.925790515,,,0.0206043084
274,138.05132985028237,147.9462819499265,delta_decay,Baseline,1.76828543,0.82661922,0.04884094,,,
274,144.7636260598966,161.2552128926368,delta_decay_PVL,Baseline,1.47438777,0.440603309,0.0001,0.64878016,0.324617788,
274,144.1014180745141,153.99637017415822,delta_decay_win,Baseline,1.23948728,0.358792584,0.0001,,,
274,142.85811710518658,159.34970393792676,delta_decay_PVL_win,Baseline,1.18448665,0.346311367,0.00116022855,0.564855375,0.524098212,
274,138.0657283838908,151.25899785008295,delta_asymmetric_decay_win,Baseline,1.23697064,0.36315575,0.01383675,,,0.76261346
274,198.98860620850328,208.88355830814737,delta_decay,Frequency,1.11536131,0.83743026,0.9999,,,
274,198.93822992884583,215.42981676158604,delta_decay_PVL,Frequency,1.04789144,0.95587593,0.9999,0.58564888,0.77825294,
274,200.43415881161948,210.3291109112636,delta_decay_win,Frequency,1.17774872,0.85690096,0.93388741,,,
274,199.77660621745648,216.26819305019663,delta_decay_PVL_win,Frequency,1.11983068,0.9999,0.92564189,0.55038386,0.72156189,
274,201.66263614296523,214.85590560915736,delta_asymmetric_decay_win,Frequency,1.18873149,0.66012798,0.95388438,,,0.91411361
275,279.50112206199776,289.3960741616419,delta_decay,Baseline,0.02780345,0.0001,0.0001,,,
275,264.9122969838436,281.4038838165838,delta_decay_PVL,Baseline,0.07725594,0.0001,0.0001,0.0001,0.0001,
275,260.42946303263534,270.32441513227946,delta_decay_win,Baseline,0.145784196,0.0001,0.367729873,,,
275,264.4287322104269,280.92031904316707,delta_decay_PVL_win,Baseline,0.145827538,0.0001,0.367868198,0.0001,0.204793788,
275,259.1730013241202,272.36627079031234,delta_asymmetric_decay_win,Baseline,0.145423264,0.0001,0.375838398,,,0.9999
275,274.0712158460587,283.9661679457028,delta_decay,Frequency,0.66980564,0.11011298,0.9999,,,
275,277.5187198993147,294.0103067320549,delta_decay_PVL,Frequency,0.427312,0.11463998,0.97584716,0.9999,4.9999,
275,274.0242497758475,283.91920187549164,delta_decay_win,Frequency,0.64054501,0.11202436,0.9999,,,
275,277.5236438416484,294.0152306743886,delta_decay_PVL_win,Frequency,0.43174904,0.11694577,0.9999,0.9999,4.9999,
275,273.4991463595596,286.6924158257517,delta_asymmetric_decay_win,Frequency,0.552446701,0.0001,0.970933518,,,0.9999
276,275.97930853382377,285.8742606334679,delta_decay,Baseline,0.04235427,0.0001,0.0001,,,
276,279.454053610972,295.94564044371214,delta_decay_PVL,Baseline,0.0460045269,0.0001,0.0001,0.9999,0.0001,
276,275.3249747301268,285.2199268297709,delta_decay_win,Baseline,2.50843504,0.00170697239,0.888986396,,,
276,279.103135382918,295.5947222156582,delta_decay_PVL_win,Baseline,2.74938287,0.00169713008,0.91125695,0.9999,0.0001,
276,276.3448999910143,289.53816945720644,delta_asymmetric_decay_win,Baseline,0.193263876,0.0001,0.594537388,,,0.9999
276,256.1628087668639,266.057760866508,delta_decay,Frequency,3.46218382,0.00152148371,0.9999,,,
276,257.0220711578654,273.5136579906056,delta_decay_PVL,Frequency,4.03182116,0.000534621203,0.9999,0.901261199,4.9999,
276,262.0369068514661,271.9318589511102,delta_decay_win,Frequency,4.9999,0.000205627232,0.9999,,,
276,258.77695037785026,275.26853721059047,delta_decay_PVL_win,Frequency,4.9999,0.000169369118,0.9999,0.436294163,4.9999,
276,254.58104443021213,267.7743138964043,delta_asymmetric_decay_win,Frequency,4.9999,0.000129164405,0.9999,,,0.0017807758
277,183.15253214272508,193.0474842423692,delta_decay,Baseline,0.09557928,0.0001,0.0001,,,
277,184.07284581728044,200.56443265002065,delta_decay_PVL,Baseline,0.09981985,0.0001,0.0001,0.0001,0.0001,
277,180.84504960363543,190.74000170327955,delta_decay_win,Baseline,0.125488713,0.0001,0.0814080873,,,
277,183.32395222140255,199.8155390541428,delta_decay_PVL_win,Baseline,2.96731161,0.00372520651,0.720636161,0.0001,0.0001,
277,171.3940892922453,184.58735875843743,delta_asymmetric_decay_win,Baseline,0.124296208,0.0001,0.0457720513,,,0.860086389
277,279.7497770703333,289.64472916997744,delta_decay,Frequency,0.18923035,0.1304573,0.2714164,,,
277,279.78179314947243,296.27337998221265,delta_decay_PVL,Frequency,0.267312211,0.9999,0.00610631888,0.0001,4.9999,
277,280.2112896290818,290.10624172872593,delta_decay_win,Frequency,0.27529228,0.64698267,0.77416444,,,
277,283.66835061182337,300.1599374445635,delta_decay_PVL_win,Frequency,0.20100646,0.68624525,0.891588,0.9999,4.9999,
277,278.72599755255953,291.91926701875167,delta_asymmetric_decay_win,Frequency,0.857619114,0.639455468,0.0558847799,,,0.0001
278,280.796043263409,290.6909953630531,delta_decay,Baseline,0.170941869,0.518396381,0.0001,,,
278,276.64497544930475,293.1365622820449,delta_decay_PVL,Baseline,0.0846543,0.00345527,0.0001,0.0001,0.0001,
278,272.6405056491554,282.5354577487995,delta_decay_win,Baseline,0.11303569,0.00157541,0.27050239,,,
278,276.63304453760776,293.124631370348,delta_decay_PVL_win,Baseline,0.114701774,0.00310718363,0.252807823,0.0001,0.0001,
278,274.3338695934036,287.5271390595957,delta_asymmetric_decay_win,Baseline,0.13516675,0.00047357,0.39666786,,,0.03202341
278,248.73404254388691,258.62899464353103,delta_decay,Frequency,0.92362003,0.6412942,0.9999,,,
278,248.04744403580224,264.5390308685424,delta_decay_PVL,Frequency,1.211408,0.526977681,0.9999,0.252894269,0.0001,
278,241.70416356293657,251.5991156625807,delta_decay_win,Frequency,1.0545397,0.54573919,0.9999,,,
278,240.44522936249643,256.9368161952366,delta_decay_PVL_win,Frequency,1.25092772,0.479680701,0.9999,0.311714836,0.0001,
278,243.6042140795204,256.79748354571257,delta_asymmetric_decay_win,Frequency,1.05985679,0.60370401,0.9999,,,0.4791272
279,241.5198297923096,251.4147818919537,delta_decay,Baseline,1.00121613,0.97252139,0.22993702,,,
279,240.16985567222343,256.66144250496365,delta_decay_PVL,Baseline,1.27712973,0.9999,0.332123991,0.9999,0.0001,
279,241.08151413423028,250.9764662338744,delta_decay_win,Baseline,1.01698517,0.9999,0.41413664,,,
279,242.60872972069785,259.100316553438,delta_decay_PVL_win,Baseline,1.13797938,0.9999,0.480128326,0.9999,0.0001,
279,241.7315886800192,254.9248581462113,delta_asymmetric_decay_win,Baseline,1.0119134,0.93683886,0.37068895,,,0.9999
279,243.98914482827823,253.88409692792237,delta_decay,Frequency,1.09759459,0.12395637,0.9999,,,
279,245.5214179726298,262.01300480537,delta_decay_PVL,Frequency,1.29844953,0.128308133,0.970163867,0.939494393,0.0001,
279,240.8588281308016,250.75378023044567,delta_decay_win,Frequency,0.881446303,0.0001,0.544398335,,,
279,244.85839846077857,261.3499852935188,delta_decay_PVL_win,Frequency,0.881632918,0.0001,0.544436167,0.9999,0.0001,
279,242.85882813080187,256.05209759699403,delta_asymmetric_decay_win,Frequency,0.881446078,0.0001,0.54439834,,,0.0001
280,233.43241347180563,243.32736557144972,delta_decay,Baseline,1.16871349,0.27258118,0.9999,,,
280,234.2219280267877,250.71351485952792,delta_decay_PVL,Baseline,1.39758751,0.272858,0.9999,0.31582417,0.28765646,
280,237.29706503939389,247.192017139038,delta_decay_win,Baseline,1.08373046,0.23722954,0.9999,,,
280,239.22540566004943,255.7169924927896,delta_decay_PVL_win,Baseline,0.87544047,0.1453677,0.9999,0.12113559,4.78050521,
280,237.01569478479465,250.2089642509868,delta_asymmetric_decay_win,Baseline,1.16905469,0.18535057,0.9999,,,0.45924178
280,276.3480249182451,286.2429770178892,delta_decay,Frequency,0.571946332,0.9999,0.0001,,,
280,279.806945835,296.2985326677401,delta_decay_PVL,Frequency,0.470193148,0.9999,0.0001,0.9999,1.87934283,
280,280.2025261352314,290.0974782348755,delta_decay_win,Frequency,0.29423458,0.72361761,0.95401267,,,
280,282.9745792430426,299.4661660757828,delta_decay_PVL_win,Frequency,0.20136788,0.65998655,0.9999,0.9999,4.9999,
280,281.4795321219183,294.6728015881104,delta_asymmetric_decay_win,Frequency,0.3447622,0.31929,0.9999,,,0.9999
281,281.3192139413526,291.2141660409967,delta_decay,Baseline,0.11014966,0.42316382,0.00826257,,,
281,283.19490264909604,299.68648948183625,delta_decay_PVL,Baseline,0.268051659,0.855440227,0.0001,0.0001,0.0001,
281,280.8888724311212,290.7838245307653,delta_decay_win,Baseline,0.161004547,0.508427096,0.0001,,,
281,283.19435587051964,299.6859427032598,delta_decay_PVL_win,Baseline,0.268067977,0.855460678,0.0001,0.0001,0.0001,
281,273.5938658230909,286.787135289283,delta_asymmetric_decay_win,Baseline,1.17104078,0.796529367,0.0001,,,0.00311822365
281,272.12300039009705,282.0179524897412,delta_decay,Frequency,0.36988914,0.9999,0.9999,,,
281,269.4626705403745,285.9542573731148,delta_decay_PVL,Frequency,0.774765616,0.9999,0.635072708,0.0949377836,0.0001,
281,269.9314155286121,279.8263676282562,delta_decay_win,Frequency,0.61515366,0.9999,0.55746373,,,
281,267.78781001931355,284.27939685205376,delta_decay_PVL_win,Frequency,0.73018341,0.9999,0.51284189,0.1663206,0.77244999,
281,271.9314155286116,285.1246849948037,delta_asymmetric_decay_win,Frequency,0.61515367,0.9999,0.55746367,,,0.9999
282,281.5030095299924,291.39796162963654,delta_decay,Baseline,0.02800563,0.0272694,0.0001,,,
282,276.4356529278252,292.9272397605654,delta_decay_PVL,Baseline,0.0858938455,0.0291967258,0.0001,0.0001,1.67058306,
282,267.6522523978392,277.54720449748334,delta_decay_win,Baseline,0.134668167,0.00413285319,0.0001,,,
282,271.44416736612635,287.93575419886656,delta_decay_PVL_win,Baseline,0.139345243,0.00733819005,0.0001,0.811754301,2.13317866,
282,269.68435156660007,282.8776210327922,delta_asymmetric_decay_win,Baseline,0.134337588,0.00391445919,0.0001,,,0.000482099027
282,196.99400595771317,206.88895805735729,delta_decay,Frequency,0.30108291,0.04779426,0.12155318,,,
282,186.28393236040367,202.77551919314385,delta_decay_PVL,Frequency,0.50514843,0.41516173,0.9999,0.22761441,4.9999,
282,191.44043309166148,201.3353851913056,delta_decay_win,Frequency,0.35003224,0.0932250629,0.0001,,,
282,184.7653221670301,201.2569089997703,delta_decay_PVL_win,Frequency,0.64928245,0.45902691,0.9999,0.19417302,4.9999,
282,192.0591740583716,205.25244352456372,delta_asymmetric_decay_win,Frequency,0.289094448,0.0703039539,0.0001,,,0.000106611982
283,253.8090055543061,263.7039576539502,delta_decay,Baseline,0.21760958,0.01496476,0.59198269,,,
283,253.9912775306504,270.4828643633906,delta_decay_PVL,Baseline,0.100186603,0.0206263309,0.0001,0.0789541087,0.0001,
283,249.02223264757075,258.91718474721483,delta_decay_win,Baseline,0.112401748,0.0252517564,0.0001,,,
283,253.00165246909333,269.4932393018335,delta_decay_PVL_win,Baseline,1.37065981,0.0359305537,0.9999,0.226469562,0.0001,
283,251.00868653935927,264.20195600555144,delta_asymmetric_decay_win,Baseline,0.120475676,0.0282168471,0.0001,,,0.0546847345
283,232.54106246691933,242.43601456656344,delta_decay,Frequency,0.05008307,0.0001,0.0001,,,
283,230.09333996132625,246.5849267940664,delta_decay_PVL,Frequency,0.04164452,0.0001,0.0001,0.07852068,0.0001,
283,223.71417610782865,233.60912820747276,delta_decay_win,Frequency,4.20980852,0.00065880934,0.700846476,,,
283,224.3826348047612,240.8742216375014,delta_decay_PVL_win,Frequency,4.20683073,0.000566659154,0.754597423,0.234028711,0.0001,
283,223.32530341394485,236.518572880137,delta_asymmetric_decay_win,Frequency,4.14630471,0.000778496707,0.725278513,,,0.0001
284,217.4656263727485,227.36057847239263,delta_decay,Baseline,0.191693271,0.0371385325,0.0001,,,
284,200.90969087907197,217.40127771181213,delta_decay_PVL,Baseline,0.236233903,0.0388115334,0.0001,0.9999,4.9999,
284,225.4780711110416,235.3730232106857,delta_decay_win,Baseline,0.151235697,0.0387658566,0.0001,,,
284,230.0806747276763,246.57226156041648,delta_decay_PVL_win,Baseline,0.141991959,0.0363670452,0.0001,0.9999,0.273401623,
284,106.2277026180986,119.42097208429075,delta_asymmetric_decay_win,Baseline,3.05959522,0.00583708,0.91336937,,,0.9999
284,248.924396289369,258.8193483890131,delta_decay,Frequency,0.115677282,0.0001,0.0001,,,
284,248.22235830103727,264.71394513377743,delta_decay_PVL,Frequency,0.115190509,0.00223206109,0.0001,0.822970409,0.0001,
284,229.4447158958127,239.3396679954568,delta_decay_win,Frequency,1.23608937,0.02439219,0.53461804,,,
284,233.43515521436183,249.92674204710204,delta_decay_PVL_win,Frequency,1.21429979,0.0260626,0.53002588,0.98045903,1.24870563,
284,229.93159662253916,243.12486608873127,delta_asymmetric_decay_win,Frequency,0.86625615,0.00886975,0.43432937,,,0.28626854
285,230.80813054190472,240.70308264154883,delta_decay,Baseline,1.67621275,0.9999,0.00280568,,,
285,167.16165240843128,183.65323924117143,delta_decay_PVL,Baseline,1.59034281,0.9999,0.217893823,0.0001,0.0001,
285,187.58786341423595,197.48281551388007,delta_decay_win,Baseline,1.43615282,0.729900986,0.0001,,,
285,175.94586482662078,192.43745165936096,delta_decay_PVL_win,Baseline,1.53870138,0.9999,0.357087936,0.0001,0.0001,
285,183.46680524428896,196.6600747104811,delta_asymmetric_decay_win,Baseline,2.35155933,0.9999,0.35071407,,,0.23460014
285,202.6134018698473,212.50835396949145,delta_decay,Frequency,1.06692344,0.14148484,0.39304578,,,
285,213.06850425286595,229.56009108560613,delta_decay_PVL,Frequency,1.00082544,0.163246476,0.602433924,0.438308787,0.0001,
285,215.9772181197211,225.8721702193652,delta_decay_win,Frequency,0.82983662,0.17083828,0.27115335,,,
285,211.17100191121705,227.66258874395723,delta_decay_PVL_win,Frequency,0.77442077,0.15808627,0.23945244,0.9999,3.79994395,
285,208.45630023429223,221.6495697004844,delta_asymmetric_decay_win,Frequency,0.84332585,0.16475368,0.25367195,,,0.29894422
286,174.85674404616458,184.7516961458087,delta_decay,Baseline,2.08284918,0.9999,0.00769199,,,
286,89.59496003117007,106.08654686391026,delta_decay_PVL,Baseline,3.46996382,0.01959189,0.9999,0.41590362,4.9999,
286,169.95138324189222,179.84633534153633,delta_decay_win,Baseline,1.56674375,0.9999,0.31616757,,,
286,163.0435008044526,179.5350876371928,delta_decay_PVL_win,Baseline,1.35438245,0.917391,0.41452811,0.03370128,4.9999,
286,89.10572640415675,102.2989958703489,delta_asymmetric_decay_win,Baseline,4.75436775,0.0001,0.95971833,,,0.0537755931
286,137.96168595341513,147.85663805305924,delta_decay,Frequency,4.9999,0.00106638424,0.998515599,,,
286,140.18128921987088,156.67287605261106,delta_decay_PVL,Frequency,4.9999,0.00171560587,0.998491526,0.670439821,0.0001,
286,141.42700634204542,151.32195844168953,delta_decay_win,Frequency,1.91441728,0.02815008,0.70798168,,,
286,144.70115084835555,161.19273768109574,delta_decay_PVL_win,Frequency,1.93749303,0.0288278655,0.725131903,0.9999,0.0001,
286,142.55923849536777,155.7525079615599,delta_asymmetric_decay_win,Frequency,1.781058,0.03347175,0.71984719,,,0.0069035
287,261.7844111951474,271.6793632947916,delta_decay,Baseline,3.01343815,0.0023122134,0.9999,,,
287,260.3569754869993,276.8485623197395,delta_decay_PVL,Baseline,2.66642923,0.00132002459,0.9999,0.0001,4.9999,
287,258.5606521798092,268.4556042794533,delta_decay_win,Baseline,2.94579324,0.00054737272,0.698476862,,,
287,260.63858774710866,277.1301745798488,delta_decay_PVL_win,Baseline,2.94893038,0.000561245265,0.805009673,0.0001,4.9999,
287,260.05926510712845,273.25253457332064,delta_asymmetric_decay_win,Baseline,2.23385297,0.000682947968,0.736301753,,,0.0151748768
287,252.6008853056941,262.4958374053382,delta_decay,Frequency,0.07885113,0.0001,0.0001,,,
287,243.8456306131136,260.3372174458537,delta_decay_PVL,Frequency,0.07870391,0.0001,0.0001,0.0001,0.0001,
287,239.84545764867727,249.74040974832135,delta_decay_win,Frequency,0.07870184,0.0001,0.0001,,,
287,243.6342969768927,260.1258838096329,delta_decay_PVL_win,Frequency,3.65682471,0.00173966004,0.93389158,0.0001,0.0001,
287,239.99577992756815,253.1890493937603,delta_asymmetric_decay_win,Frequency,0.0793970312,0.0001,0.0001,,,0.984098264
288,207.8727474908591,217.7676995905032,delta_decay,Baseline,0.240035013,0.0337421883,0.0001,,,
288,207.31124557376705,223.8028324065072,delta_decay_PVL,Baseline,0.284682355,0.0393921779,0.0001,0.9999,0.0001,
288,202.5058403996997,212.40079249934385,delta_decay_win,Baseline,0.29245782,0.03403251,0.17081085,,,
288,204.0879295540095,220.57951638674967,delta_decay_PVL_win,Baseline,0.600532759,0.0821454966,0.316477537,0.9999,0.0001,
288,198.63265720941828,211.8259266756104,delta_asymmetric_decay_win,Baseline,0.426533614,0.0481700757,0.217951837,,,0.0001
288,278.0189107035172,287.9138628031613,delta_decay,Frequency,0.3203508,0.9999,0.9999,,,
288,281.3862004775438,297.877787310284,delta_decay_PVL,Frequency,0.35384161,0.9999,0.9999,0.9999,0.0001,
288,278.683998695691,288.5789507953351,delta_decay_win,Frequency,0.29601823,0.9999,0.9999,,,
288,282.1406891044318,298.6322759371719,delta_decay_PVL_win,Frequency,0.327892432,0.9999,0.9999,0.9999,0.0001,
288,280.27136098954736,293.4646304557395,delta_asymmetric_decay_win,Frequency,0.33192062,0.9999,0.9999,,,0.78790793
289,36.7151340238876,46.61008612353171,delta_decay,Baseline,4.9999,0.290882025,0.0001,,,
289,40.55932704351314,57.050913876253325,delta_decay_PVL,Baseline,4.9999,0.357358393,0.0001,0.989587494,0.657319573,
289,48.060266584222575,57.95521868386668,delta_decay_win,Baseline,1.572988,0.221160718,0.0001,,,
289,13.425664250839269,29.91725108357945,delta_decay_PVL_win,Baseline,4.9999,0.26081858,0.9999,0.9999,4.9999,
289,15.506379830265692,28.699649296457835,delta_asymmetric_decay_win,Baseline,4.9999,0.07886517,0.9999,,,0.4008619
289,140.89124278876832,150.78619488841244,delta_decay,Frequency,3.73855625,0.00263471417,0.9999,,,
289,140.38507879878657,156.87666563152675,delta_decay_PVL,Frequency,2.46457034,0.0155812108,0.9999,0.218491872,0.0001,
289,132.7673956695823,142.6623477692264,delta_decay_win,Frequency,0.244457011,0.0001,0.0940433668,,,
289,135.04912557956504,151.5407124123052,delta_decay_PVL_win,Frequency,4.54071471,0.00184569964,0.89945985,0.144743956,0.0001,
289,134.19323073883805,147.3865002050302,delta_asymmetric_decay_win,Frequency,0.216644812,0.0001,0.0832420641,,,0.389354131
290,263.23913910341594,273.13409120306005,delta_decay,Baseline,0.89537613,0.19557126,0.9999,,,
290,266.94156253136896,283.4331493641091,delta_decay_PVL,Baseline,1.17372825,0.17195349,0.9999,0.29966529,0.3126538,
290,263.3635514391957,273.2585035388398,delta_decay_win,Baseline,3.6281643,0.000785824276,0.871808707,,,
290,266.847761047459,283.3393478801992,delta_decay_PVL_win,Baseline,4.96889445,0.000184650542,0.839863423,0.992685849,4.96418132,
290,263.0301159266526,276.2233853928448,delta_asymmetric_decay_win,Baseline,0.94367416,0.00875595,0.9999,,,0.65026616
290,281.8725786476841,291.76753074732824,delta_decay,Frequency,0.0001,0.0001,0.9999,,,
290,285.8692330451374,302.3608198778776,delta_decay_PVL,Frequency,0.000285312539,0.0001,0.0001,0.0001,4.9999,
290,279.03270622636654,288.92765832601066,delta_decay_win,Frequency,3.88121588,0.0001,0.762258646,,,
290,285.8467866673304,302.3383735000706,delta_decay_PVL_win,Frequency,0.102099449,0.0528826771,0.9999,0.0001,0.0001,
290,283.8725787699666,297.0658482361588,delta_asymmetric_decay_win,Frequency,0.0001,0.0001,0.9999,,,0.0001
291,144.52451994028198,154.4194720399261,delta_decay,Baseline,2.44594283,0.02488244,0.93187489,,,
291,166.63064936975047,183.12223620249063,delta_decay_PVL,Baseline,2.27962741,0.0294917669,0.956356475,0.9999,0.0001,
291,155.33390293686583,165.22885503650997,delta_decay_win,Baseline,2.43678715,0.0001,0.208511866,,,
291,159.3037342625602,175.79532109530038,delta_decay_PVL_win,Baseline,2.43670069,0.0001,0.208229679,0.00249168807,4.9999,
291,148.04696462779862,161.24023409399075,delta_asymmetric_decay_win,Baseline,4.9999,0.00116028717,0.170240625,,,0.058922221
291,106.08077153522504,115.97572363486915,delta_decay,Frequency,0.66435133,0.06714099,0.09393687,,,
291,105.8124921546557,122.30407898739588,delta_decay_PVL,Frequency,0.329304466,0.0392074052,0.0001,0.0001,3.02989703,
291,102.21955642101148,112.1145085206556,delta_decay_win,Frequency,0.91221551,0.08990003,0.10581998,,,
291,105.99819314561049,122.48977997835064,delta_decay_PVL_win,Frequency,0.949819834,0.09370091,0.109340996,0.9999,0.0001,
291,104.11757354191032,117.31084300810248,delta_asymmetric_decay_win,Frequency,0.92885366,0.09215494,0.11157021,,,0.05331629
292,87.24329668801413,97.13824878765824,delta_decay,Baseline,2.71322036,0.02162218,0.87524817,,,
292,104.2995365296168,120.79112336235696,delta_decay_PVL,Baseline,3.38479179,0.02299974,0.943398489,0.993047575,0.0001,
292,92.95396771426508,102.8489198139092,delta_decay_win,Baseline,2.05888696,0.56288001,0.9999,,,
292,68.3864498303005,84.87803666304069,delta_decay_PVL_win,Baseline,2.45159853,0.647136857,0.9999,0.9999,0.0001,
292,68.70301556193255,81.89628502812468,delta_asymmetric_decay_win,Baseline,2.17897784,0.9999,0.9999,,,0.3041312
292,244.04212392049308,253.9370760201372,delta_decay,Frequency,0.83945255,0.0271139,0.837358,,,
292,244.7185010292345,261.21008786197467,delta_decay_PVL,Frequency,0.237495452,0.0721370905,0.0001,0.0001,0.612582538,
292,234.88127221375265,244.77622431339677,delta_decay_win,Frequency,0.3800938,0.02283869,0.39054113,,,
292,238.62538877057472,255.1169756033149,delta_decay_PVL_win,Frequency,0.87923124,0.03983853,0.57153048,0.60110385,4.9999,
292,233.7257745998797,246.91904406607185,delta_asymmetric_decay_win,Frequency,0.4305362,0.02314596,0.39875765,,,0.26140795
293,242.4250860987865,252.32003819843064,delta_decay,Baseline,0.158190169,0.0001,0.0001,,,
293,231.24083096461723,247.7324177973574,delta_decay_PVL,Baseline,0.338650605,0.0774620879,0.0001,0.0001,0.0001,
293,212.0112335144988,221.9061856141429,delta_decay_win,Baseline,4.28885117,0.00146078647,0.408604262,,,
